qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12
20451,marilyn bohn,0.728,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20455,fraxel laser,0.169,1,tagmee.topn3,0.1762,fraxel laser Fraxel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20457,modern maid wall oven,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20459,washington post sudoku,0.168,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20460,troy built dealers,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20463,the weather,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20464,crab dip appetizer,0.0174,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20467,sanctuary lyrics,0.0918,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20468,san diego parking,0.0012,1,tagmee.topn3,0.0015,san diego parking francisco diego san francisco garage garages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20470,tetanus vaccine,0.2243,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20472,ambra jones,0.0023,1,tagmee.topn3,0.0069,ambra bridget james stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20480,randy miller,0.0685,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20481,calvert cliffs maryland,0.0997,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20482,girls getting it on,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20484,lake maps,0.0102,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20485,german pens,0.5155,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20486,frying pan tower,0.8349,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20488,american express travel,0.1832,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20490,prc,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20493,how to gain weight,0.0158,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20496,goodyear fuel max tires,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20500,bank holding companies,0.152,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503,zylotol,0.1667,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505,bravo network,0.6873,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507,wilson,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20516,dreamweaver software,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20517,wilsons disease,0.3823,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20523,myron corporation,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20526,air tran airlines,0.0036,1,tagmee.topn3,1,tran airtran cargo express airwai airlin flight africa capit air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20527,molly strong,0,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20528,pinecrest tropical gardens,0.2041,1,tagmee.topn3,0.3756,pinecrest trop garden,word2vec.topn3.replace,0.2348,pinecrest subtropical gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20530,menstrual cycle,0.2459,1,tagmee.topn3,0.3653,menstrual cycle menstruation cycles beginning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20533,foreclosures list,0.0086,1,tagmee.topn3,0.0632,foreclosures list defaults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20535,nbc richard engel,0.2467,1,tagmee.topn3,0.2959,nbc richa engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20536,external radiation therapy,0.4217,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20537,golden gate bridge,0.3656,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20538,carl epstein,0.0152,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20539,model trains,0.1591,1,tagmee.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20542,how does the fly pentop computer work,0.4288,1,thesaurus.topn3,0.5369,fly pentop computer work software,glove.topn3.replace,0.5219,fly pentop software work,sensedisambiguation.replace,0.512,how does the tent fly pentop computer workplace,,,,,,,,,,,,,,,,,,,,,,,,,,,
20544,history of saint barthelemy,0.3498,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20545,pita recipe,0.204,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20546,rio grande,0.0989,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20548,ankle implants,0.4893,1,thesaurus.topn3,0.5061,inbon patient joint implant pain ankl metal surgeri replac therapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20551,squash cassarole recipes,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20555,glenohumeral subluxation,0.6951,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20556,menorraghia,0.8056,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20557,how to buy tax liens,0.0325,1,thesaurus.topn3,0.0586,buy tax liens sell purchase income bb   kd,thesaurus.topn3,0.0418,buy tax liens,termluster.topn5.3.bm25,0.0418,buy tax liens,,,,,,,,,,,,,,,,,,,,,,,,,,,
20559,cellular phone directory,0.1054,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20560,sports kits,0.0179,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20567,kathy ireland,0.0266,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20569,clarksville tn rental property,0.1272,1,thesaurus.topn3,0.3382,clarksville tennessee rental property,word2vec.topn3.replace,0.1792,clarksville mn tennessee rent renting property,stem.paicehusk,0.1786,clarksvil tn rent property,,,,,,,,,,,,,,,,,,,,,,,,,,,
20570,lg lhd45el,0.8529,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20573,greece,0.0062,1,thesaurus.topn3,0.0162,greeks italy bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20574,acidophilus,0.3497,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20578,houses for sale by auction,0.02,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20579,garfield county school district colorado,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20581,piggly wiggly store ads,0.0494,1,thesaurus.topn3,0.1018,wiggly   aou   piggly oly      box shop advertisements advertisement,glove.topn3,0.054,piggly wiggly store ads wiggly   aou   piggly oly      box shop advertisements advertisement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20583,saugerties central school district,0.0095,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20584,home remedies for canker sores,0.5031,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20586,weston,0.0185,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20589,nikki swanson,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20590,window well,,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20591,microsoft home,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20592,itching inside chest,,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20595,texas auction academy,0.7143,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20596,gsa catalog,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20597,dumpster rental,0.1116,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20598,route 666,0.459,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601,garlic cholesterol,0.3981,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603,klinger gaskets,0.3996,1,thesaurus.topn3,0.5544,klinger gaskets tihg          o rings,rm3.topn10.10.0.5.bm25,0.4603,australia valv gasket compress pump choos pack enquiri fluid klinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604,honda insight,0.1996,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605,causes of the cold war,0.1048,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607,hawaii real estate,0.0239,1,thesaurus.topn3,0.1033,hawaii real estate honolulu oahu indeed actually property,glove.topn3.replace,0.0333,honolulu oahu indeed actually property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608,cia hyde park,0.4348,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614,danny elfman,0.0378,1,thesaurus.topn3,0.0702,dan elfman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20617,cowboy crafts,0.2006,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20618,hematology reports,0.0105,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20620,weather in eastern carribbean,0.1758,1,thesaurus.topn3,0.3343,cruis weather eastern forecast crusi st tour caribbean sea carri carribbean,word2vec.topn3.replace,0.3333,inclement climate western northern southern carribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20622,pielet brothers,0.1155,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20624,george sanders,0.1834,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20625,wounded warrior act,0.0192,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20628,krypton diagram,0.0156,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20629,magnetic fields,0.0875,1,thesaurus.topn3,0.1192,pole electr electromagnet forc due field charg magnet dipol loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20630,tonga,0.4273,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20631,hague convention,0.2155,1,thesaurus.topn3,0.2852,hague convention tribunal prohertrib delegates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20641,new bedford rmv,0.3821,1,thesaurus.topn3,0.3828,raw bedford rmv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20642,ph levels,0.1021,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20643,architects in new jersey,0.7679,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20644,vice president richard nixon,0.1199,1,thesaurus.topn3,0.1944,vice president of the united states richard nixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20649,wentzville school district,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20650,nicknames,0.1192,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20652,best free people finder,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655,foodnetwork,0.0039,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20656,1940 census,0.5323,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20657,background disclosure forms,0.2325,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20658,east orange va,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20660,berkley insurance,0.4089,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20661,technology in the medical field,0.0015,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20662,abbeyville sc,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20663,antique stoneware crock,0.4601,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20668,more cowbell script,0.1712,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20669,eriogonum jamesii,0.7,1,thesaurus.topn3,0.8333,eriogonum jamesii latifolium mammillaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20682,sterling planet,0.8529,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20686,jobs in washington,0.342,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20688,skagit valley herald,0.0453,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20691,airport parking,0,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20697,dooney bourke look alike,0.3099,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20699,pain relief,0.0885,1,thesaurus.topn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20704,detroit riot,0.4329,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20705,choreathetosis,,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20708,photograph to digital converter,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20710,atlantis games,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20713,knotts berry farm,0.1927,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20718,sno bikes,0.4792,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20719,barack obama senator for illinois,0.0295,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20721,constitution of italy,0.2474,1,stem.lovins,0.2522,constitution italy amendment italian italians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20722,pokemon episode guide,0.1331,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20725,dooney burke outlet store,0.3053,1,stem.lovins,0.372,dooney burke mercantile establishment shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20726,vista add printer,0.0128,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20727,ovulation calendar,0.2561,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20729,lonely indian housewives,,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20732,saint maarten weather,0.5317,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20733,navy swords,0.4291,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20736,oakwood friends school,0.6299,1,stem.lovins,0.8571,school colleg grade voic sussex ny fund oakwood secondari alumni poughkeepsi friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20738,locks of love,0.0603,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20740,pelican harbor marina,0.1554,1,stem.lovins,0.1871,harbor kei napl club motel inn resort yacht bai pelican marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20741,polk county texas,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20744,craig olejnik,1,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20746,borg warner,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20747,very short dress,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20748,carolina speedway,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20749,hospital acquired pneumonia,0.2428,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20752,brian nord,0.3788,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20754,eagle airport colorado,0.5598,1,stem.lovins,0.6556,airport hotel vail counti eg airlin eagl flight season colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20756,make a bird bath,0.432,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20757,obesity hypoventilation syndrome,0.5337,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20762,hrsa nursing scholarship,0.119,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20764,green darner dragonfly,0.2352,1,stem.lovins,0.262,green darner dragonfly red purple mangxamba gahsh aeshnidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20766,prescription diet pills,0.0078,1,stem.lovins,0.019,prescription diet pills medications eating medications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20768,mileage tax credit,0.2299,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20771,newport university california,0.25,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20772,bree olson,,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20773,football,0.011,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20774,extreme dating,0.0139,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20776,nissan pickup gas mileage,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20777,spain weather conditions,0.0034,1,stem.lovins,0.0062,spain weather conditions portugal spanish inclement rainy result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20781,exercises to lose weight,,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20783,tewksbury mass,0.0359,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20785,warrant officer,0.1998,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20786,bbq rubs,0.0791,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20795,all earthquake list,0.2426,1,stem.lovins,0.3064,     all list           epicent sichuan chines landslid kangd china earthquak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20796,poseidon industries,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20797,firefly bus,0.2328,1,stem.lovins,0.2387,firefly bus js   k      buses train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20799,riverbend park,0.2601,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803,kentucky lemon law,0.3764,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20805,simmons and rockwell,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20806,solar roof vent,0.049,1,stem.lovins,0.0704,vent attic rion roof solar green greenhous air ventil fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20808,healthy recipes,0.0315,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20809,quality of life measures,0.5076,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20810,the tides at charleston on staten island,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20812,free email directory,0.2843,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20815,dreamland inc,0.0019,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20816,credit card debt consolidation loan,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20817,alternative medicine,0.0124,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20819,work from home data entry jobs,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20822,keflex for animals,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20824,stevens jonson syndrome,0.051,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20830,toyota corolla,0.0066,1,stem.lovins,0.0125,gt toyota      verso camri wagon corolla dealer car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20831,health recipes,0,1,stem.lovins,0.0009,cook recip checkoff health healthi chicken breast tilapia mix pork nutrit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20832,orlando sentinel,0.2516,1,stem.lovins,0.2682,sentinel airport hotel window disnei car classifi rental florida orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20834,4th amendment,0.0458,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20837,huntsville alabama,0.089,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20839,nj dmv,0,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20845,bryman school phoenix,0.0286,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20849,enrique iglesias songs,0.2488,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20851,skirvin hotel oklahoma,0.5545,1,stem.lovins,0.5876,skirvin hotel oklahom,stem.paicehusk,0.5876,skirvin hotel oklahom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20852,when is take your child to work day,0.0417,1,stem.lovins,0.1679,when is take your child to work day,termluster.topn5.3.bm25,0.1679,take child work day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20854,hidden cove golf course,0.0081,1,stem.lovins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20855,rotor disease,0.2745,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20859,blackrock depths,0.4158,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20860,wktv,0.1,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20863,free translation,0.0079,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20864,annual vehicle inspection report,,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20866,palmer community center,0,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20870,free cell phones,0.0154,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20872,tru chocolate,0.5751,1,termluster.topn5.3.bm25,0.6197,honei dilettant tru eat chocol pound lost item sugar adrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20873,hillside strangler,0.4571,1,termluster.topn5.3.bm25,0.7464,buono strangler polic      girl hillsid bodi she murder bianchi,stem.krovetz,0.4906,hillside strangle,stem.paicehusk,0.4906,hillsid strangl,,,,,,,,,,,,,,,,,,,,,,,,,,,
20874,seattle city council,0.0561,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20875,virginia department of education,0.0637,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20879,taylor manor hospital,0.0545,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20882,weight management,0.1618,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20883,west coast fossil park,0.3163,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20886,indocrin,0.5,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20889,moakley building,0.3698,1,termluster.topn5.3.bm25,0.5976,moaklei veto build joe boston massachusett      joseph repres democrat,word2vec.topn3.replace,0.5828,moakley construction,sensedisambiguation.replace,0.5828,moakley construction,,,,,,,,,,,,,,,,,,,,,,,,,,,
20890,trust funds,0.3434,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20891,5 food groups,0.0027,1,termluster.topn5.3.bm25,0.1867,  food groups,stem.krovetz,0.1867,food group,stem.lovins,0.1867,food group,stem.paicehusk,0.1867,food group,stem.porter,0.1867,food group,stem.porter2,0.1867,food group,stem.sstemmer,0.1867,food group,stem.trunc5,0.1867,food group,relevancefeedback.topn10.bm25,0.1867,  food groups,docluster.topn10.3.bm25,0.1867,  food groups,termluster.topn5.3.bm25,0.1867,  food groups,sensedisambiguation.replace,0.0813,five food group
20895,center solar system,0.1146,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20897,bbc science news,0.0169,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20898,weather tampa bay,0.1814,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20899,jack nicholson movies,0.3027,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906,tea,,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20910,yersinia,0.4257,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
