qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
INEX_XER-108,State capitals of the United States of America,0.0076,9,backtranslation_pes_arab,0.1605,Capital cities of the United States,backtranslation_fra_latn,0.1037,Capital cities of the United States of America,backtranslation_deu_latn,0.1037,Capital cities of the United States of America,backtranslation_rus_cyrl,0.1037,Capital cities of the United States of America,backtranslation_zsm_latn,0.0198,Capital of the United States,backtranslation_tam_taml,0.0198,The capitals of the United States,backtranslation_swh_latn,0.0198,The capital of the United States,backtranslation_kor_hang,0.0151,The capital of the United States of America,backtranslation_arb_arab,0.0151,The capitals of the United States of America,,,
INEX_XER-109,National capitals situated on islands,0.0118,10,backtranslation_yue_hant,0.0238,The capital of the island nation,backtranslation_arb_arab,0.0238,National capitals on the islands,backtranslation_pes_arab,0.0238,National capitals on the islands,backtranslation_zsm_latn,0.0238,The capital of the island nation,backtranslation_swh_latn,0.0238,The capital of the island nation,backtranslation_deu_latn,0.0181,Capital cities located on islands,backtranslation_kor_hang,0.0159,The national capital is located on the island,backtranslation_fra_latn,0.0159,National capitals located on islands,backtranslation_rus_cyrl,0.0159,National capitals located on the islands,backtranslation_tam_taml,0.0159,National capitals located on the islands
INEX_XER-110,Nobel Prize in Literature winners who were also poets,0.1217,3,backtranslation_kor_hang,0.1486,Nobel Prize winner in literature  also poet,backtranslation_zsm_latn,0.1392,Nobel Prize winner in Literature who was also a poet,backtranslation_fra_latn,0.1391,Nobel Prize in Literature who were also poets,,,,,,,,,,,,,,,,,,,,,
INEX_XER-113,Formula 1 drivers that won the Monaco Grand Prix,0.2154,1,backtranslation_deu_latn,0.2265,Formula One drivers who have won the Monaco Grand Prix,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-114,Formula one races in Europe,0.3308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-115,Formula One World Constructors' Champions,0.3121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-116,Italian nobel prize winners,0.2519,5,backtranslation_kor_hang,0.6326,Italian Nobel laureate,backtranslation_pes_arab,0.6326,Italian Nobel laureates,backtranslation_deu_latn,0.6326,Italian Nobel laureates,backtranslation_swh_latn,0.6326,Italian Nobel laureates,backtranslation_fra_latn,0.5638,Italian Nobel Prize,,,,,,,,,,,,,,,
INEX_XER-117,Musicians who appeared in the Blues Brothers movies,0.1789,7,backtranslation_yue_hant,0.2654,The musicians in the Blue Brothers movies,backtranslation_kor_hang,0.1895,He was a musician in the Blues Brothers,backtranslation_rus_cyrl,0.1888,Musicians who appeared in the Blues Brothers films,backtranslation_zsm_latn,0.1888,Musicians who appeared in the Blues Brothers films,backtranslation_tam_taml,0.1888,The musicians who appeared in the Blues Brothers films,backtranslation_swh_latn,0.1888,Musicians who appeared in the Blues Brothers films,backtranslation_fra_latn,0.1801,Musicians who have starred in the Blues Brothers films,,,,,,,,,
INEX_XER-118,French car models in 1960's,0.0396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-119,Swiss cantons where they speak German,0.169,7,backtranslation_fra_latn,0.2178,Swiss cantons where German is spoken,backtranslation_deu_latn,0.2178,Swiss cantons where German is spoken,backtranslation_rus_cyrl,0.2178,Swiss cantons where German is spoken,backtranslation_kor_hang,0.2158,German speaking cantons of Switzerland,backtranslation_pes_arab,0.1857,Swiss cantons that speak German,backtranslation_tam_taml,0.1857,The German speaking Swiss cantons,backtranslation_zsm_latn,0.1784,Canton of Switzerland where they speak German,,,,,,,,,
INEX_XER-121,US presidents since 1960,0.0783,10,backtranslation_yue_hant,0.1199,President of the United States in,backtranslation_kor_hang,0.1062,President of the United States since,backtranslation_arb_arab,0.1062,Presidents of the United States since,backtranslation_pes_arab,0.1062,President of the United States since,backtranslation_fra_latn,0.1062,Presidents of the United States since,backtranslation_deu_latn,0.1062,President of the United States since,backtranslation_rus_cyrl,0.1062,President of the United States since,backtranslation_zsm_latn,0.1062,President of the United States since,backtranslation_tam_taml,0.1062,Presidents of the United States since,backtranslation_swh_latn,0.1062,President of the United States since
INEX_XER-122,Movies with eight or more Academy Awards,0.0316,4,backtranslation_tam_taml,0.1424,The film won eight or more Academy Awards,backtranslation_arb_arab,0.1234,Movies that have won eight or more Academy Awards,backtranslation_pes_arab,0.0945,Films that have won eight or more Academy Awards,backtranslation_zsm_latn,0.0422,Films with eight or more Academy Awards,,,,,,,,,,,,,,,,,,
INEX_XER-123,FIFA world cup national team winners since 1974,0.1436,1,backtranslation_yue_hant,0.1464,The national team that has won the FIFA World Cup since,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-124,Novels that won the Booker Prize,0.5641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-125,countries which have won the FIFA world cup,0.1566,6,backtranslation_arb_arab,0.1758,Countries that have won the FIFA World Cup,backtranslation_fra_latn,0.1758,countries that have won the FIFA World Cup,backtranslation_deu_latn,0.1758,Countries that have won the FIFA World Cup,backtranslation_zsm_latn,0.1758,countries that have won the FIFA World Cup,backtranslation_swh_latn,0.1758,countries that have won the FIFA World Cup,backtranslation_kor_hang,0.1657,The country that won the FIFA World Cup,,,,,,,,,,,,
INEX_XER-126,toy train manufacturers that are still in business,0.1714,1,backtranslation_yue_hant,0.2073,Toy train manufacturers are still producing,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-127,german female politicians,0.245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-128,Bond girls,0.3247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-129,Science fiction book written in the 1980,0.228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-130,Star Trek Captains,0.3745,1,backtranslation_yue_hant,0.3751,Captain of the Star Trek team,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-132,living nordic classical composers,0.1068,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-133,EU countries,0.1182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-134,record-breaking sprinters in male 100-meter sprints,0.1306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-135,professional baseball team in Japan,0.4368,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-136,Japanese players in Major League Baseball,0.5228,1,backtranslation_arb_arab,0.7061,Japanese baseball players in the majors,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-138,National Parks East Coast Canada US,0.1775,3,backtranslation_rus_cyrl,0.2527,National parks of the Eastern coast of Canada,backtranslation_kor_hang,0.2216,National Park on the east coast of Canada,backtranslation_swh_latn,0.2216,National Parks on the East Coast of Canada,,,,,,,,,,,,,,,,,,,,,
INEX_XER-139,Films directed by Akira Kurosawa,0.8851,4,backtranslation_arb_arab,0.9661,Movies directed by Akira Kurosawa,backtranslation_swh_latn,0.9661,Movies directed by Akira Kurosawa,backtranslation_deu_latn,0.9574,Films by Akira Kurosawa,backtranslation_yue_hant,0.8922,Directed by Akira Kurosawa,,,,,,,,,,,,,,,,,,
INEX_XER-140,Airports in Germany,0.3931,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-141,Universities in Catalunya,0.1289,8,backtranslation_yue_hant,0.449,The University of Catalonia,backtranslation_kor_hang,0.449,The University of Catalonia,backtranslation_arb_arab,0.449,Universities in Catalonia,backtranslation_fra_latn,0.449,Universities in Catalonia,backtranslation_rus_cyrl,0.449,Universities of Catalonia,backtranslation_zsm_latn,0.449,University of Catalonia,backtranslation_swh_latn,0.449,Universities in Catalonia,backtranslation_deu_latn,0.138,Higher education in Catalonia,,,,,,
INEX_XER-143,Hanseatic league in Germany in the Netherlands Circle,0.112,2,backtranslation_rus_cyrl,0.1165,The Hanseatic League in Germany in the Netherlands,backtranslation_tam_taml,0.1165,The Hanseatic League in Germany in the Netherlands,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-144,chess world champions,0.5947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-147,Chemical elements that are named after people,0.175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-1,Which German cities have more than 250000 inhabitants?,0.0025,10,backtranslation_yue_hant,0.0519,Which city in Germany has more than         people,backtranslation_zsm_latn,0.0353,Which city in Germany has more than        inhabitants,backtranslation_pes_arab,0.023,Which German cities have a population of more than,backtranslation_swh_latn,0.0183,What cities in Germany have more than         inhabitants,backtranslation_kor_hang,0.0127,Are German cities cities with a population of over,backtranslation_fra_latn,0.0118,Which German cities have more than         inhabitants,backtranslation_arb_arab,0.0059,What German city has more than         inhabitants,backtranslation_deu_latn,0.0046,What German cities have more than         inhabitants,backtranslation_rus_cyrl,0.0046,What German cities have more than         inhabitants,backtranslation_tam_taml,0.0046,What German cities have more than         inhabitants
QALD2_te-2,Who was the successor of John F. Kennedy?,0.033,8,backtranslation_kor_hang,0.068,Who was John F  Kennedy s successor,backtranslation_arb_arab,0.068,Who was John F  Kennedy s successor,backtranslation_pes_arab,0.068,Who was John F  Kennedy s successor,backtranslation_fra_latn,0.068,Who was John F  Kennedy s successor,backtranslation_deu_latn,0.068,Who was John F  Kennedy s successor,backtranslation_rus_cyrl,0.068,Who was John F  Kennedy s successor,backtranslation_swh_latn,0.068,Who was John F  Kennedy s successor,backtranslation_tam_taml,0.0576,Who is next to John F  Kennedy,,,,,,
QALD2_te-3,Who is the mayor of Berlin?,0.3477,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-5,What is the second highest mountain on Earth?,0.1613,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-6,Give me all professional skateboarders from Sweden.,0.0921,3,backtranslation_yue_hant,0.3236,To all the professional skateboarders from Sweden,backtranslation_kor_hang,0.2905,Give me all the Swedish professional skateboards,backtranslation_pes_arab,0.2905,Give me all the Swedish professional skateboards,,,,,,,,,,,,,,,,,,,,,
QALD2_te-8,To which countries does the Himalayan mountain system extend?,0.1753,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-9,Give me a list of all trumpet players that were bandleaders.,0.4643,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-11,Who is the Formula 1 race driver with the most races?,0.0057,8,backtranslation_kor_hang,0.0219,Who s the Formula One driver with the most races,backtranslation_arb_arab,0.0219,Who s the Formula One driver with the most races,backtranslation_fra_latn,0.0219,Who s the most raced Formula One driver,backtranslation_deu_latn,0.0219,Who s the Formula One driver with the most races,backtranslation_zsm_latn,0.0219,Who s the most racing Formula One driver,backtranslation_pes_arab,0.0137,Who s the most competitive Formula One driver,backtranslation_rus_cyrl,0.0137,Who s the most successful Formula One driver,backtranslation_tam_taml,0.0076,Who is the most successful Formula   driver,,,,,,
QALD2_te-12,Give me all world heritage sites designated within the past five years.,0.2433,2,backtranslation_fra_latn,0.271,Give me all the designated World Heritage sites in the last five years,backtranslation_zsm_latn,0.271,Give me all the world heritage sites designated in the last five years,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-13,Who is the youngest player in the Premier League?,0.2818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-14,Give me all members of Prodigy.,0.0162,1,backtranslation_zsm_latn,0.0428,Give it to all the Prodigy members,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-15,What is the longest river?,0.2092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-17,Give me all cars that are produced in Germany.,0.0008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-19,Give me all people that were born in Vienna and died in Berlin.,0.0029,1,backtranslation_yue_hant,0.0048,To all of me who were born in Vienna and died in Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-21,What is the capital of Canada?,0.0169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-22,Who is the governor of Texas?,0.399,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-24,Who was the father of Queen Elizabeth II?,0.3757,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-25,Which U.S. state has been admitted latest?,0.1078,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-27,Sean Parnell is the governor of which U.S. state?,0.5909,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-28,Give me all movies directed by Francis Ford Coppola.,0.6346,10,backtranslation_yue_hant,0.836,Show me all the films directed by Francis Ford Coppola,backtranslation_kor_hang,0.8219,Give me all the films directed by Francis Ford Coppola,backtranslation_pes_arab,0.8219,Give me all the films directed by Francis Ford Coppola,backtranslation_fra_latn,0.8219,Give me all the films directed by Francis Ford Coppola,backtranslation_rus_cyrl,0.8219,Give me all the films directed by Francis Ford Coppola,backtranslation_zsm_latn,0.8219,Give me all the films directed by Francis Ford Coppola,backtranslation_tam_taml,0.8219,Give me all the films directed by Francis Ford Coppola,backtranslation_swh_latn,0.8219,Give me all the films directed by Francis Ford Coppola,backtranslation_deu_latn,0.7274,Give me all the films of Francis Ford Coppola,backtranslation_arb_arab,0.6773,Give me all the films Francis Ford Coppola made
QALD2_te-29,Give me all actors starring in movies directed by and starring William Shatner.,0.2329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-31,Give me all current Methodist national leaders.,0.0476,1,backtranslation_tam_taml,0.125,Give me all the current national leaders of the Methodist Church,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-33,Give me all Australian nonprofit organizations.,0.0051,1,backtranslation_kor_hang,0.0054,Listen to all the non profit organizations in Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-34,In which military conflicts did Lawrence of Arabia participate?,0.0739,1,backtranslation_yue_hant,0.2066,What war did Lawrence of Arabia fight,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-35,Who developed Skype?,0.1577,1,backtranslation_tam_taml,0.1661,Who created Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-39,Give me all companies in Munich.,0.0041,1,backtranslation_yue_hant,0.2312,And all the companies in Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-40,List all boardgames by GMT.,0.3216,8,backtranslation_rus_cyrl,0.774,I ve listed all the board games on the GMT,backtranslation_kor_hang,0.6375,List all board games by GMT,backtranslation_pes_arab,0.6375,List all board games by GMT,backtranslation_fra_latn,0.6375,List all board games by GMT,backtranslation_deu_latn,0.6375,List all board games by GMT,backtranslation_zsm_latn,0.6375,List all board games by GMT,backtranslation_swh_latn,0.6375,List all board games by GMT,backtranslation_tam_taml,0.6083,List all board games within GMT,,,,,,
QALD2_te-41,Who founded Intel?,0.3355,1,backtranslation_pes_arab,0.3357,Founded the Intel,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-42,Who is the husband of Amanda Palmer?,0.0577,10,backtranslation_yue_hant,0.063,Who was Amanda Palmer s husband,backtranslation_kor_hang,0.063,Who is Amanda Palmer s husband,backtranslation_arb_arab,0.063,Who is Amanda Palmer  s husband,backtranslation_pes_arab,0.063,Who is Amanda Palmer s husband,backtranslation_fra_latn,0.063,Who is Amanda Palmer s husband,backtranslation_deu_latn,0.063,Who is Amanda Palmer s husband,backtranslation_rus_cyrl,0.063,Who is Amanda Palmer s husband,backtranslation_zsm_latn,0.063,Who is Amanda Palmer s husband,backtranslation_tam_taml,0.063,Who is Amanda Palmer s husband,backtranslation_swh_latn,0.063,Who was Amanda Palmer s husband
QALD2_te-43,Give me all breeds of the German Shepherd dog.,0.5177,1,backtranslation_pes_arab,0.5807,Give me the whole German Shepherd dog breed,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-44,Which cities does the Weser flow through?,0.1528,4,backtranslation_fra_latn,0.208,Which cities do the Weser flow into,backtranslation_yue_hant,0.2043,Which city is Weser going through,backtranslation_zsm_latn,0.1649,Which city is Weser flowing through,backtranslation_swh_latn,0.1599,What water does the Weser River flow through,,,,,,,,,,,,,,,,,,
QALD2_te-45,Which countries are connected by the Rhine?,0.0464,1,backtranslation_kor_hang,0.0906,Which countries do the Rhine River connect,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-46,Which professional surfers were born on the Philippines?,0.0208,7,backtranslation_kor_hang,0.1667,Who are the Filipino born professional surfers,backtranslation_tam_taml,0.05,What professional surfer was born in the Philippines,backtranslation_pes_arab,0.0294,What professional surfers were born in the Philippines,backtranslation_rus_cyrl,0.0294,What professional surfers were born in the Philippines,backtranslation_deu_latn,0.0278,What kind of professional surfers are born in the Philippines,backtranslation_swh_latn,0.0278,Where are the professional surfers born in the Philippines,backtranslation_yue_hant,0.0227,Who is a professional surfer born in the Philippines,,,,,,,,,
QALD2_te-48,In which UK city are the headquarters of the MI6?,0.0024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-49,Which other weapons did the designer of the Uzi develop?,0.2032,7,backtranslation_zsm_latn,0.4196,Another weapon designed by Uzi,backtranslation_rus_cyrl,0.3985,What other weapons did Uzi design,backtranslation_pes_arab,0.2937,What other weapons did designer Uzi make,backtranslation_tam_taml,0.2191,What other weapons did the designer of the Uzi create,backtranslation_fra_latn,0.2101,What other weapons did the designer of the Uzi develop,backtranslation_deu_latn,0.2101,What other weapons did the designer of the Uzi develop,backtranslation_swh_latn,0.2071,What other weapons did the Uzi maker develop,,,,,,,,,
QALD2_te-51,Give me all Frisian islands that belong to the Netherlands.,0.5301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-53,What is the ruling party in Lisbon?,0.0089,5,backtranslation_yue_hant,0.0385,What is the political party in Lisbon,backtranslation_fra_latn,0.0357,What is the party in power in Lisbon,backtranslation_zsm_latn,0.0357,What party is in power in Lisbon,backtranslation_rus_cyrl,0.0196,What party in Lisbon,backtranslation_pes_arab,0.0108,Who is the ruling party in Lisbon,,,,,,,,,,,,,,,
QALD2_te-55,Which Greek goddesses dwelt on Mount Olympus?,0.4992,5,backtranslation_zsm_latn,0.5697,Which Greek goddess lives on Mount Olympus,backtranslation_yue_hant,0.5341,Who was the Greek goddess who lived on Mount Olympus,backtranslation_fra_latn,0.5193,What Greek goddesses lived on Mount Olympus,backtranslation_deu_latn,0.5193,What Greek goddesses lived on Mount Olympus,backtranslation_rus_cyrl,0.5193,What Greek goddesses lived on Mount Olympus,,,,,,,,,,,,,,,
QALD2_te-57,Give me the Apollo 14 astronauts.,0.5525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-58,What is the time zone of Salt Lake City?,0.0873,5,backtranslation_kor_hang,0.127,What s the time zone in Salt Lake City,backtranslation_pes_arab,0.127,What s the time zone in Salt Lake City,backtranslation_fra_latn,0.127,What s the time zone in Salt Lake City,backtranslation_deu_latn,0.127,What s the time zone of Salt Lake City,backtranslation_zsm_latn,0.127,What s the time zone in Salt Lake City,,,,,,,,,,,,,,,
QALD2_te-59,Which U.S. states are in the same timezone as Utah?,0.0,10,backtranslation_zsm_latn,0.04,Which state in the United States is in the same time zone as Utah,backtranslation_kor_hang,0.0286,Which US states are in the same time zone as Utah,backtranslation_fra_latn,0.0286,Which US states are in the same time zone as Utah,backtranslation_tam_taml,0.02,Which states are in the same time zone as Utah,backtranslation_arb_arab,0.0053,Which U S  states are in the same time zone as Utah,backtranslation_pes_arab,0.0053,Which U S  states are in the same time zone as Utah,backtranslation_deu_latn,0.0053,Which U S  states are in the same time zone as Utah,backtranslation_rus_cyrl,0.0053,Which U S  states are in the same time zone as Utah,backtranslation_swh_latn,0.0049,What U S  states are in a time zone like Utah,backtranslation_yue_hant,0.0036,Which state in the U S  has the same time zone as Utah
QALD2_te-60,Give me a list of all lakes in Denmark.,0.0137,1,backtranslation_tam_taml,0.0297,Give me a list of lakes in Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-63,Give me all Argentine films.,0.0031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-64,Give me all launch pads operated by NASA.,0.3223,1,backtranslation_kor_hang,0.3472,Give me every launching pad NASA has in use,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-65,Which instruments did John Lennon play?,0.3498,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-66,Which ships were called after Benjamin Franklin?,0.1176,10,backtranslation_yue_hant,0.2786,Which ship is named after Benjamin Franklin,backtranslation_kor_hang,0.2786,Which ships are named after Benjamin Franklin,backtranslation_arb_arab,0.2786,Which ship is named after Benjamin Franklin,backtranslation_rus_cyrl,0.2786,Which ships are named after Benjamin Franklin,backtranslation_zsm_latn,0.2786,Which ship is named after Benjamin Franklin,backtranslation_pes_arab,0.2353,What ships are named after Benjamin Franklin,backtranslation_fra_latn,0.2266,Which ships were named after Benjamin Franklin,backtranslation_deu_latn,0.2266,Which ships were named after Benjamin Franklin,backtranslation_tam_taml,0.2098,What ships were named after Benjamin Franklin,backtranslation_swh_latn,0.2098,What ships were named after Benjamin Franklin
QALD2_te-67,Who are the parents of the wife of Juan Carlos I?,0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-72,In which U.S. state is Area 51 located?,0.1296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-75,Which daughters of British earls died in the same place they were born in?,0.0192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-76,List the children of Margaret Thatcher.,0.5079,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-77,Who was called Scarface?,0.191,7,backtranslation_yue_hant,0.3624,Who is Scarface,backtranslation_kor_hang,0.3624,Who was Scarface,backtranslation_arb_arab,0.3624,Who was Scarface,backtranslation_fra_latn,0.3624,Who was Scarface,backtranslation_deu_latn,0.3624,Who was Scarface,backtranslation_rus_cyrl,0.2666,Who was Scarface s name,backtranslation_swh_latn,0.2666,Who was Scarface s name,,,,,,,,,
QALD2_te-80,Give me all books by William Goldman with more than 300 pages.,0.237,8,backtranslation_pes_arab,0.3527,Give me all the books of William Goldman  over     pages,backtranslation_rus_cyrl,0.3527,Give me all the books by William Goldman over     pages,backtranslation_zsm_latn,0.3527,Give me all the books by William Goldman with over     pages,backtranslation_arb_arab,0.3329,Give me all the books of William Goldman that are over     pages long,backtranslation_kor_hang,0.3263,Give me all of William Goldman s books  over     pages,backtranslation_yue_hant,0.2459,Give me all the more than     pages of William Goldman books,backtranslation_fra_latn,0.2459,Give me all the books of William Goldman with more than     pages,backtranslation_deu_latn,0.2459,Give me all the books by William Goldman with more than     pages,,,,,,
QALD2_te-81,Which books by Kerouac were published by Viking Press?,0.4137,3,backtranslation_kor_hang,0.471,What books of Kerouac were published by Viking Press,backtranslation_deu_latn,0.471,What books by Kerouac were published by Viking Press,backtranslation_swh_latn,0.471,What books of Kerouac were published by Viking Press,,,,,,,,,,,,,,,,,,,,,
QALD2_te-82,Give me a list of all American inventions.,0.0024,3,backtranslation_kor_hang,0.0067,Give me a list of American inventions,backtranslation_tam_taml,0.0067,Give me a list of American inventions,backtranslation_yue_hant,0.0037,Give me a list of all the inventions in America,,,,,,,,,,,,,,,,,,,,,
QALD2_te-84,Who created the comic Captain America?,0.1781,3,backtranslation_kor_hang,0.3437,Who made the comic Captain America,backtranslation_pes_arab,0.2687,When did Captain America Comic invent,backtranslation_swh_latn,0.223,Who created the comic book writer Captain America,,,,,,,,,,,,,,,,,,,,,
QALD2_te-86,What is the largest city in Australia?,0.179,1,backtranslation_deu_latn,0.2968,Which city is the largest in Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-87,Who composed the music for Harold and Maude?,0.1686,1,backtranslation_arb_arab,0.2516,Who made the music for Harold and Maud,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-88,Which films starring Clint Eastwood did he direct himself?,0.6521,1,backtranslation_tam_taml,0.7209,What films did he direct with Clint Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-89,In which city was the former Dutch queen Juliana buried?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-90,Where is the residence of the prime minister of Spain?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-91,Which U.S. State has the abbreviation MN?,0.1208,3,backtranslation_fra_latn,0.2868,Which US state has the abbreviation MN,backtranslation_kor_hang,0.1307,In which state in the United States is MN abbreviated,backtranslation_zsm_latn,0.1274,Which state in the United States has the abbreviation MN,,,,,,,,,,,,,,,,,,,,,
QALD2_te-92,Show me all songs from Bruce Springsteen released between 1980 and 1990.,0.391,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-93,Which movies did Sam Raimi direct after Army of Darkness?,0.4639,1,backtranslation_zsm_latn,0.4664,Which movie was directed by Sam Raimi after Army of Darkness,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-95,Who wrote the lyrics for the Polish national anthem?,0.0178,4,backtranslation_arb_arab,0.0251,Who wrote the words to the Polish national anthem,backtranslation_pes_arab,0.0251,Who wrote the words to the Polish national anthem,backtranslation_fra_latn,0.0251,Who wrote the words to the Polish national anthem,backtranslation_swh_latn,0.0251,Who wrote the words to the Polish national anthem,,,,,,,,,,,,,,,,,,
QALD2_te-97,Who painted The Storm on the Sea of Galilee?,0.3969,2,backtranslation_kor_hang,0.4184,Who drew the storm in the Sea of Galilee,backtranslation_arb_arab,0.4184,Who drew the storm on the Sea of Galilee,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-98,Which country does the creator of Miffy come from?,0.4167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-99,For which label did Elvis record his first album?,0.0707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-100,Who produces Orangina?,0.5183,1,backtranslation_tam_taml,0.6357,Who is the maker of Orangina,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-1,Give me all female Russian astronauts.,0.2599,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-3,Who is the daughter of Bill Clinton married to?,0.0195,6,backtranslation_yue_hant,0.0228,Who married Bill Clinton s daughter,backtranslation_fra_latn,0.0228,Who is Bill Clinton s daughter married to,backtranslation_deu_latn,0.0228,Who is Bill Clinton s daughter married to,backtranslation_zsm_latn,0.0228,Who is Bill Clinton s daughter married to,backtranslation_tam_taml,0.0228,Who married Bill Clinton s daughter,backtranslation_swh_latn,0.0228,Who is Bill Clinton s daughter married to,,,,,,,,,,,,
QALD2_tr-4,Which river does the Brooklyn Bridge cross?,0.1387,3,backtranslation_zsm_latn,0.4891,Which river is the Brooklyn Bridge,backtranslation_arb_arab,0.2564,Which river crosses the Brooklyn Bridge,backtranslation_pes_arab,0.1625,Who is the Brooklyn Bridge crossing,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-6,Where did Abraham Lincoln die?,0.0824,1,backtranslation_tam_taml,0.1783,Abraham Lincoln died in what place,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-8,Which states of Germany are governed by the Social Democratic Party?,0.2679,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
