qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
INEX_XER-109,National capitals situated on islands,0.0098,10,backtranslation_yue_hant,0.0327,The capital of the island nation,backtranslation_arb_arab,0.0327,National capitals on the islands,backtranslation_pes_arab,0.0327,National capitals on the islands,backtranslation_zsm_latn,0.0327,The capital of the island nation,backtranslation_swh_latn,0.0327,The capital of the island nation,backtranslation_kor_hang,0.031,The national capital is located on the island,backtranslation_fra_latn,0.031,National capitals located on islands,backtranslation_rus_cyrl,0.031,National capitals located on the islands,backtranslation_tam_taml,0.031,National capitals located on the islands,backtranslation_deu_latn,0.0283,Capital cities located on islands
INEX_XER-110,Nobel Prize in Literature winners who were also poets,0.1576,4,backtranslation_tam_taml,0.2632,The Nobel Prize in Literature was awarded to Nobel Prize winning poets,backtranslation_zsm_latn,0.1795,Nobel Prize winner in Literature who was also a poet,backtranslation_kor_hang,0.1793,Nobel Prize winner in literature  also poet,backtranslation_yue_hant,0.1659,Nobel Prize winner and poet,,,,,,,,,,,,,,,,,,
INEX_XER-113,Formula 1 drivers that won the Monaco Grand Prix,0.3564,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-114,Formula one races in Europe,0.2034,2,backtranslation_yue_hant,0.2266,The European Formula One race,backtranslation_kor_hang,0.2266,The European Formula One race,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-115,Formula One World Constructors' Champions,0.2898,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-116,Italian nobel prize winners,0.2282,5,backtranslation_fra_latn,0.5765,Italian Nobel Prize,backtranslation_kor_hang,0.5665,Italian Nobel laureate,backtranslation_pes_arab,0.5665,Italian Nobel laureates,backtranslation_deu_latn,0.5665,Italian Nobel laureates,backtranslation_swh_latn,0.5665,Italian Nobel laureates,,,,,,,,,,,,,,,
INEX_XER-117,Musicians who appeared in the Blues Brothers movies,0.0651,2,backtranslation_yue_hant,0.1425,The musicians in the Blue Brothers movies,backtranslation_kor_hang,0.0839,He was a musician in the Blues Brothers,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-118,French car models in 1960's,0.1155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-119,Swiss cantons where they speak German,0.0779,7,backtranslation_fra_latn,0.1315,Swiss cantons where German is spoken,backtranslation_deu_latn,0.1315,Swiss cantons where German is spoken,backtranslation_rus_cyrl,0.1315,Swiss cantons where German is spoken,backtranslation_kor_hang,0.1238,German speaking cantons of Switzerland,backtranslation_pes_arab,0.1049,Swiss cantons that speak German,backtranslation_tam_taml,0.1049,The German speaking Swiss cantons,backtranslation_zsm_latn,0.086,Canton of Switzerland where they speak German,,,,,,,,,
INEX_XER-121,US presidents since 1960,0.029,1,backtranslation_yue_hant,0.1192,President of the United States in,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-122,Movies with eight or more Academy Awards,0.0125,3,backtranslation_arb_arab,0.0302,Movies that have won eight or more Academy Awards,backtranslation_tam_taml,0.0189,The film won eight or more Academy Awards,backtranslation_pes_arab,0.0128,Films that have won eight or more Academy Awards,,,,,,,,,,,,,,,,,,,,,
INEX_XER-123,FIFA world cup national team winners since 1974,0.0637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-124,Novels that won the Booker Prize,0.5158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-125,countries which have won the FIFA world cup,0.0962,6,backtranslation_arb_arab,0.1379,Countries that have won the FIFA World Cup,backtranslation_fra_latn,0.1379,countries that have won the FIFA World Cup,backtranslation_deu_latn,0.1379,Countries that have won the FIFA World Cup,backtranslation_zsm_latn,0.1379,countries that have won the FIFA World Cup,backtranslation_swh_latn,0.1379,countries that have won the FIFA World Cup,backtranslation_kor_hang,0.0972,The country that won the FIFA World Cup,,,,,,,,,,,,
INEX_XER-126,toy train manufacturers that are still in business,0.1639,5,backtranslation_yue_hant,0.1989,Toy train manufacturers are still producing,backtranslation_arb_arab,0.1786,The toy train manufacturers still in operation,backtranslation_pes_arab,0.1786,Toys train manufacturers still operating,backtranslation_fra_latn,0.1786,manufacturers of toy trains that are still in operation,backtranslation_rus_cyrl,0.1786,manufacturers of toy trains that are still in operation,,,,,,,,,,,,,,,
INEX_XER-127,german female politicians,0.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-128,Bond girls,0.4077,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-129,Science fiction book written in the 1980,0.2026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-130,Star Trek Captains,0.415,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-132,living nordic classical composers,0.1138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-133,EU countries,0.1208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-134,record-breaking sprinters in male 100-meter sprints,0.1097,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-135,professional baseball team in Japan,0.4059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-136,Japanese players in Major League Baseball,0.7363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-138,National Parks East Coast Canada US,0.0095,9,backtranslation_kor_hang,0.0935,National Park on the east coast of Canada,backtranslation_swh_latn,0.0935,National Parks on the East Coast of Canada,backtranslation_rus_cyrl,0.0774,National parks of the Eastern coast of Canada,backtranslation_zsm_latn,0.023,The U S  Canadian East Coast National Park,backtranslation_pes_arab,0.0128,National parks along the east coast of Canada,backtranslation_yue_hant,0.0107,National parks  the east coast of Canada  the United States,backtranslation_arb_arab,0.0107,National parks east coast Canada United States,backtranslation_fra_latn,0.0107,National parks on the east coast of Canada United States,backtranslation_tam_taml,0.0107,National parks east coast Canada United States,,,
INEX_XER-139,Films directed by Akira Kurosawa,0.9074,2,backtranslation_arb_arab,0.9391,Movies directed by Akira Kurosawa,backtranslation_swh_latn,0.9391,Movies directed by Akira Kurosawa,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-140,Airports in Germany,0.3623,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-141,Universities in Catalunya,0.0877,8,backtranslation_deu_latn,0.2963,Higher education in Catalonia,backtranslation_yue_hant,0.2783,The University of Catalonia,backtranslation_kor_hang,0.2783,The University of Catalonia,backtranslation_arb_arab,0.2783,Universities in Catalonia,backtranslation_fra_latn,0.2783,Universities in Catalonia,backtranslation_rus_cyrl,0.2783,Universities of Catalonia,backtranslation_zsm_latn,0.2783,University of Catalonia,backtranslation_swh_latn,0.2783,Universities in Catalonia,,,,,,
INEX_XER-143,Hanseatic league in Germany in the Netherlands Circle,0.1094,2,backtranslation_rus_cyrl,0.1183,The Hanseatic League in Germany in the Netherlands,backtranslation_tam_taml,0.1183,The Hanseatic League in Germany in the Netherlands,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-144,chess world champions,0.5702,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-147,Chemical elements that are named after people,0.0702,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-1,Which German cities have more than 250000 inhabitants?,0.0012,6,backtranslation_yue_hant,0.0448,Which city in Germany has more than         people,backtranslation_pes_arab,0.0239,Which German cities have a population of more than,backtranslation_kor_hang,0.0175,Are German cities cities with a population of over,backtranslation_zsm_latn,0.009,Which city in Germany has more than        inhabitants,backtranslation_arb_arab,0.004,What German city has more than         inhabitants,backtranslation_fra_latn,0.0037,Which German cities have more than         inhabitants,,,,,,,,,,,,
QALD2_te-2,Who was the successor of John F. Kennedy?,0.0,9,backtranslation_kor_hang,0.002,Who was John F  Kennedy s successor,backtranslation_arb_arab,0.002,Who was John F  Kennedy s successor,backtranslation_pes_arab,0.002,Who was John F  Kennedy s successor,backtranslation_fra_latn,0.002,Who was John F  Kennedy s successor,backtranslation_deu_latn,0.002,Who was John F  Kennedy s successor,backtranslation_rus_cyrl,0.002,Who was John F  Kennedy s successor,backtranslation_swh_latn,0.002,Who was John F  Kennedy s successor,backtranslation_tam_taml,0.0011,Who is next to John F  Kennedy,backtranslation_yue_hant,0.0004,Who was John Kennedy s successor,,,
QALD2_te-3,Who is the mayor of Berlin?,0.1422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-5,What is the second highest mountain on Earth?,0.1148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-6,Give me all professional skateboarders from Sweden.,0.0746,4,backtranslation_yue_hant,0.4169,To all the professional skateboarders from Sweden,backtranslation_kor_hang,0.2908,Give me all the Swedish professional skateboards,backtranslation_pes_arab,0.2908,Give me all the Swedish professional skateboards,backtranslation_fra_latn,0.0827,Give me all the professional skateboarders in Sweden,,,,,,,,,,,,,,,,,,
QALD2_te-8,To which countries does the Himalayan mountain system extend?,0.1839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-9,Give me a list of all trumpet players that were bandleaders.,0.292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-11,Who is the Formula 1 race driver with the most races?,0.0153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-12,Give me all world heritage sites designated within the past five years.,0.0113,2,backtranslation_fra_latn,0.0136,Give me all the designated World Heritage sites in the last five years,backtranslation_zsm_latn,0.0136,Give me all the world heritage sites designated in the last five years,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-13,Who is the youngest player in the Premier League?,0.2814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-14,Give me all members of Prodigy.,0.0152,1,backtranslation_zsm_latn,0.0394,Give it to all the Prodigy members,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-15,What is the longest river?,0.0867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-17,Give me all cars that are produced in Germany.,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-19,Give me all people that were born in Vienna and died in Berlin.,0.002,1,backtranslation_yue_hant,0.0029,To all of me who were born in Vienna and died in Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-21,What is the capital of Canada?,0.0028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-22,Who is the governor of Texas?,0.149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-24,Who was the father of Queen Elizabeth II?,0.0319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-25,Which U.S. state has been admitted latest?,0.0024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-27,Sean Parnell is the governor of which U.S. state?,0.4889,2,backtranslation_fra_latn,0.7917,Sean Parnell is the governor of what state,backtranslation_rus_cyrl,0.7917,Sean Parnell is governor of what state,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-28,Give me all movies directed by Francis Ford Coppola.,0.3878,8,backtranslation_kor_hang,0.5104,Give me all the films directed by Francis Ford Coppola,backtranslation_pes_arab,0.5104,Give me all the films directed by Francis Ford Coppola,backtranslation_fra_latn,0.5104,Give me all the films directed by Francis Ford Coppola,backtranslation_rus_cyrl,0.5104,Give me all the films directed by Francis Ford Coppola,backtranslation_zsm_latn,0.5104,Give me all the films directed by Francis Ford Coppola,backtranslation_tam_taml,0.5104,Give me all the films directed by Francis Ford Coppola,backtranslation_swh_latn,0.5104,Give me all the films directed by Francis Ford Coppola,backtranslation_yue_hant,0.4542,Show me all the films directed by Francis Ford Coppola,,,,,,
QALD2_te-29,Give me all actors starring in movies directed by and starring William Shatner.,0.1048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-31,Give me all current Methodist national leaders.,0.0383,1,backtranslation_tam_taml,0.0891,Give me all the current national leaders of the Methodist Church,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-33,Give me all Australian nonprofit organizations.,0.0188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-34,In which military conflicts did Lawrence of Arabia participate?,0.0421,4,backtranslation_yue_hant,0.1357,What war did Lawrence of Arabia fight,backtranslation_arb_arab,0.0665,In what military conflicts was Lawrence of Arabia involved,backtranslation_deu_latn,0.0665,In what military conflicts was Lawrence of Arabia involved,backtranslation_zsm_latn,0.0665,In what military conflict was Lawrence of Arabia involved,,,,,,,,,,,,,,,,,,
QALD2_te-35,Who developed Skype?,0.1414,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-39,Give me all companies in Munich.,0.0007,1,backtranslation_yue_hant,0.169,And all the companies in Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-40,List all boardgames by GMT.,0.2356,8,backtranslation_kor_hang,0.8401,List all board games by GMT,backtranslation_pes_arab,0.8401,List all board games by GMT,backtranslation_fra_latn,0.8401,List all board games by GMT,backtranslation_deu_latn,0.8401,List all board games by GMT,backtranslation_zsm_latn,0.8401,List all board games by GMT,backtranslation_swh_latn,0.8401,List all board games by GMT,backtranslation_rus_cyrl,0.705,I ve listed all the board games on the GMT,backtranslation_tam_taml,0.5937,List all board games within GMT,,,,,,
QALD2_te-41,Who founded Intel?,0.0083,2,backtranslation_pes_arab,0.1673,Founded the Intel,backtranslation_tam_taml,0.0284,Who is the founder of Intel,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-42,Who is the husband of Amanda Palmer?,0.0237,10,backtranslation_yue_hant,0.0411,Who was Amanda Palmer s husband,backtranslation_kor_hang,0.0411,Who is Amanda Palmer s husband,backtranslation_arb_arab,0.0411,Who is Amanda Palmer  s husband,backtranslation_pes_arab,0.0411,Who is Amanda Palmer s husband,backtranslation_fra_latn,0.0411,Who is Amanda Palmer s husband,backtranslation_deu_latn,0.0411,Who is Amanda Palmer s husband,backtranslation_rus_cyrl,0.0411,Who is Amanda Palmer s husband,backtranslation_zsm_latn,0.0411,Who is Amanda Palmer s husband,backtranslation_tam_taml,0.0411,Who is Amanda Palmer s husband,backtranslation_swh_latn,0.0411,Who was Amanda Palmer s husband
QALD2_te-43,Give me all breeds of the German Shepherd dog.,0.3233,1,backtranslation_pes_arab,0.4996,Give me the whole German Shepherd dog breed,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-44,Which cities does the Weser flow through?,0.1586,3,backtranslation_fra_latn,0.2455,Which cities do the Weser flow into,backtranslation_yue_hant,0.1727,Which city is Weser going through,backtranslation_zsm_latn,0.1701,Which city is Weser flowing through,,,,,,,,,,,,,,,,,,,,,
QALD2_te-45,Which countries are connected by the Rhine?,0.0775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-46,Which professional surfers were born on the Philippines?,0.0263,8,backtranslation_kor_hang,0.25,Who are the Filipino born professional surfers,backtranslation_tam_taml,0.125,What professional surfer was born in the Philippines,backtranslation_deu_latn,0.0833,What kind of professional surfers are born in the Philippines,backtranslation_pes_arab,0.0455,What professional surfers were born in the Philippines,backtranslation_rus_cyrl,0.0455,What professional surfers were born in the Philippines,backtranslation_yue_hant,0.0357,Who is a professional surfer born in the Philippines,backtranslation_swh_latn,0.0357,Where are the professional surfers born in the Philippines,backtranslation_fra_latn,0.0294,What kind of professional surfers were born in the Philippines,,,,,,
QALD2_te-48,In which UK city are the headquarters of the MI6?,0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-49,Which other weapons did the designer of the Uzi develop?,0.1325,6,backtranslation_pes_arab,0.3414,What other weapons did designer Uzi make,backtranslation_zsm_latn,0.262,Another weapon designed by Uzi,backtranslation_rus_cyrl,0.2256,What other weapons did Uzi design,backtranslation_tam_taml,0.1501,What other weapons did the designer of the Uzi create,backtranslation_fra_latn,0.1431,What other weapons did the designer of the Uzi develop,backtranslation_deu_latn,0.1431,What other weapons did the designer of the Uzi develop,,,,,,,,,,,,
QALD2_te-51,Give me all Frisian islands that belong to the Netherlands.,0.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-53,What is the ruling party in Lisbon?,0.0012,5,backtranslation_fra_latn,0.0222,What is the party in power in Lisbon,backtranslation_zsm_latn,0.0222,What party is in power in Lisbon,backtranslation_yue_hant,0.0127,What is the political party in Lisbon,backtranslation_rus_cyrl,0.0031,What party in Lisbon,backtranslation_pes_arab,0.0015,Who is the ruling party in Lisbon,,,,,,,,,,,,,,,
QALD2_te-55,Which Greek goddesses dwelt on Mount Olympus?,0.5342,1,backtranslation_zsm_latn,0.5885,Which Greek goddess lives on Mount Olympus,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-57,Give me the Apollo 14 astronauts.,0.2969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-58,What is the time zone of Salt Lake City?,0.0114,5,backtranslation_kor_hang,0.0176,What s the time zone in Salt Lake City,backtranslation_pes_arab,0.0176,What s the time zone in Salt Lake City,backtranslation_fra_latn,0.0176,What s the time zone in Salt Lake City,backtranslation_deu_latn,0.0176,What s the time zone of Salt Lake City,backtranslation_zsm_latn,0.0176,What s the time zone in Salt Lake City,,,,,,,,,,,,,,,
QALD2_te-59,Which U.S. states are in the same timezone as Utah?,0.0,4,backtranslation_kor_hang,0.0005,Which US states are in the same time zone as Utah,backtranslation_fra_latn,0.0005,Which US states are in the same time zone as Utah,backtranslation_zsm_latn,0.0004,Which state in the United States is in the same time zone as Utah,backtranslation_tam_taml,0.0002,Which states are in the same time zone as Utah,,,,,,,,,,,,,,,,,,
QALD2_te-60,Give me a list of all lakes in Denmark.,0.0008,1,backtranslation_tam_taml,0.0029,Give me a list of lakes in Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-63,Give me all Argentine films.,0.0016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-64,Give me all launch pads operated by NASA.,0.2323,1,backtranslation_kor_hang,0.2366,Give me every launching pad NASA has in use,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-65,Which instruments did John Lennon play?,0.0869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-66,Which ships were called after Benjamin Franklin?,0.0335,10,backtranslation_yue_hant,0.106,Which ship is named after Benjamin Franklin,backtranslation_kor_hang,0.106,Which ships are named after Benjamin Franklin,backtranslation_arb_arab,0.106,Which ship is named after Benjamin Franklin,backtranslation_rus_cyrl,0.106,Which ships are named after Benjamin Franklin,backtranslation_zsm_latn,0.106,Which ship is named after Benjamin Franklin,backtranslation_pes_arab,0.092,What ships are named after Benjamin Franklin,backtranslation_fra_latn,0.074,Which ships were named after Benjamin Franklin,backtranslation_deu_latn,0.074,Which ships were named after Benjamin Franklin,backtranslation_tam_taml,0.065,What ships were named after Benjamin Franklin,backtranslation_swh_latn,0.065,What ships were named after Benjamin Franklin
QALD2_te-67,Who are the parents of the wife of Juan Carlos I?,0.0227,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-72,In which U.S. state is Area 51 located?,0.0004,1,backtranslation_swh_latn,0.0005,In which U S  state is the   st District,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-75,Which daughters of British earls died in the same place they were born in?,0.0085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-76,List the children of Margaret Thatcher.,0.7119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-77,Who was called Scarface?,0.1,7,backtranslation_yue_hant,0.3114,Who is Scarface,backtranslation_kor_hang,0.3114,Who was Scarface,backtranslation_arb_arab,0.3114,Who was Scarface,backtranslation_fra_latn,0.3114,Who was Scarface,backtranslation_deu_latn,0.3114,Who was Scarface,backtranslation_rus_cyrl,0.1414,Who was Scarface s name,backtranslation_swh_latn,0.1414,Who was Scarface s name,,,,,,,,,
QALD2_te-80,Give me all books by William Goldman with more than 300 pages.,0.1807,8,backtranslation_pes_arab,0.2706,Give me all the books of William Goldman  over     pages,backtranslation_rus_cyrl,0.2706,Give me all the books by William Goldman over     pages,backtranslation_zsm_latn,0.2706,Give me all the books by William Goldman with over     pages,backtranslation_kor_hang,0.2542,Give me all of William Goldman s books  over     pages,backtranslation_arb_arab,0.2374,Give me all the books of William Goldman that are over     pages long,backtranslation_yue_hant,0.1898,Give me all the more than     pages of William Goldman books,backtranslation_fra_latn,0.1898,Give me all the books of William Goldman with more than     pages,backtranslation_deu_latn,0.1898,Give me all the books by William Goldman with more than     pages,,,,,,
QALD2_te-81,Which books by Kerouac were published by Viking Press?,0.5374,3,backtranslation_kor_hang,0.6107,What books of Kerouac were published by Viking Press,backtranslation_deu_latn,0.6107,What books by Kerouac were published by Viking Press,backtranslation_swh_latn,0.6107,What books of Kerouac were published by Viking Press,,,,,,,,,,,,,,,,,,,,,
QALD2_te-82,Give me a list of all American inventions.,0.0005,2,backtranslation_kor_hang,0.0023,Give me a list of American inventions,backtranslation_tam_taml,0.0023,Give me a list of American inventions,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-84,Who created the comic Captain America?,0.0422,4,backtranslation_kor_hang,0.0622,Who made the comic Captain America,backtranslation_arb_arab,0.0602,Who created the comic book Captain America,backtranslation_fra_latn,0.0602,Who created the Captain America comic book,backtranslation_deu_latn,0.0602,Who created the comic book Captain America,,,,,,,,,,,,,,,,,,
QALD2_te-86,What is the largest city in Australia?,0.0258,1,backtranslation_deu_latn,0.2189,Which city is the largest in Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-87,Who composed the music for Harold and Maude?,0.1678,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-88,Which films starring Clint Eastwood did he direct himself?,0.4992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-89,In which city was the former Dutch queen Juliana buried?,0.2,3,backtranslation_fra_latn,0.5,In what city was the former Dutch Queen Juliana buried,backtranslation_zsm_latn,0.5,Where is the former Dutch queen Juliana buried,backtranslation_swh_latn,0.25,In what city was the former Queen Juliana of the Netherlands buried,,,,,,,,,,,,,,,,,,,,,
QALD2_te-90,Where is the residence of the prime minister of Spain?,0.3929,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-91,Which U.S. State has the abbreviation MN?,0.0445,2,backtranslation_fra_latn,0.1206,Which US state has the abbreviation MN,backtranslation_kor_hang,0.0558,In which state in the United States is MN abbreviated,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-92,Show me all songs from Bruce Springsteen released between 1980 and 1990.,0.107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-93,Which movies did Sam Raimi direct after Army of Darkness?,0.4698,7,backtranslation_arb_arab,0.5386,What movies did Sam Raimi direct after Dark Army,backtranslation_fra_latn,0.5386,What movies did Sam Raimi direct after Army of Darkness,backtranslation_rus_cyrl,0.5386,What movies did Sam Raimi direct after the Army of Darkness,backtranslation_swh_latn,0.5386,What movies did Sam Raimi direct after the Army of Darkness,backtranslation_tam_taml,0.5153,What movies did Sam Raimi direct after the Army went dark,backtranslation_deu_latn,0.4855,What movies did Sam Raimi direct at Army of Darkness,backtranslation_zsm_latn,0.4736,Which movie was directed by Sam Raimi after Army of Darkness,,,,,,,,,
QALD2_te-95,Who wrote the lyrics for the Polish national anthem?,0.0278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-97,Who painted The Storm on the Sea of Galilee?,0.3135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-98,Which country does the creator of Miffy come from?,0.3704,3,backtranslation_fra_latn,0.4286,What country is Miffy s creator from,backtranslation_deu_latn,0.4286,What country is Miffy s creator from,backtranslation_rus_cyrl,0.4286,What country is Miffy s creator from,,,,,,,,,,,,,,,,,,,,,
QALD2_te-99,For which label did Elvis record his first album?,0.0189,1,backtranslation_yue_hant,0.0191,For which record label did Elvis record his first album,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-100,Who produces Orangina?,0.4737,1,backtranslation_tam_taml,0.6202,Who is the maker of Orangina,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-1,Give me all female Russian astronauts.,0.2349,1,backtranslation_kor_hang,0.2743,Call all the Russian women astronauts,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-3,Who is the daughter of Bill Clinton married to?,0.0041,7,backtranslation_yue_hant,0.0068,Who married Bill Clinton s daughter,backtranslation_fra_latn,0.0068,Who is Bill Clinton s daughter married to,backtranslation_deu_latn,0.0068,Who is Bill Clinton s daughter married to,backtranslation_zsm_latn,0.0068,Who is Bill Clinton s daughter married to,backtranslation_tam_taml,0.0068,Who married Bill Clinton s daughter,backtranslation_swh_latn,0.0068,Who is Bill Clinton s daughter married to,backtranslation_arb_arab,0.0067,Who s Bill Clinton s married daughter,,,,,,,,,
QALD2_tr-4,Which river does the Brooklyn Bridge cross?,0.08,2,backtranslation_arb_arab,0.1526,Which river crosses the Brooklyn Bridge,backtranslation_zsm_latn,0.1297,Which river is the Brooklyn Bridge,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-6,Where did Abraham Lincoln die?,0.0176,1,backtranslation_tam_taml,0.0604,Abraham Lincoln died in what place,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-8,Which states of Germany are governed by the Social Democratic Party?,0.0651,5,backtranslation_yue_hant,0.1055,Which state in Germany is ruled by the Social Democratic Party,backtranslation_kor_hang,0.1055,Which states in Germany are ruled by the Social Democratic Party,backtranslation_arb_arab,0.1055,Which states of Germany are ruled by the Social Democratic Party,backtranslation_fra_latn,0.1055,Which states in Germany are ruled by the Social Democratic Party,backtranslation_tam_taml,0.1055,Which states of Germany are ruled by the Social Democratic Party,,,,,,,,,,,,,,,
QALD2_tr-9,Which U.S. states possess gold minerals?,0.0163,4,backtranslation_arb_arab,0.0391,Which US states have gold minerals,backtranslation_zsm_latn,0.0357,Which country in the United States has gold minerals,backtranslation_kor_hang,0.0295,Which US states have gold mines,backtranslation_fra_latn,0.0204,Which states own gold minerals,,,,,,,,,,,,,,,,,,
QALD2_tr-10,In which country does the Nile start?,0.0022,7,backtranslation_deu_latn,0.0144,Which country is the beginning of the Nile,backtranslation_tam_taml,0.007,What country does the Nile begin in,backtranslation_swh_latn,0.0068,From what country does the Nile begin,backtranslation_kor_hang,0.0059,Which country does the Nile River start in,backtranslation_yue_hant,0.0057,From which country does the Nile begin,backtranslation_arb_arab,0.0052,In which country does the Nile begin,backtranslation_pes_arab,0.0052,In which country does the Nile begin,,,,,,,,,
QALD2_tr-11,Which countries have places with more than two caves?,0.0224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-13,Which classis does the Millepede belong to?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-15,Who created Goofy?,0.1229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-16,Give me the capitals of all countries in Africa.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-17,Give me all cities in New Jersey with more than 100000 inhabitants.,0.0056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
