qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
INEX_LD-2012381,movie directors directed a block buster,0.1165,INEX_LD-2012381,The director  the director  the director  they did a great movie,0.0,INEX_LD-2012381,The filmmakers made blockbusters,0.0011,INEX_LD-2012381,Film directors who directed a film,0.0,INEX_LD-2012381,The filmmakers directed a great movie,0.0,INEX_LD-2012381,film directors who made a blockbuster,0.0009,INEX_LD-2012381,Filmmakers were shooting a blockbuster,0.0009,INEX_LD-2012381,The film director   the blockbuster director,0.0033,INEX_LD-2012381,The director directed the blockbuster,0.0003,INEX_LD-2012381,A blockbuster directed by film directors,0.0003,INEX_LD-2012381,film directors directing blockbuster,0.0003
INEX_LD-2012383,famous computer scientists disappeared at sea,1.0,INEX_LD-2012383,A famous computer scientist disappeared into the sea,1.0,INEX_LD-2012383,Famous computer scientists disappeared from the ocean,1.0,INEX_LD-2012383,Famous computer scientists disappeared into the sea,1.0,INEX_LD-2012383,Famous computer scientists disappeared in the sea,1.0,INEX_LD-2012383,Famous computer scientists have disappeared in the sea,1.0,INEX_LD-2012383,Famous computer scientists disappeared at sea,1.0,INEX_LD-2012383,Famous computer scientists disappeared in the sea,1.0,INEX_LD-2012383,A famous computer scientist disappeared in the sea,1.0,INEX_LD-2012383,The world s most famous computer scientists disappeared into the sea,1.0,INEX_LD-2012383,famous computer scientists lost in the sea,1.0
INEX_LD-2012385,famous politicians vegetarians,0.1323,INEX_LD-2012385,He was a famous politician  a vegetarian,0.1691,INEX_LD-2012385,A famous politician  a vegetarian,0.1323,INEX_LD-2012385,Famous vegetarian politicians,0.1323,INEX_LD-2012385,Famous politicians are vegetarians,0.1323,INEX_LD-2012385,famous vegetarian politicians,0.1323,INEX_LD-2012385,famous politician  vegetarian,0.1323,INEX_LD-2012385,well known vegetarian politicians,0.0524,INEX_LD-2012385,famous vegetarian politician,0.1323,INEX_LD-2012385,The first is the fact that the world is full of vegetarians,0.0027,INEX_LD-2012385,famous politicians and vegetarians,0.1323
INEX_LD-2012387,famous river confluence dam constructed,0.1502,INEX_LD-2012387,The famous river watershed is built,0.0002,INEX_LD-2012387,The famous river junction,0.0,INEX_LD-2012387,The famous River Sharing Dam,0.0082,INEX_LD-2012387,The famous River Confluence Dam is built,0.0701,INEX_LD-2012387,built a famous river confluence dam,0.0701,INEX_LD-2012387,famous river contact dam built,0.0047,INEX_LD-2012387,The famous river merger dam is built,0.0021,INEX_LD-2012387,The famous river junction dam was built,0.0029,INEX_LD-2012387,The famous river entrance dam was built,0.0017,INEX_LD-2012387,famous riverfront building,0.0
INEX_LD-2012389,frequently visited sharks gulf Indian Ocean,0.1503,INEX_LD-2012389,Common fish in the Gulf of Mexico and the Indian Ocean,0.0217,INEX_LD-2012389,The most frequent shark is the Indian Ocean,0.0692,INEX_LD-2012389,Sharks you frequent in the Indian Ocean,0.0651,INEX_LD-2012389,Repeated shark in the Indian Ocean,0.1374,INEX_LD-2012389,Sharks frequently visited in the Indian Ocean,0.05,INEX_LD-2012389,Common Sharks in the Indian Ocean,0.2468,INEX_LD-2012389,The most frequently visited shark of the Indian Ocean,0.0509,INEX_LD-2012389,A frequent visitor to the Indian Ocean,0.0,INEX_LD-2012389,The most frequented sharks are the Indian Ocean Gulf,0.174,INEX_LD-2012389,frequent visits to the Indian Ocean,0.0
INEX_LD-2012390,baseball player most homeruns national league,0.0856,INEX_LD-2012390,Baseball players are the most dominant players in the National League,0.0808,INEX_LD-2012390,Most home runs in baseball,0.128,INEX_LD-2012390,Baseball player most of the home runs of the National League,0.3064,INEX_LD-2012390,The biggest loser in the NFL,0.0,INEX_LD-2012390,Most home runs by a baseball player in the National League,0.3064,INEX_LD-2012390,Baseball player with the most home runs in the National League,0.3064,INEX_LD-2012390,Major league baseball player with the most home runs,0.2409,INEX_LD-2012390,National football league basketball player,0.0,INEX_LD-2012390,National League Baseball player with most home runs,0.3064,INEX_LD-2012390,baseball player home runs most national league,0.3064
INEX_XER-60,olympic classes dinghy sailing,0.2831,INEX_XER-60,Olympic class sailing,0.1434,INEX_XER-60,Sailing on the Olympic team,0.0661,INEX_XER-60,The Olympic boat race,0.0027,INEX_XER-60,Olympic rowing classes,0.0001,INEX_XER-60,Olympic classes by boat,0.0611,INEX_XER-60,Olympic class sailing,0.1434,INEX_XER-60,Olympic classes of boat swimming,0.0499,INEX_XER-60,Olympic class sailing,0.1434,INEX_XER-60,Olympic class boatloading,0.028,INEX_XER-60,Olympic sailing competition,0.0539
INEX_XER-62,Neil Gaiman novels,0.83,INEX_XER-62,The novel by Neil Gaiman,0.83,INEX_XER-62,The novel by Neil Gaiman,0.83,INEX_XER-62,The novels of Neil Gaiman,0.83,INEX_XER-62,The novels of Neil Gaiman,0.83,INEX_XER-62,The novels by Neil Gaiman,0.83,INEX_XER-62,The novels by Neil Gaiman,0.83,INEX_XER-62,The novel by Neil Gaiman,0.83,INEX_XER-62,Novel by Neil Gaiman,0.83,INEX_XER-62,The novels of Neil Cayman,0.1542,INEX_XER-62,Books by Neil Gaiman,0.4683
INEX_XER-63,Hugo awarded best novels,0.4165,INEX_XER-63,Awarded Best Novel,0.0981,INEX_XER-63,Hugo Award for Best Novel,0.4165,INEX_XER-63,The Hugo Award for Best Novel,0.4165,INEX_XER-63,The Hugo Award for Best Novel,0.4165,INEX_XER-63,Hugo Award for Best Novel,0.4165,INEX_XER-63,Hugo Award winner for best novel,0.2724,INEX_XER-63,Hugo Award for Best Novel,0.4165,INEX_XER-63,Hugo awarded best novel,0.4165,INEX_XER-63,The Hugo Award for Best Novel,0.4165,INEX_XER-63,Hugo award for best novel,0.4165
INEX_XER-64,Alan Moore graphic novels adapted to film,0.5863,INEX_XER-64,Alan Moore s graphic novel was made into a movie,0.5761,INEX_XER-64,Alan Moore s graphic novel adapted from the movie,0.6167,INEX_XER-64,Alan Moore s graphic novels are being made into a movie,0.5764,INEX_XER-64,Alan Moore s graphic novels adapted for the screen,0.5236,INEX_XER-64,Alan Moore s graphic novels adapted for the screen,0.5236,INEX_XER-64,Alan Moore graphic novels adapted for the film,0.5863,INEX_XER-64,Alan Moore s graphic novels adapted for the film,0.5887,INEX_XER-64,Alan Moore s graphic novel adapted for film,0.5887,INEX_XER-64,Alan Moore s graphic novels adapted for film,0.5887,INEX_XER-64,Alan Moore graphic novels related to film,0.6163
INEX_XER-65,Pacific navigators Australia explorers,0.2712,INEX_XER-65,Pacific sailors  Australian explorers,0.05,INEX_XER-65,Pacific sailor  Australian explorer,0.05,INEX_XER-65,The Pacific sailors are exploring Australia,0.1673,INEX_XER-65,Pacific voyages to Australia by explorers,0.232,INEX_XER-65,Pacific navigators Australia explorers,0.2712,INEX_XER-65,Pacific navigators Australia,0.0509,INEX_XER-65,Pacific navigators Australia explorers,0.2712,INEX_XER-65,Pacific sailor Australian sailor,0.0001,INEX_XER-65,The Pacific Fleet Australia explorers,0.0333,INEX_XER-65,Pacific activists in Australia,0.0
INEX_XER-67,Ferris and observation wheels,0.7469,INEX_XER-67,Cars and sightseeing cars,0.0,INEX_XER-67,Lee and the observation wheel,0.2043,INEX_XER-67,The cars and the surveillance wheels,0.0047,INEX_XER-67,Wheels and wheels,0.1229,INEX_XER-67,Ferries and observation wheels,0.7469,INEX_XER-67,Ferris wheels and observation wheels,0.8172,INEX_XER-67,Watching wheel and wheel,0.0779,INEX_XER-67,Ferry and observation wheel,0.7469,INEX_XER-67,Bears and Watching Wheels,0.0032,INEX_XER-67,Ferries and scouting wheels,0.7834
INEX_XER-72,films shot in Venice,0.3334,INEX_XER-72,The Venice movies,0.0041,INEX_XER-72,A film shot in Venice,0.3334,INEX_XER-72,The movies that were shot in Venice,0.0954,INEX_XER-72,Films shot in Venice,0.3334,INEX_XER-72,films shot in Venice,0.3334,INEX_XER-72,Films shot in Venice,0.3334,INEX_XER-72,Films made in Venice,0.0448,INEX_XER-72,The film was shot in Venice,0.3334,INEX_XER-72,The film was shot in Venice,0.3334,INEX_XER-72,films made in Venice,0.0448
INEX_XER-73,magazines about indie-music,0.2396,INEX_XER-73,about the Indian music magazine,0.0082,INEX_XER-73,A magazine about indie music,0.2396,INEX_XER-73,Indian music magazines,0.0259,INEX_XER-73,Indian music magazines,0.0259,INEX_XER-73,magazines on independent music,0.0915,INEX_XER-73,Indian music magazines,0.0259,INEX_XER-73,The magazine on indie music,0.4036,INEX_XER-73,about indie music,0.0384,INEX_XER-73,The magazine in Indie music,0.4036,INEX_XER-73,magazines about indie music,0.2396
INEX_XER-74,circus mammals,0.0488,INEX_XER-74,Horse animals,0.0,INEX_XER-74,Circus mammals,0.0488,INEX_XER-74,The circus mammals,0.0488,INEX_XER-74,The circus mammals,0.0488,INEX_XER-74,other animals,0.0,INEX_XER-74,Animals of the circus,0.0003,INEX_XER-74,The circus mammals,0.0488,INEX_XER-74,Circus mammals,0.0488,INEX_XER-74,Circus mammals,0.0488,INEX_XER-74,drug animals,0.0
INEX_XER-79,Works by Charles Rennie Mackintosh,0.6993,INEX_XER-79,The work of Charles Rennie Macintosh,0.3025,INEX_XER-79,The work of Charles Ne Macintosh,0.0028,INEX_XER-79,The works of Charles Rennie McIntosh,0.2564,INEX_XER-79,The works of Charles Rennie Mackintosh,0.6993,INEX_XER-79,works by Charles Rennie Mackintosh,0.6993,INEX_XER-79,Works by Charles Rennie Mackintosh,0.6993,INEX_XER-79,The works of Charles Rennie Mackintosh,0.6993,INEX_XER-79,By Charles Rennie Mackintosh,0.8146,INEX_XER-79,The work of Charles Rennie MacIntosh,0.3025,INEX_XER-79,The works of Charles Rennie Mackintosh,0.6993
INEX_XER-81,Movies about English hooligans,0.2196,INEX_XER-81,A film about British mobsters,0.0,INEX_XER-81,British Holly and the movies,0.0,INEX_XER-81,Movies about English smugglers,0.0,INEX_XER-81,Films about English Hollows,0.0,INEX_XER-81,Films about English hooligans,0.5021,INEX_XER-81,Films about English hooligans,0.5021,INEX_XER-81,Films about English bullies,0.0,INEX_XER-81,A movie about an English hacker,0.0,INEX_XER-81,The English Hurricanes,0.0,INEX_XER-81,A film about British hooligans,0.5295
INEX_XER-86,List of countries in World War Two,0.0415,INEX_XER-86,List of countries from World War II,0.0825,INEX_XER-86,List of countries of World War II,0.0699,INEX_XER-86,List of countries in World War II,0.0699,INEX_XER-86,List of countries involved in World War II,0.0499,INEX_XER-86,List of countries of World War II,0.0699,INEX_XER-86,List of countries in World War II,0.0699,INEX_XER-86,List of countries in the Second World War,0.0363,INEX_XER-86,List of countries in World War II,0.0699,INEX_XER-86,List of countries involved in World War II,0.0499,INEX_XER-86,List of countries that participated in World War II,0.0597
INEX_XER-87,Axis powers of World War II,0.2731,INEX_XER-87,The Second World War was at its peak,0.0171,INEX_XER-87,The momentum of the Second World War,0.0032,INEX_XER-87,The Axis powers of World War II,0.2731,INEX_XER-87,The Axis powers of World War II,0.2731,INEX_XER-87,The Axis powers of World War II,0.2731,INEX_XER-87,The Axis powers of World War II,0.2731,INEX_XER-87,The Axis Powers of World War II,0.2731,INEX_XER-87,The Axis powers of World War II,0.2731,INEX_XER-87,The printing powers of World War II,0.0986,INEX_XER-87,States on the side of the axis of World War II,0.1818
INEX_XER-88,Nordic authors who are known for children's literature,0.0813,INEX_XER-88,Norwegian writer  known for children s literature,0.0525,INEX_XER-88,A Northern European writer known for his children s literature,0.0101,INEX_XER-88,Nordic authors known for children  s literature,0.0836,INEX_XER-88,Nordic writers known for children s literature,0.0549,INEX_XER-88,Nordic authors known for their children s literature,0.0836,INEX_XER-88,Nordic authors known for children s literature,0.0836,INEX_XER-88,Northern authors known for children s literature,0.0193,INEX_XER-88,Nordic writer known for children s literature,0.0549,INEX_XER-88,Nordic writers known for children s literature,0.0549,INEX_XER-88,Northern writers known for children s literature,0.0071
INEX_XER-91,Paul Auster novels,0.9085,INEX_XER-91,The novel by Paul Auster,0.9085,INEX_XER-91,The novel by Paul Auster,0.9085,INEX_XER-91,The novels of Paul Auster,0.9085,INEX_XER-91,The novels of Paul Oster,0.011,INEX_XER-91,Romance by Paul Auster,0.7476,INEX_XER-91,The novel is by Paul Auster,0.9085,INEX_XER-91,The Romance of Paul Oster,0.0001,INEX_XER-91,Novel by Paul Auster,0.9085,INEX_XER-91,The novels of Paul Auster,0.9085,INEX_XER-91,The books by Paul Auster,0.8477
INEX_XER-94,Hybrid cars sold in Europe,0.315,INEX_XER-94,Hybrid cars sold in Europe,0.315,INEX_XER-94,Hybrid cars sold in Europe,0.315,INEX_XER-94,Hybrid cars sold in Europe,0.315,INEX_XER-94,Hybrid cars sold in Europe,0.315,INEX_XER-94,Hybrid car sales in Europe,0.1947,INEX_XER-94,Hybrid vehicles sold in Europe,0.3387,INEX_XER-94,Hybrid cars sold in Europe,0.315,INEX_XER-94,Hybrid cars sold in Europe,0.315,INEX_XER-94,Hybrid vehicles sold in Europe,0.3387,INEX_XER-94,Electric vehicles for sale in Europe,0.0802
INEX_XER-95,Tom Hanks movies where he plays a leading role.,0.1686,INEX_XER-95,Tom Hanks plays the lead role in the movie,0.2283,INEX_XER-95,It s a movie directed by Tom S,0.0001,INEX_XER-95,Tom Hanks films where he plays the lead role,0.2186,INEX_XER-95,Tom Hanks in the movies he plays,0.2938,INEX_XER-95,Tom Hanks plays a leading role in movies,0.2283,INEX_XER-95,Tom Hanks movies where he plays a leading role,0.1686,INEX_XER-95,Tom Hanks in the movies where he plays the lead,0.249,INEX_XER-95,Tom Hanks film in which he plays the lead role,0.2131,INEX_XER-95,He plays a major role in Tom Hanks films,0.289,INEX_XER-95,Tom Hanks film where he plays the lead role,0.2186
INEX_XER-96,Pure object-oriented programing languages,0.1598,INEX_XER-96,It s a pure object oriented programming language,0.1607,INEX_XER-96,Pure object oriented programming language,0.1598,INEX_XER-96,Targeted programming languages for things,0.0196,INEX_XER-96,Purely targeted programming languages,0.061,INEX_XER-96,Purely object oriented programming languages,0.1598,INEX_XER-96,Purely object oriented programming languages,0.1598,INEX_XER-96,Clean object oriented programming languages,0.1139,INEX_XER-96,Pure object oriented programming language,0.1598,INEX_XER-96,Pure object oriented programming languages,0.1598,INEX_XER-96,Programming languages of the body,0.1007
INEX_XER-97,Compilers that can compile both C and C++,0.3371,INEX_XER-97,Compatible with C and C    compatible with C    compatible with C    compatible with C,0.0083,INEX_XER-97,Compiler that can compile both C and C,0.3371,INEX_XER-97,The complexes that can combine both C and C,0.0027,INEX_XER-97,Compilers that can compile both C and C,0.3371,INEX_XER-97,Compiles capable of compiling both C and C,0.2816,INEX_XER-97,Compilers capable of compiling both C and C,0.2816,INEX_XER-97,Compilers that can compile both C and C,0.3371,INEX_XER-97,Compiler that can combine both C and C,0.1816,INEX_XER-97,C and C   compilers,0.3322,INEX_XER-97,Compilers that can compile both C and C,0.3371
INEX_XER-98,Makers of lawn tennis rackets,0.0624,INEX_XER-98,The manufacturer of the grass ball ball racks,0.0003,INEX_XER-98,We re a manufacturer of lawn tennis racquets,0.0948,INEX_XER-98,The tennis ball maker in the grass,0.0005,INEX_XER-98,The makers of lawn tennis rockets,0.0061,INEX_XER-98,Manufacturers of lawn tennis rackets,0.2219,INEX_XER-98,Manufacturers of lawn tennis rackets,0.2219,INEX_XER-98,Manufacturers of lawn tennis rockets,0.0868,INEX_XER-98,Manufacturer of lawn tennis rackets,0.2219,INEX_XER-98,The manufacturers of lawn tennis rackets,0.2219,INEX_XER-98,Manufacturers of lawn tennis rackets,0.2219
INEX_XER-99,Computer systems that have a recursive acronym for the name,0.4587,INEX_XER-99,Computer systems  the name is a recursive abbreviation,0.0758,INEX_XER-99,Computer system with the name s short for  re invention,0.0,INEX_XER-99,Computer systems that have a continuous abbreviation for name,0.0,INEX_XER-99,Computer systems that call names with a recurring acronym,0.0547,INEX_XER-99,Computer systems with a recursive acronym for the name,0.5031,INEX_XER-99,Computer systems having a recursive acronym for the name,0.4587,INEX_XER-99,Computer systems with a recursive acronym for the name,0.5031,INEX_XER-99,Computer systems with recursive acronyms for name,0.5031,INEX_XER-99,A review of computer systems with renamed encryption,0.0016,INEX_XER-99,Computer systems with a shortcut to record name,0.0001
INEX_XER-100,Operating systems to which Steve Jobs related,0.1735,INEX_XER-100,Steve Jobs s related operating system,0.2049,INEX_XER-100,Steve Jobs s related operating system,0.2049,INEX_XER-100,The operating systems Steve Jobs was connected to,0.2207,INEX_XER-100,The operating systems that Steve Jobs is associated with,0.3449,INEX_XER-100,Operating systems associated with Steve Jobs,0.3449,INEX_XER-100,Operating systems that Steve Jobs was connected to,0.2207,INEX_XER-100,The operating systems that Steve Jobs was connecting to,0.2207,INEX_XER-100,The operating system related to Steve Jobs,0.2376,INEX_XER-100,Steve Jobs related operating systems,0.2376,INEX_XER-100,Operating systems that Steve Jobs was involved in,0.2929
INEX_XER-106,Noble english person from the Hundred Years' War,0.182,INEX_XER-106,The English nobility of the Hundred Years  War,0.1348,INEX_XER-106,The English nobility of the Hundred Years  War,0.1348,INEX_XER-106,A noble Englishman from the Hundred Years War,0.0701,INEX_XER-106,A great Englishman from the Hundred Years  War,0.0073,INEX_XER-106,A British nobleman from the Hundred Years  War,0.0471,INEX_XER-106,A noble Englishman from the Hundred Years  War,0.0701,INEX_XER-106,A noble Englishman from the Hundred Years War,0.0701,INEX_XER-106,The English nobleman of the Hundred Years  War,0.1266,INEX_XER-106,The British from the Hundred Years  War,0.0294,INEX_XER-106,An Englishman from the Hundred Years  War,0.0154
INEX_XER-108,State capitals of the United States of America,0.0076,INEX_XER-108,All of the states in the United States,0.0,INEX_XER-108,The capital of the United States of America,0.0151,INEX_XER-108,The capitals of the United States of America,0.0151,INEX_XER-108,Capital cities of the United States,0.1605,INEX_XER-108,Capital cities of the United States of America,0.1037,INEX_XER-108,Capital cities of the United States of America,0.1037,INEX_XER-108,Capital cities of the United States of America,0.1037,INEX_XER-108,Capital of the United States,0.0198,INEX_XER-108,The capitals of the United States,0.0198,INEX_XER-108,The capital of the United States,0.0198
INEX_XER-109,National capitals situated on islands,0.0118,INEX_XER-109,The capital of the island nation,0.0238,INEX_XER-109,The national capital is located on the island,0.0159,INEX_XER-109,National capitals on the islands,0.0238,INEX_XER-109,National capitals on the islands,0.0238,INEX_XER-109,National capitals located on islands,0.0159,INEX_XER-109,Capital cities located on islands,0.0181,INEX_XER-109,National capitals located on the islands,0.0159,INEX_XER-109,The capital of the island nation,0.0238,INEX_XER-109,National capitals located on the islands,0.0159,INEX_XER-109,The capital of the island nation,0.0238
INEX_XER-110,Nobel Prize in Literature winners who were also poets,0.1217,INEX_XER-110,Nobel Prize winner and poet,0.1068,INEX_XER-110,Nobel Prize winner in literature  also poet,0.1486,INEX_XER-110,Nobel Prize winners for literature who were also poets,0.1217,INEX_XER-110,Nobel Prize winners who were also poets,0.074,INEX_XER-110,Nobel Prize in Literature who were also poets,0.1391,INEX_XER-110,Nobel Prize winners for Literature who were also poets,0.1217,INEX_XER-110,Nobel Prize winners in literature who were also poets,0.1217,INEX_XER-110,Nobel Prize winner in Literature who was also a poet,0.1392,INEX_XER-110,The Nobel Prize in Literature was awarded to Nobel Prize winning poets,0.1132,INEX_XER-110,Nobel Prize winners who were also poets,0.074
INEX_XER-113,Formula 1 drivers that won the Monaco Grand Prix,0.2154,INEX_XER-113,The Monaco Grand Prix F  racer,0.1004,INEX_XER-113,Formula One driver who won the Monaco Grand Prix,0.1972,INEX_XER-113,The Formula One drivers who won the Monaco Grand Prix,0.1972,INEX_XER-113,Formula One drivers who won the Monaco Grand Prix,0.1972,INEX_XER-113,Formula One drivers who won the Monaco Grand Prix,0.1972,INEX_XER-113,Formula One drivers who have won the Monaco Grand Prix,0.2265,INEX_XER-113,Formula One drivers who won the Monaco Grand Prix,0.1972,INEX_XER-113,Formula One driver who won the Monaco Grand Prix,0.1972,INEX_XER-113,Formula   drivers who won the Monaco Grand Prix,0.1902,INEX_XER-113,Formula   drivers who won the Monaco Grand Prix,0.1902
INEX_XER-114,Formula one races in Europe,0.3308,INEX_XER-114,The European Formula One race,0.3068,INEX_XER-114,The European Formula One race,0.3068,INEX_XER-114,Formula One races in Europe,0.3308,INEX_XER-114,Formula One races in Europe,0.3308,INEX_XER-114,Formula   racing in Europe,0.0535,INEX_XER-114,Formula     racing in Europe,0.0535,INEX_XER-114,Formula   in Europe,0.0478,INEX_XER-114,The Formula One Race in Europe,0.3308,INEX_XER-114,Formula   races in Europe,0.0535,INEX_XER-114,The European Formula   competition,0.0318
INEX_XER-115,Formula One World Constructors' Champions,0.3121,INEX_XER-115,The foxville world champion,0.0005,INEX_XER-115,Formula One World Champion Builder,0.1878,INEX_XER-115,The Formula One World Building Championship,0.1618,INEX_XER-115,Formula One champions of the building,0.1786,INEX_XER-115,Formula One world champion,0.192,INEX_XER-115,Formula One world champion,0.192,INEX_XER-115,Formula   world champions,0.1401,INEX_XER-115,Formula One world champion,0.192,INEX_XER-115,Formula One World Architects,0.162,INEX_XER-115,World Formula One Competition,0.1411
INEX_XER-116,Italian nobel prize winners,0.2519,INEX_XER-116,Italy is the winner of the Nobel Prize,0.2183,INEX_XER-116,Italian Nobel laureate,0.6326,INEX_XER-116,The Italian Nobel Prize winners,0.2519,INEX_XER-116,Italian Nobel laureates,0.6326,INEX_XER-116,Italian Nobel Prize,0.5638,INEX_XER-116,Italian Nobel laureates,0.6326,INEX_XER-116,Italian Nobel Prize winners,0.2519,INEX_XER-116,Italian Nobel Prize winner,0.2519,INEX_XER-116,The Italian Nobel Prize winners,0.2519,INEX_XER-116,Italian Nobel laureates,0.6326
INEX_XER-117,Musicians who appeared in the Blues Brothers movies,0.1789,INEX_XER-117,The musicians in the Blue Brothers movies,0.2654,INEX_XER-117,He was a musician in the Blues Brothers,0.1895,INEX_XER-117,Musicians who have appeared in the Brothers Blues movies,0.1494,INEX_XER-117,Musicians who appeared in Brother Blues movies,0.1789,INEX_XER-117,Musicians who have starred in the Blues Brothers films,0.1801,INEX_XER-117,Musicians who have appeared in the Blues Brothers films,0.1563,INEX_XER-117,Musicians who appeared in the Blues Brothers films,0.1888,INEX_XER-117,Musicians who appeared in the Blues Brothers films,0.1888,INEX_XER-117,The musicians who appeared in the Blues Brothers films,0.1888,INEX_XER-117,Musicians who appeared in the Blues Brothers films,0.1888
INEX_XER-118,French car models in 1960's,0.0396,INEX_XER-118,French model of the     s,0.0002,INEX_XER-118,French car model of the     s,0.0074,INEX_XER-118,French car models of the     s,0.0074,INEX_XER-118,French car models in the      s,0.0074,INEX_XER-118,French car models in the     s,0.0074,INEX_XER-118,French car models in the     s,0.0074,INEX_XER-118,French model cars in the     s,0.0074,INEX_XER-118,French car model in the     s,0.0074,INEX_XER-118,French car models in the      s,0.0074,INEX_XER-118,French car models in the      s,0.0074
INEX_XER-119,Swiss cantons where they speak German,0.169,INEX_XER-119,Swiss states where German is spoken,0.0783,INEX_XER-119,German speaking cantons of Switzerland,0.2158,INEX_XER-119,Swiss Mantonese where they speak German,0.0539,INEX_XER-119,Swiss cantons that speak German,0.1857,INEX_XER-119,Swiss cantons where German is spoken,0.2178,INEX_XER-119,Swiss cantons where German is spoken,0.2178,INEX_XER-119,Swiss cantons where German is spoken,0.2178,INEX_XER-119,Canton of Switzerland where they speak German,0.1784,INEX_XER-119,The German speaking Swiss cantons,0.1857,INEX_XER-119,Swiss German speaking centers,0.0395
INEX_XER-121,US presidents since 1960,0.0783,INEX_XER-121,President of the United States in,0.1199,INEX_XER-121,President of the United States since,0.1062,INEX_XER-121,Presidents of the United States since,0.1062,INEX_XER-121,President of the United States since,0.1062,INEX_XER-121,Presidents of the United States since,0.1062,INEX_XER-121,President of the United States since,0.1062,INEX_XER-121,President of the United States since,0.1062,INEX_XER-121,President of the United States since,0.1062,INEX_XER-121,Presidents of the United States since,0.1062,INEX_XER-121,President of the United States since,0.1062
INEX_XER-122,Movies with eight or more Academy Awards,0.0316,INEX_XER-122,  or more Oscars,0.0,INEX_XER-122,More than eight Academy Awards,0.005,INEX_XER-122,Movies that have won eight or more Academy Awards,0.1234,INEX_XER-122,Films that have won eight or more Academy Awards,0.0945,INEX_XER-122,Movies with eight or more Academy Awards,0.0316,INEX_XER-122,Movies with eight or more Academy Awards,0.0316,INEX_XER-122,Movies with eight or more Oscars,0.0007,INEX_XER-122,Films with eight or more Academy Awards,0.0422,INEX_XER-122,The film won eight or more Academy Awards,0.1424,INEX_XER-122,Movies with eight or more Academy Awards,0.0316
INEX_XER-123,FIFA world cup national team winners since 1974,0.1436,INEX_XER-123,The national team that has won the FIFA World Cup since,0.1464,INEX_XER-123,National team winner of the FIFA World Cup since,0.0966,INEX_XER-123,National team winner of the FIFA World Cup since,0.0966,INEX_XER-123,The winners of the FIFA World Cup since,0.0939,INEX_XER-123,FIFA World Cup championships since,0.0226,INEX_XER-123,FIFA World Cup since,0.0499,INEX_XER-123,Winners of the world cup since,0.0411,INEX_XER-123,National team winner of the FIFA World Cup since,0.0966,INEX_XER-123,National team winners of the FIFA World Cup since,0.0966,INEX_XER-123,Winners of the national team of the FIFA World Cup since,0.0966
INEX_XER-124,Novels that won the Booker Prize,0.5641,INEX_XER-124,Booker Prize winning novel,0.4211,INEX_XER-124,Booker Prize winning novel,0.4211,INEX_XER-124,Novels that won the Booker Prize,0.5641,INEX_XER-124,The novels that won the Booker Prize,0.5641,INEX_XER-124,Romans who won the Booker Prize,0.4089,INEX_XER-124,Novels that won the Booker Prize,0.5641,INEX_XER-124,Novels that won the Booker Prize,0.5641,INEX_XER-124,Booker Prize winning novel,0.4211,INEX_XER-124,Booker Prize winning novels,0.4211,INEX_XER-124,Books that won the Booker Prize,0.391
INEX_XER-125,countries which have won the FIFA world cup,0.1566,INEX_XER-125,The country that won the World Cup,0.0666,INEX_XER-125,The country that won the FIFA World Cup,0.1657,INEX_XER-125,Countries that have won the FIFA World Cup,0.1758,INEX_XER-125,FIFA World Cup winners,0.0619,INEX_XER-125,countries that have won the FIFA World Cup,0.1758,INEX_XER-125,Countries that have won the FIFA World Cup,0.1758,INEX_XER-125,countries that have won the World Cup,0.0829,INEX_XER-125,countries that have won the FIFA World Cup,0.1758,INEX_XER-125,FIFA World Cup winners,0.0619,INEX_XER-125,countries that have won the FIFA World Cup,0.1758
INEX_XER-126,toy train manufacturers that are still in business,0.1714,INEX_XER-126,Toy train manufacturers are still producing,0.2073,INEX_XER-126,Toys train manufacturer still in business,0.1714,INEX_XER-126,The toy train manufacturers still in operation,0.17,INEX_XER-126,Toys train manufacturers still operating,0.17,INEX_XER-126,manufacturers of toy trains that are still in operation,0.17,INEX_XER-126,Manufacturers of toys and accessories still in operation,0.0611,INEX_XER-126,manufacturers of toy trains that are still in operation,0.17,INEX_XER-126,manufacturers of toy cars still operating,0.0228,INEX_XER-126,Toy train manufacturers still in business,0.1714,INEX_XER-126,manufacturers of sports trains that are still in business,0.0082
