qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
INEX_XER-132,living nordic classical composers,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-133,EU countries,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-134,record-breaking sprinters in male 100-meter sprints,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-135,professional baseball team in Japan,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-136,Japanese players in Major League Baseball,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-138,National Parks East Coast Canada US,0.5,3,backtranslation_kor_hang,1.0,National Park on the east coast of Canada,backtranslation_rus_cyrl,1.0,National parks of the Eastern coast of Canada,backtranslation_swh_latn,1.0,National Parks on the East Coast of Canada,,,,,,,,,,,,,,,,,,,,,
INEX_XER-139,Films directed by Akira Kurosawa,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-140,Airports in Germany,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-141,Universities in Catalunya,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-143,Hanseatic league in Germany in the Netherlands Circle,0.1667,3,backtranslation_rus_cyrl,0.25,The Hanseatic League in Germany in the Netherlands,backtranslation_tam_taml,0.25,The Hanseatic League in Germany in the Netherlands,backtranslation_yue_hant,0.2,The German Hanseatic League  the Dutch Circuit,,,,,,,,,,,,,,,,,,,,,
INEX_XER-144,chess world champions,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-147,Chemical elements that are named after people,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-1,Which German cities have more than 250000 inhabitants?,0.0714,10,backtranslation_yue_hant,1.0,Which city in Germany has more than         people,backtranslation_zsm_latn,1.0,Which city in Germany has more than        inhabitants,backtranslation_pes_arab,0.5,Which German cities have a population of more than,backtranslation_swh_latn,0.5,What cities in Germany have more than         inhabitants,backtranslation_fra_latn,0.3333,Which German cities have more than         inhabitants,backtranslation_kor_hang,0.25,Are German cities cities with a population of over,backtranslation_arb_arab,0.1667,What German city has more than         inhabitants,backtranslation_deu_latn,0.125,What German cities have more than         inhabitants,backtranslation_rus_cyrl,0.125,What German cities have more than         inhabitants,backtranslation_tam_taml,0.125,What German cities have more than         inhabitants
QALD2_te-2,Who was the successor of John F. Kennedy?,0.0556,8,backtranslation_tam_taml,0.1,Who is next to John F  Kennedy,backtranslation_kor_hang,0.0769,Who was John F  Kennedy s successor,backtranslation_arb_arab,0.0769,Who was John F  Kennedy s successor,backtranslation_pes_arab,0.0769,Who was John F  Kennedy s successor,backtranslation_fra_latn,0.0769,Who was John F  Kennedy s successor,backtranslation_deu_latn,0.0769,Who was John F  Kennedy s successor,backtranslation_rus_cyrl,0.0769,Who was John F  Kennedy s successor,backtranslation_swh_latn,0.0769,Who was John F  Kennedy s successor,,,,,,
QALD2_te-3,Who is the mayor of Berlin?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-5,What is the second highest mountain on Earth?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-6,Give me all professional skateboarders from Sweden.,0.2,3,backtranslation_yue_hant,1.0,To all the professional skateboarders from Sweden,backtranslation_kor_hang,0.5,Give me all the Swedish professional skateboards,backtranslation_pes_arab,0.5,Give me all the Swedish professional skateboards,,,,,,,,,,,,,,,,,,,,,
QALD2_te-8,To which countries does the Himalayan mountain system extend?,0.3333,7,backtranslation_yue_hant,1.0,Which country is the Himalayas,backtranslation_kor_hang,1.0,What country is the Himalayan Range,backtranslation_pes_arab,1.0,To what countries does the Himalayas extend,backtranslation_deu_latn,1.0,What countries are the Himalayan mountain range extending into,backtranslation_rus_cyrl,1.0,What countries are the Himalayan mountain range extending into,backtranslation_tam_taml,1.0,What countries have Himalayan mountains,backtranslation_fra_latn,0.5,In what countries is the Himalayan mountain system extended,,,,,,,,,
QALD2_te-9,Give me a list of all trumpet players that were bandleaders.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-11,Who is the Formula 1 race driver with the most races?,0.0204,8,backtranslation_kor_hang,0.0333,Who s the Formula One driver with the most races,backtranslation_arb_arab,0.0333,Who s the Formula One driver with the most races,backtranslation_fra_latn,0.0333,Who s the most raced Formula One driver,backtranslation_deu_latn,0.0333,Who s the Formula One driver with the most races,backtranslation_zsm_latn,0.0333,Who s the most racing Formula One driver,backtranslation_pes_arab,0.0244,Who s the most competitive Formula One driver,backtranslation_tam_taml,0.0244,Who is the most successful Formula   driver,backtranslation_rus_cyrl,0.0227,Who s the most successful Formula One driver,,,,,,
QALD2_te-12,Give me all world heritage sites designated within the past five years.,0.5,2,backtranslation_deu_latn,1.0,Give me all the world heritage sites that have been exhibited in the last five years,backtranslation_tam_taml,1.0,Give me everything that has been declared World Heritage Sites in the last five years,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-13,Who is the youngest player in the Premier League?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-14,Give me all members of Prodigy.,0.0417,1,backtranslation_zsm_latn,0.05,Give it to all the Prodigy members,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-15,What is the longest river?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-17,Give me all cars that are produced in Germany.,0.0769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-19,Give me all people that were born in Vienna and died in Berlin.,0.0192,1,backtranslation_yue_hant,0.0286,To all of me who were born in Vienna and died in Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-21,What is the capital of Canada?,0.0149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-22,Who is the governor of Texas?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-24,Who was the father of Queen Elizabeth II?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-25,Which U.S. state has been admitted latest?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-27,Sean Parnell is the governor of which U.S. state?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-28,Give me all movies directed by Francis Ford Coppola.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-29,Give me all actors starring in movies directed by and starring William Shatner.,0.5,1,backtranslation_zsm_latn,1.0,Give me all the actors who starred in the films directed by and starring William Shatner,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-31,Give me all current Methodist national leaders.,0.1111,1,backtranslation_tam_taml,0.1429,Give me all the current national leaders of the Methodist Church,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-33,Give me all Australian nonprofit organizations.,0.0417,1,backtranslation_kor_hang,0.0909,Listen to all the non profit organizations in Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-34,In which military conflicts did Lawrence of Arabia participate?,0.3333,1,backtranslation_yue_hant,1.0,What war did Lawrence of Arabia fight,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-35,Who developed Skype?,0.2,1,backtranslation_tam_taml,1.0,Who created Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-39,Give me all companies in Munich.,0.0227,1,backtranslation_yue_hant,1.0,And all the companies in Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-40,List all boardgames by GMT.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-41,Who founded Intel?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-42,Who is the husband of Amanda Palmer?,0.1111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-43,Give me all breeds of the German Shepherd dog.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-44,Which cities does the Weser flow through?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-45,Which countries are connected by the Rhine?,0.5,1,backtranslation_kor_hang,1.0,Which countries do the Rhine River connect,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-46,Which professional surfers were born on the Philippines?,0.0417,7,backtranslation_kor_hang,0.3333,Who are the Filipino born professional surfers,backtranslation_tam_taml,0.1,What professional surfer was born in the Philippines,backtranslation_pes_arab,0.0588,What professional surfers were born in the Philippines,backtranslation_rus_cyrl,0.0588,What professional surfers were born in the Philippines,backtranslation_deu_latn,0.0556,What kind of professional surfers are born in the Philippines,backtranslation_swh_latn,0.0556,Where are the professional surfers born in the Philippines,backtranslation_yue_hant,0.0455,Who is a professional surfer born in the Philippines,,,,,,,,,
QALD2_te-48,In which UK city are the headquarters of the MI6?,0.0072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-49,Which other weapons did the designer of the Uzi develop?,0.5,2,backtranslation_rus_cyrl,1.0,What other weapons did Uzi design,backtranslation_zsm_latn,1.0,Another weapon designed by Uzi,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-51,Give me all Frisian islands that belong to the Netherlands.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-53,What is the ruling party in Lisbon?,0.0089,5,backtranslation_yue_hant,0.0385,What is the political party in Lisbon,backtranslation_fra_latn,0.0357,What is the party in power in Lisbon,backtranslation_zsm_latn,0.0357,What party is in power in Lisbon,backtranslation_rus_cyrl,0.0196,What party in Lisbon,backtranslation_pes_arab,0.0108,Who is the ruling party in Lisbon,,,,,,,,,,,,,,,
QALD2_te-55,Which Greek goddesses dwelt on Mount Olympus?,0.3333,10,backtranslation_yue_hant,1.0,Who was the Greek goddess who lived on Mount Olympus,backtranslation_arb_arab,1.0,Which Greek gods lived on Mount Olympus,backtranslation_pes_arab,1.0,Which Greek gods lived on Mount Olympus,backtranslation_fra_latn,1.0,What Greek goddesses lived on Mount Olympus,backtranslation_deu_latn,1.0,What Greek goddesses lived on Mount Olympus,backtranslation_rus_cyrl,1.0,What Greek goddesses lived on Mount Olympus,backtranslation_tam_taml,1.0,What Greek gods lived on Mount Olympus,backtranslation_swh_latn,1.0,What Greek gods lived on Mount Olympus,backtranslation_kor_hang,0.5,Who were the Greek gods who lived on Mount Olympus,backtranslation_zsm_latn,0.5,Which Greek goddess lives on Mount Olympus
QALD2_te-57,Give me the Apollo 14 astronauts.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-58,What is the time zone of Salt Lake City?,0.3333,5,backtranslation_kor_hang,0.5,What s the time zone in Salt Lake City,backtranslation_pes_arab,0.5,What s the time zone in Salt Lake City,backtranslation_fra_latn,0.5,What s the time zone in Salt Lake City,backtranslation_deu_latn,0.5,What s the time zone of Salt Lake City,backtranslation_zsm_latn,0.5,What s the time zone in Salt Lake City,,,,,,,,,,,,,,,
QALD2_te-59,Which U.S. states are in the same timezone as Utah?,0.0,10,backtranslation_zsm_latn,0.2,Which state in the United States is in the same time zone as Utah,backtranslation_kor_hang,0.1429,Which US states are in the same time zone as Utah,backtranslation_fra_latn,0.1429,Which US states are in the same time zone as Utah,backtranslation_tam_taml,0.1,Which states are in the same time zone as Utah,backtranslation_arb_arab,0.0263,Which U S  states are in the same time zone as Utah,backtranslation_pes_arab,0.0263,Which U S  states are in the same time zone as Utah,backtranslation_deu_latn,0.0263,Which U S  states are in the same time zone as Utah,backtranslation_rus_cyrl,0.0263,Which U S  states are in the same time zone as Utah,backtranslation_swh_latn,0.0244,What U S  states are in a time zone like Utah,backtranslation_yue_hant,0.0179,Which state in the U S  has the same time zone as Utah
QALD2_te-60,Give me a list of all lakes in Denmark.,0.037,1,backtranslation_tam_taml,0.1,Give me a list of lakes in Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-63,Give me all Argentine films.,0.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-64,Give me all launch pads operated by NASA.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-65,Which instruments did John Lennon play?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-66,Which ships were called after Benjamin Franklin?,0.3333,10,backtranslation_yue_hant,1.0,Which ship is named after Benjamin Franklin,backtranslation_kor_hang,1.0,Which ships are named after Benjamin Franklin,backtranslation_arb_arab,1.0,Which ship is named after Benjamin Franklin,backtranslation_pes_arab,1.0,What ships are named after Benjamin Franklin,backtranslation_fra_latn,1.0,Which ships were named after Benjamin Franklin,backtranslation_deu_latn,1.0,Which ships were named after Benjamin Franklin,backtranslation_rus_cyrl,1.0,Which ships are named after Benjamin Franklin,backtranslation_zsm_latn,1.0,Which ship is named after Benjamin Franklin,backtranslation_tam_taml,1.0,What ships were named after Benjamin Franklin,backtranslation_swh_latn,1.0,What ships were named after Benjamin Franklin
QALD2_te-67,Who are the parents of the wife of Juan Carlos I?,0.0333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-72,In which U.S. state is Area 51 located?,0.1667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-75,Which daughters of British earls died in the same place they were born in?,0.0217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-76,List the children of Margaret Thatcher.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-77,Who was called Scarface?,0.1667,7,backtranslation_yue_hant,0.5,Who is Scarface,backtranslation_kor_hang,0.5,Who was Scarface,backtranslation_arb_arab,0.5,Who was Scarface,backtranslation_fra_latn,0.5,Who was Scarface,backtranslation_deu_latn,0.5,Who was Scarface,backtranslation_rus_cyrl,0.25,Who was Scarface s name,backtranslation_swh_latn,0.25,Who was Scarface s name,,,,,,,,,
QALD2_te-80,Give me all books by William Goldman with more than 300 pages.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-81,Which books by Kerouac were published by Viking Press?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-82,Give me a list of all American inventions.,0.04,3,backtranslation_yue_hant,0.2,Give me a list of all the inventions in America,backtranslation_kor_hang,0.2,Give me a list of American inventions,backtranslation_tam_taml,0.2,Give me a list of American inventions,,,,,,,,,,,,,,,,,,,,,
QALD2_te-84,Who created the comic Captain America?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-86,What is the largest city in Australia?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-87,Who composed the music for Harold and Maude?,0.3333,1,backtranslation_arb_arab,0.5,Who made the music for Harold and Maud,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-88,Which films starring Clint Eastwood did he direct himself?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-89,In which city was the former Dutch queen Juliana buried?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-90,Where is the residence of the prime minister of Spain?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-91,Which U.S. State has the abbreviation MN?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-92,Show me all songs from Bruce Springsteen released between 1980 and 1990.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-93,Which movies did Sam Raimi direct after Army of Darkness?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-95,Who wrote the lyrics for the Polish national anthem?,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-97,Who painted The Storm on the Sea of Galilee?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-98,Which country does the creator of Miffy come from?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-99,For which label did Elvis record his first album?,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-100,Who produces Orangina?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-1,Give me all female Russian astronauts.,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-3,Who is the daughter of Bill Clinton married to?,0.0217,6,backtranslation_yue_hant,0.0333,Who married Bill Clinton s daughter,backtranslation_fra_latn,0.0333,Who is Bill Clinton s daughter married to,backtranslation_deu_latn,0.0333,Who is Bill Clinton s daughter married to,backtranslation_zsm_latn,0.0333,Who is Bill Clinton s daughter married to,backtranslation_tam_taml,0.0333,Who married Bill Clinton s daughter,backtranslation_swh_latn,0.0333,Who is Bill Clinton s daughter married to,,,,,,,,,,,,
QALD2_tr-4,Which river does the Brooklyn Bridge cross?,0.25,5,backtranslation_zsm_latn,1.0,Which river is the Brooklyn Bridge,backtranslation_arb_arab,0.5,Which river crosses the Brooklyn Bridge,backtranslation_pes_arab,0.5,Who is the Brooklyn Bridge crossing,backtranslation_tam_taml,0.3333,What river does the Brooklyn Bridge cross,backtranslation_swh_latn,0.3333,What river does the Brooklyn Bridge cross,,,,,,,,,,,,,,,
QALD2_tr-6,Where did Abraham Lincoln die?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-8,Which states of Germany are governed by the Social Democratic Party?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-9,Which U.S. states possess gold minerals?,0.0625,6,backtranslation_zsm_latn,1.0,Which country in the United States has gold minerals,backtranslation_arb_arab,0.25,Which US states have gold minerals,backtranslation_kor_hang,0.2,Which US states have gold mines,backtranslation_fra_latn,0.1429,Which states own gold minerals,backtranslation_deu_latn,0.125,Which U S  states have gold minerals,backtranslation_rus_cyrl,0.125,Which U S  states have gold minerals,,,,,,,,,,,,
QALD2_tr-10,In which country does the Nile start?,0.0625,7,backtranslation_kor_hang,1.0,Which country does the Nile River start in,backtranslation_deu_latn,0.3333,Which country is the beginning of the Nile,backtranslation_tam_taml,0.1429,What country does the Nile begin in,backtranslation_swh_latn,0.1429,From what country does the Nile begin,backtranslation_arb_arab,0.1,In which country does the Nile begin,backtranslation_pes_arab,0.1,In which country does the Nile begin,backtranslation_yue_hant,0.0833,From which country does the Nile begin,,,,,,,,,
QALD2_tr-11,Which countries have places with more than two caves?,0.2,3,backtranslation_yue_hant,0.25,Which country has more than two caves,backtranslation_kor_hang,0.25,Which countries have more than two caves,backtranslation_zsm_latn,0.25,Which country has more than two caves,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-13,Which classis does the Millepede belong to?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-15,Who created Goofy?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-16,Give me the capitals of all countries in Africa.,0.0033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-17,Give me all cities in New Jersey with more than 100000 inhabitants.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-18,Which museum exhibits The Scream by Munch?,0.0055,5,backtranslation_swh_latn,0.0169,What museum is the  Munch Confession,backtranslation_fra_latn,0.0149,What museum is showing Munch s Cry,backtranslation_yue_hant,0.008,Which museum has Munch s  Screaming,backtranslation_deu_latn,0.0077,Which museum is showing  The Scream of Munch,backtranslation_zsm_latn,0.0077,Which museum is showing The Scream by Munch,,,,,,,,,,,,,,,
QALD2_tr-21,Which states border Illinois?,0.1111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-22,In which country is the Limerick Lake?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-23,Which television shows were created by Walt Disney?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-24,Which mountain is the highest after the Annapurna?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-25,In which films directed by Garry Marshall was Julia Roberts starring?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-26,Which bridges are of the same type as the Manhattan Bridge?,0.2,6,backtranslation_kor_hang,0.3333,The same type of bridge as the Manhattan Bridge,backtranslation_arb_arab,0.3333,What bridges are the same as the Manhattan Bridge,backtranslation_tam_taml,0.3333,What bridges are like the Manhattan Bridge,backtranslation_swh_latn,0.3333,What are the similar types of bridges on the Manhattan Bridge,backtranslation_yue_hant,0.25,Which bridge is the same as the Manhattan Bridge,backtranslation_zsm_latn,0.25,Which bridge is the same as the Manhattan Bridge,,,,,,,,,,,,
QALD2_tr-28,Which European countries have a constitutional monarchy?,0.3333,1,backtranslation_yue_hant,1.0,Which country in Europe has a constitutional monarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-29,Which awards did WikiLeaks win?,0.5,2,backtranslation_deu_latn,1.0,What awards has WikiLeaks won,backtranslation_zsm_latn,1.0,Which prize has won WikiLeaks,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-30,Which state of the USA has the highest population density?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-31,What is the currency of the Czech Republic?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-32,Which countries in the European Union adopted the Euro?,0.5,9,backtranslation_yue_hant,1.0,Which EU country has adopted the euro,backtranslation_kor_hang,1.0,Which European Union countries have adopted the euro,backtranslation_arb_arab,1.0,Which EU countries have adopted the euro,backtranslation_fra_latn,1.0,Which countries in the European Union have adopted the euro,backtranslation_deu_latn,1.0,Which countries of the European Union have adopted the euro,backtranslation_rus_cyrl,1.0,Which countries of the European Union have adopted the euro,backtranslation_zsm_latn,1.0,Which countries in the European Union use the Euro,backtranslation_tam_taml,1.0,What countries of the European Union adopted the euro,backtranslation_swh_latn,1.0,Which countries in the European Union used the euro,,,
QALD2_tr-34,Which countries have more than two official languages?,0.25,5,backtranslation_yue_hant,0.5,Which country has more than two official languages,backtranslation_rus_cyrl,0.5,In which countries are there more than two official languages,backtranslation_zsm_latn,0.5,Which country has more than two official languages,backtranslation_tam_taml,0.5,In which countries there are more than two official languages,backtranslation_swh_latn,0.5,In which countries are more than two official languages,,,,,,,,,,,,,,,
QALD2_tr-35,Who is the owner of Universal Studios?,0.125,8,backtranslation_kor_hang,1.0,Who owns Universal Studios,backtranslation_pes_arab,1.0,Who owns Universal Studios,backtranslation_fra_latn,1.0,Who owns the Universal Studios,backtranslation_deu_latn,1.0,Who owns Universal Studios,backtranslation_rus_cyrl,1.0,Who owns Universal Studios,backtranslation_zsm_latn,1.0,Who owns the Universal Studios,backtranslation_tam_taml,1.0,Who owns Universal Studios,backtranslation_swh_latn,1.0,Who owns Universal Studios,,,,,,
QALD2_tr-36,Through which countries does the Yenisei river flow?,0.3333,1,backtranslation_fra_latn,1.0,Which country is the Yenisei River flowing into,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-38,Which monarchs of the United Kingdom were married to a German?,0.3333,1,backtranslation_arb_arab,1.0,Which queen of the United Kingdom married a German,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-40,What is the highest mountain in Australia?,0.25,1,backtranslation_pes_arab,0.3333,What is Australia s highest mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-41,Give me all soccer clubs in Spain.,0.0017,10,backtranslation_yue_hant,0.0083,Give me all the football clubs in Spain,backtranslation_fra_latn,0.0083,Give me all the football clubs in Spain,backtranslation_deu_latn,0.0083,Give me all the football clubs in Spain,backtranslation_rus_cyrl,0.0083,Give me all the football clubs in Spain,backtranslation_zsm_latn,0.0083,Give me all the football clubs in Spain,backtranslation_tam_taml,0.0083,Give me all the football clubs in Spain,backtranslation_arb_arab,0.0037,Give me every football club in Spain,backtranslation_swh_latn,0.0037,Give me every football club in Spain,backtranslation_kor_hang,0.0019,Give me all the Spanish football clubs,backtranslation_pes_arab,0.0019,Give me all the Spanish football clubs
QALD2_tr-42,What are the official languages of the Philippines?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-43,Who is the mayor of New York City?,0.5,7,backtranslation_kor_hang,1.0,Who s the mayor of New York City,backtranslation_arb_arab,1.0,Who s the mayor of New York City,backtranslation_pes_arab,1.0,Who s the mayor of New York City,backtranslation_fra_latn,1.0,Who is the mayor of New York,backtranslation_rus_cyrl,1.0,Who is the mayor of New York,backtranslation_zsm_latn,1.0,Who is the mayor of New York,backtranslation_swh_latn,1.0,Who is the mayor of New York,,,,,,,,,
QALD2_tr-44,Who designed the Brooklyn Bridge?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-45,Which telecommunications organizations are located in Belgium?,0.1429,8,backtranslation_swh_latn,1.0,What are the telephone companies in Belgium,backtranslation_deu_latn,0.5,What telecommunications companies are located in Belgium,backtranslation_zsm_latn,0.5,Which telecommunications company is located in Belgium,backtranslation_tam_taml,0.5,What telecommunications companies are located in Belgium,backtranslation_arb_arab,0.3333,Which telecommunications organisations are located in Belgium,backtranslation_rus_cyrl,0.3333,What telecommunications organisations are located in Belgium,backtranslation_fra_latn,0.25,What are the telecommunications organisations in Belgium,backtranslation_pes_arab,0.1667,What telecommunications organizations are located in Belgium,,,,,,
QALD2_tr-47,What is the highest place of Karakoram?,0.3333,1,backtranslation_arb_arab,0.5,What s the highest place in Karakoram,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-49,Give me all companies in the advertising industry.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-50,What did Bruce Carver die from?,0.25,2,backtranslation_tam_taml,1.0,What caused Bruce Carver s death,backtranslation_swh_latn,1.0,What caused Bruce Carver s death,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-51,Give me all school types.,0.0017,3,backtranslation_arb_arab,0.004,Give me all kinds of school,backtranslation_zsm_latn,0.004,Give me all kinds of schools,backtranslation_swh_latn,0.004,Give me all kinds of school,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-52,Which presidents were born in 1945?,0.0667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-53,Give me all presidents of the United States.,0.0556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-54,Who was the wife of U.S. president Lincoln?,0.3333,1,backtranslation_zsm_latn,1.0,Who was the wife of President Lincoln of the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-55,Who developed the video game World of Warcraft?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos!,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-58,Who produced the most films?,0.0042,5,backtranslation_tam_taml,0.0333,Who made the most films,backtranslation_kor_hang,0.0054,Who made the most movies,backtranslation_pes_arab,0.0054,Who made most of the movies,backtranslation_rus_cyrl,0.0054,Who made the most movies,backtranslation_swh_latn,0.0054,Who made the most movies,,,,,,,,,,,,,,,
