qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
INEX_XER-72,films shot in Venice,1.0,INEX_XER-72,The Venice movies,0.0096,INEX_XER-72,A film shot in Venice,1.0,INEX_XER-72,The movies that were shot in Venice,0.3333,INEX_XER-72,Films shot in Venice,1.0,INEX_XER-72,films shot in Venice,1.0,INEX_XER-72,Films shot in Venice,1.0,INEX_XER-72,Films made in Venice,0.3333,INEX_XER-72,The film was shot in Venice,1.0,INEX_XER-72,The film was shot in Venice,1.0,INEX_XER-72,films made in Venice,0.3333
INEX_XER-73,magazines about indie-music,1.0,INEX_XER-73,about the Indian music magazine,0.0455,INEX_XER-73,A magazine about indie music,1.0,INEX_XER-73,Indian music magazines,0.1429,INEX_XER-73,Indian music magazines,0.1429,INEX_XER-73,magazines on independent music,0.2,INEX_XER-73,Indian music magazines,0.1429,INEX_XER-73,The magazine on indie music,1.0,INEX_XER-73,about indie music,1.0,INEX_XER-73,The magazine in Indie music,1.0,INEX_XER-73,magazines about indie music,1.0
INEX_XER-74,circus mammals,0.2,INEX_XER-74,Horse animals,0.0,INEX_XER-74,Circus mammals,0.2,INEX_XER-74,The circus mammals,0.2,INEX_XER-74,The circus mammals,0.2,INEX_XER-74,other animals,0.0,INEX_XER-74,Animals of the circus,0.0014,INEX_XER-74,The circus mammals,0.2,INEX_XER-74,Circus mammals,0.2,INEX_XER-74,Circus mammals,0.2,INEX_XER-74,drug animals,0.0
INEX_XER-79,Works by Charles Rennie Mackintosh,1.0,INEX_XER-79,The work of Charles Rennie Macintosh,1.0,INEX_XER-79,The work of Charles Ne Macintosh,0.0312,INEX_XER-79,The works of Charles Rennie McIntosh,1.0,INEX_XER-79,The works of Charles Rennie Mackintosh,1.0,INEX_XER-79,works by Charles Rennie Mackintosh,1.0,INEX_XER-79,Works by Charles Rennie Mackintosh,1.0,INEX_XER-79,The works of Charles Rennie Mackintosh,1.0,INEX_XER-79,By Charles Rennie Mackintosh,1.0,INEX_XER-79,The work of Charles Rennie MacIntosh,1.0,INEX_XER-79,The works of Charles Rennie Mackintosh,1.0
INEX_XER-81,Movies about English hooligans,1.0,INEX_XER-81,A film about British mobsters,0.0,INEX_XER-81,British Holly and the movies,0.0,INEX_XER-81,Movies about English smugglers,0.0,INEX_XER-81,Films about English Hollows,0.0,INEX_XER-81,Films about English hooligans,1.0,INEX_XER-81,Films about English hooligans,1.0,INEX_XER-81,Films about English bullies,0.0,INEX_XER-81,A movie about an English hacker,0.0,INEX_XER-81,The English Hurricanes,0.0,INEX_XER-81,A film about British hooligans,1.0
INEX_XER-86,List of countries in World War Two,0.3333,INEX_XER-86,List of countries from World War II,1.0,INEX_XER-86,List of countries of World War II,1.0,INEX_XER-86,List of countries in World War II,1.0,INEX_XER-86,List of countries involved in World War II,0.5,INEX_XER-86,List of countries of World War II,1.0,INEX_XER-86,List of countries in World War II,1.0,INEX_XER-86,List of countries in the Second World War,0.25,INEX_XER-86,List of countries in World War II,1.0,INEX_XER-86,List of countries involved in World War II,0.5,INEX_XER-86,List of countries that participated in World War II,1.0
INEX_XER-87,Axis powers of World War II,1.0,INEX_XER-87,The Second World War was at its peak,0.5,INEX_XER-87,The momentum of the Second World War,0.0588,INEX_XER-87,The Axis powers of World War II,1.0,INEX_XER-87,The Axis powers of World War II,1.0,INEX_XER-87,The Axis powers of World War II,1.0,INEX_XER-87,The Axis powers of World War II,1.0,INEX_XER-87,The Axis Powers of World War II,1.0,INEX_XER-87,The Axis powers of World War II,1.0,INEX_XER-87,The printing powers of World War II,1.0,INEX_XER-87,States on the side of the axis of World War II,1.0
INEX_XER-88,Nordic authors who are known for children's literature,1.0,INEX_XER-88,Norwegian writer  known for children s literature,1.0,INEX_XER-88,A Northern European writer known for his children s literature,0.0909,INEX_XER-88,Nordic authors known for children  s literature,1.0,INEX_XER-88,Nordic writers known for children s literature,0.25,INEX_XER-88,Nordic authors known for their children s literature,1.0,INEX_XER-88,Nordic authors known for children s literature,1.0,INEX_XER-88,Northern authors known for children s literature,0.5,INEX_XER-88,Nordic writer known for children s literature,0.25,INEX_XER-88,Nordic writers known for children s literature,0.25,INEX_XER-88,Northern writers known for children s literature,0.0714
INEX_XER-91,Paul Auster novels,1.0,INEX_XER-91,The novel by Paul Auster,1.0,INEX_XER-91,The novel by Paul Auster,1.0,INEX_XER-91,The novels of Paul Auster,1.0,INEX_XER-91,The novels of Paul Oster,0.0028,INEX_XER-91,Romance by Paul Auster,1.0,INEX_XER-91,The novel is by Paul Auster,1.0,INEX_XER-91,The Romance of Paul Oster,0.0017,INEX_XER-91,Novel by Paul Auster,1.0,INEX_XER-91,The novels of Paul Auster,1.0,INEX_XER-91,The books by Paul Auster,1.0
INEX_XER-94,Hybrid cars sold in Europe,0.3333,INEX_XER-94,Hybrid cars sold in Europe,0.3333,INEX_XER-94,Hybrid cars sold in Europe,0.3333,INEX_XER-94,Hybrid cars sold in Europe,0.3333,INEX_XER-94,Hybrid cars sold in Europe,0.3333,INEX_XER-94,Hybrid car sales in Europe,0.25,INEX_XER-94,Hybrid vehicles sold in Europe,0.3333,INEX_XER-94,Hybrid cars sold in Europe,0.3333,INEX_XER-94,Hybrid cars sold in Europe,0.3333,INEX_XER-94,Hybrid vehicles sold in Europe,0.3333,INEX_XER-94,Electric vehicles for sale in Europe,0.25
INEX_XER-95,Tom Hanks movies where he plays a leading role.,1.0,INEX_XER-95,Tom Hanks plays the lead role in the movie,1.0,INEX_XER-95,It s a movie directed by Tom S,0.0025,INEX_XER-95,Tom Hanks films where he plays the lead role,1.0,INEX_XER-95,Tom Hanks in the movies he plays,1.0,INEX_XER-95,Tom Hanks plays a leading role in movies,1.0,INEX_XER-95,Tom Hanks movies where he plays a leading role,1.0,INEX_XER-95,Tom Hanks in the movies where he plays the lead,1.0,INEX_XER-95,Tom Hanks film in which he plays the lead role,1.0,INEX_XER-95,He plays a major role in Tom Hanks films,1.0,INEX_XER-95,Tom Hanks film where he plays the lead role,1.0
INEX_XER-96,Pure object-oriented programing languages,1.0,INEX_XER-96,It s a pure object oriented programming language,1.0,INEX_XER-96,Pure object oriented programming language,1.0,INEX_XER-96,Targeted programming languages for things,0.05,INEX_XER-96,Purely targeted programming languages,0.3333,INEX_XER-96,Purely object oriented programming languages,1.0,INEX_XER-96,Purely object oriented programming languages,1.0,INEX_XER-96,Clean object oriented programming languages,1.0,INEX_XER-96,Pure object oriented programming language,1.0,INEX_XER-96,Pure object oriented programming languages,1.0,INEX_XER-96,Programming languages of the body,0.25
INEX_XER-97,Compilers that can compile both C and C++,1.0,INEX_XER-97,Compatible with C and C    compatible with C    compatible with C    compatible with C,0.0714,INEX_XER-97,Compiler that can compile both C and C,1.0,INEX_XER-97,The complexes that can combine both C and C,0.0526,INEX_XER-97,Compilers that can compile both C and C,1.0,INEX_XER-97,Compiles capable of compiling both C and C,0.5,INEX_XER-97,Compilers capable of compiling both C and C,0.5,INEX_XER-97,Compilers that can compile both C and C,1.0,INEX_XER-97,Compiler that can combine both C and C,0.5,INEX_XER-97,C and C   compilers,0.3333,INEX_XER-97,Compilers that can compile both C and C,1.0
INEX_XER-98,Makers of lawn tennis rackets,0.1667,INEX_XER-98,The manufacturer of the grass ball ball racks,0.0036,INEX_XER-98,We re a manufacturer of lawn tennis racquets,0.25,INEX_XER-98,The tennis ball maker in the grass,0.0026,INEX_XER-98,The makers of lawn tennis rockets,0.0385,INEX_XER-98,Manufacturers of lawn tennis rackets,1.0,INEX_XER-98,Manufacturers of lawn tennis rackets,1.0,INEX_XER-98,Manufacturers of lawn tennis rockets,1.0,INEX_XER-98,Manufacturer of lawn tennis rackets,1.0,INEX_XER-98,The manufacturers of lawn tennis rackets,1.0,INEX_XER-98,Manufacturers of lawn tennis rackets,1.0
INEX_XER-99,Computer systems that have a recursive acronym for the name,1.0,INEX_XER-99,Computer systems  the name is a recursive abbreviation,0.25,INEX_XER-99,Computer system with the name s short for  re invention,0.0,INEX_XER-99,Computer systems that have a continuous abbreviation for name,0.0,INEX_XER-99,Computer systems that call names with a recurring acronym,0.2,INEX_XER-99,Computer systems with a recursive acronym for the name,1.0,INEX_XER-99,Computer systems having a recursive acronym for the name,1.0,INEX_XER-99,Computer systems with a recursive acronym for the name,1.0,INEX_XER-99,Computer systems with recursive acronyms for name,1.0,INEX_XER-99,A review of computer systems with renamed encryption,0.0345,INEX_XER-99,Computer systems with a shortcut to record name,0.0017
INEX_XER-100,Operating systems to which Steve Jobs related,0.2,INEX_XER-100,Steve Jobs s related operating system,0.2,INEX_XER-100,Steve Jobs s related operating system,0.2,INEX_XER-100,The operating systems Steve Jobs was connected to,0.2,INEX_XER-100,The operating systems that Steve Jobs is associated with,1.0,INEX_XER-100,Operating systems associated with Steve Jobs,1.0,INEX_XER-100,Operating systems that Steve Jobs was connected to,0.2,INEX_XER-100,The operating systems that Steve Jobs was connecting to,0.2,INEX_XER-100,The operating system related to Steve Jobs,0.25,INEX_XER-100,Steve Jobs related operating systems,0.25,INEX_XER-100,Operating systems that Steve Jobs was involved in,0.5
INEX_XER-106,Noble english person from the Hundred Years' War,1.0,INEX_XER-106,The English nobility of the Hundred Years  War,1.0,INEX_XER-106,The English nobility of the Hundred Years  War,1.0,INEX_XER-106,A noble Englishman from the Hundred Years War,1.0,INEX_XER-106,A great Englishman from the Hundred Years  War,0.0385,INEX_XER-106,A British nobleman from the Hundred Years  War,0.1667,INEX_XER-106,A noble Englishman from the Hundred Years  War,1.0,INEX_XER-106,A noble Englishman from the Hundred Years War,1.0,INEX_XER-106,The English nobleman of the Hundred Years  War,0.5,INEX_XER-106,The British from the Hundred Years  War,0.25,INEX_XER-106,An Englishman from the Hundred Years  War,0.1429
INEX_XER-108,State capitals of the United States of America,0.1667,INEX_XER-108,All of the states in the United States,0.0,INEX_XER-108,The capital of the United States of America,0.2,INEX_XER-108,The capitals of the United States of America,0.2,INEX_XER-108,Capital cities of the United States,1.0,INEX_XER-108,Capital cities of the United States of America,1.0,INEX_XER-108,Capital cities of the United States of America,1.0,INEX_XER-108,Capital cities of the United States of America,1.0,INEX_XER-108,Capital of the United States,0.5,INEX_XER-108,The capitals of the United States,0.5,INEX_XER-108,The capital of the United States,0.5
INEX_XER-109,National capitals situated on islands,0.0833,INEX_XER-109,The capital of the island nation,0.125,INEX_XER-109,The national capital is located on the island,0.0667,INEX_XER-109,National capitals on the islands,0.125,INEX_XER-109,National capitals on the islands,0.125,INEX_XER-109,National capitals located on islands,0.0667,INEX_XER-109,Capital cities located on islands,0.0455,INEX_XER-109,National capitals located on the islands,0.0667,INEX_XER-109,The capital of the island nation,0.125,INEX_XER-109,National capitals located on the islands,0.0667,INEX_XER-109,The capital of the island nation,0.125
INEX_XER-110,Nobel Prize in Literature winners who were also poets,0.1429,INEX_XER-110,Nobel Prize winner and poet,0.125,INEX_XER-110,Nobel Prize winner in literature  also poet,0.3333,INEX_XER-110,Nobel Prize winners for literature who were also poets,0.1429,INEX_XER-110,Nobel Prize winners who were also poets,0.0769,INEX_XER-110,Nobel Prize in Literature who were also poets,0.1429,INEX_XER-110,Nobel Prize winners for Literature who were also poets,0.1429,INEX_XER-110,Nobel Prize winners in literature who were also poets,0.1429,INEX_XER-110,Nobel Prize winner in Literature who was also a poet,0.25,INEX_XER-110,The Nobel Prize in Literature was awarded to Nobel Prize winning poets,0.1429,INEX_XER-110,Nobel Prize winners who were also poets,0.0769
INEX_XER-113,Formula 1 drivers that won the Monaco Grand Prix,0.1111,INEX_XER-113,The Monaco Grand Prix F  racer,1.0,INEX_XER-113,Formula One driver who won the Monaco Grand Prix,0.125,INEX_XER-113,The Formula One drivers who won the Monaco Grand Prix,0.125,INEX_XER-113,Formula One drivers who won the Monaco Grand Prix,0.125,INEX_XER-113,Formula One drivers who won the Monaco Grand Prix,0.125,INEX_XER-113,Formula One drivers who have won the Monaco Grand Prix,0.5,INEX_XER-113,Formula One drivers who won the Monaco Grand Prix,0.125,INEX_XER-113,Formula One driver who won the Monaco Grand Prix,0.125,INEX_XER-113,Formula   drivers who won the Monaco Grand Prix,0.1111,INEX_XER-113,Formula   drivers who won the Monaco Grand Prix,0.1111
INEX_XER-114,Formula one races in Europe,1.0,INEX_XER-114,The European Formula One race,1.0,INEX_XER-114,The European Formula One race,1.0,INEX_XER-114,Formula One races in Europe,1.0,INEX_XER-114,Formula One races in Europe,1.0,INEX_XER-114,Formula   racing in Europe,0.2,INEX_XER-114,Formula     racing in Europe,0.2,INEX_XER-114,Formula   in Europe,0.2,INEX_XER-114,The Formula One Race in Europe,1.0,INEX_XER-114,Formula   races in Europe,0.2,INEX_XER-114,The European Formula   competition,0.1429
INEX_XER-115,Formula One World Constructors' Champions,1.0,INEX_XER-115,The foxville world champion,0.0021,INEX_XER-115,Formula One World Champion Builder,0.5,INEX_XER-115,The Formula One World Building Championship,0.5,INEX_XER-115,Formula One champions of the building,0.5,INEX_XER-115,Formula One world champion,0.5,INEX_XER-115,Formula One world champion,0.5,INEX_XER-115,Formula   world champions,0.5,INEX_XER-115,Formula One world champion,0.5,INEX_XER-115,Formula One World Architects,0.5,INEX_XER-115,World Formula One Competition,1.0
INEX_XER-116,Italian nobel prize winners,1.0,INEX_XER-116,Italy is the winner of the Nobel Prize,1.0,INEX_XER-116,Italian Nobel laureate,1.0,INEX_XER-116,The Italian Nobel Prize winners,1.0,INEX_XER-116,Italian Nobel laureates,1.0,INEX_XER-116,Italian Nobel Prize,1.0,INEX_XER-116,Italian Nobel laureates,1.0,INEX_XER-116,Italian Nobel Prize winners,1.0,INEX_XER-116,Italian Nobel Prize winner,1.0,INEX_XER-116,The Italian Nobel Prize winners,1.0,INEX_XER-116,Italian Nobel laureates,1.0
INEX_XER-117,Musicians who appeared in the Blues Brothers movies,1.0,INEX_XER-117,The musicians in the Blue Brothers movies,1.0,INEX_XER-117,He was a musician in the Blues Brothers,1.0,INEX_XER-117,Musicians who have appeared in the Brothers Blues movies,1.0,INEX_XER-117,Musicians who appeared in Brother Blues movies,1.0,INEX_XER-117,Musicians who have starred in the Blues Brothers films,1.0,INEX_XER-117,Musicians who have appeared in the Blues Brothers films,1.0,INEX_XER-117,Musicians who appeared in the Blues Brothers films,1.0,INEX_XER-117,Musicians who appeared in the Blues Brothers films,1.0,INEX_XER-117,The musicians who appeared in the Blues Brothers films,1.0,INEX_XER-117,Musicians who appeared in the Blues Brothers films,1.0
INEX_XER-118,French car models in 1960's,0.0833,INEX_XER-118,French model of the     s,0.0017,INEX_XER-118,French car model of the     s,0.0152,INEX_XER-118,French car models of the     s,0.0152,INEX_XER-118,French car models in the      s,0.0152,INEX_XER-118,French car models in the     s,0.0152,INEX_XER-118,French car models in the     s,0.0152,INEX_XER-118,French model cars in the     s,0.0152,INEX_XER-118,French car model in the     s,0.0152,INEX_XER-118,French car models in the      s,0.0152,INEX_XER-118,French car models in the      s,0.0152
INEX_XER-119,Swiss cantons where they speak German,1.0,INEX_XER-119,Swiss states where German is spoken,1.0,INEX_XER-119,German speaking cantons of Switzerland,1.0,INEX_XER-119,Swiss Mantonese where they speak German,1.0,INEX_XER-119,Swiss cantons that speak German,1.0,INEX_XER-119,Swiss cantons where German is spoken,1.0,INEX_XER-119,Swiss cantons where German is spoken,1.0,INEX_XER-119,Swiss cantons where German is spoken,1.0,INEX_XER-119,Canton of Switzerland where they speak German,1.0,INEX_XER-119,The German speaking Swiss cantons,1.0,INEX_XER-119,Swiss German speaking centers,0.5
INEX_XER-121,US presidents since 1960,1.0,INEX_XER-121,President of the United States in,1.0,INEX_XER-121,President of the United States since,0.5,INEX_XER-121,Presidents of the United States since,0.5,INEX_XER-121,President of the United States since,0.5,INEX_XER-121,Presidents of the United States since,0.5,INEX_XER-121,President of the United States since,0.5,INEX_XER-121,President of the United States since,0.5,INEX_XER-121,President of the United States since,0.5,INEX_XER-121,Presidents of the United States since,0.5,INEX_XER-121,President of the United States since,0.5
INEX_XER-122,Movies with eight or more Academy Awards,0.1111,INEX_XER-122,  or more Oscars,0.0,INEX_XER-122,More than eight Academy Awards,0.0116,INEX_XER-122,Movies that have won eight or more Academy Awards,0.5,INEX_XER-122,Films that have won eight or more Academy Awards,0.0714,INEX_XER-122,Movies with eight or more Academy Awards,0.1111,INEX_XER-122,Movies with eight or more Academy Awards,0.1111,INEX_XER-122,Movies with eight or more Oscars,0.0068,INEX_XER-122,Films with eight or more Academy Awards,0.0476,INEX_XER-122,The film won eight or more Academy Awards,0.3333,INEX_XER-122,Movies with eight or more Academy Awards,0.1111
INEX_XER-123,FIFA world cup national team winners since 1974,0.25,INEX_XER-123,The national team that has won the FIFA World Cup since,0.5,INEX_XER-123,National team winner of the FIFA World Cup since,0.3333,INEX_XER-123,National team winner of the FIFA World Cup since,0.3333,INEX_XER-123,The winners of the FIFA World Cup since,0.5,INEX_XER-123,FIFA World Cup championships since,0.0179,INEX_XER-123,FIFA World Cup since,0.0417,INEX_XER-123,Winners of the world cup since,0.5,INEX_XER-123,National team winner of the FIFA World Cup since,0.3333,INEX_XER-123,National team winners of the FIFA World Cup since,0.3333,INEX_XER-123,Winners of the national team of the FIFA World Cup since,0.3333
INEX_XER-124,Novels that won the Booker Prize,1.0,INEX_XER-124,Booker Prize winning novel,1.0,INEX_XER-124,Booker Prize winning novel,1.0,INEX_XER-124,Novels that won the Booker Prize,1.0,INEX_XER-124,The novels that won the Booker Prize,1.0,INEX_XER-124,Romans who won the Booker Prize,1.0,INEX_XER-124,Novels that won the Booker Prize,1.0,INEX_XER-124,Novels that won the Booker Prize,1.0,INEX_XER-124,Booker Prize winning novel,1.0,INEX_XER-124,Booker Prize winning novels,1.0,INEX_XER-124,Books that won the Booker Prize,1.0
INEX_XER-125,countries which have won the FIFA world cup,0.3333,INEX_XER-125,The country that won the World Cup,0.5,INEX_XER-125,The country that won the FIFA World Cup,0.5,INEX_XER-125,Countries that have won the FIFA World Cup,0.5,INEX_XER-125,FIFA World Cup winners,1.0,INEX_XER-125,countries that have won the FIFA World Cup,0.5,INEX_XER-125,Countries that have won the FIFA World Cup,0.5,INEX_XER-125,countries that have won the World Cup,0.5,INEX_XER-125,countries that have won the FIFA World Cup,0.5,INEX_XER-125,FIFA World Cup winners,1.0,INEX_XER-125,countries that have won the FIFA World Cup,0.5
INEX_XER-126,toy train manufacturers that are still in business,1.0,INEX_XER-126,Toy train manufacturers are still producing,1.0,INEX_XER-126,Toys train manufacturer still in business,1.0,INEX_XER-126,The toy train manufacturers still in operation,0.25,INEX_XER-126,Toys train manufacturers still operating,0.25,INEX_XER-126,manufacturers of toy trains that are still in operation,0.25,INEX_XER-126,Manufacturers of toys and accessories still in operation,1.0,INEX_XER-126,manufacturers of toy trains that are still in operation,0.25,INEX_XER-126,manufacturers of toy cars still operating,0.027,INEX_XER-126,Toy train manufacturers still in business,1.0,INEX_XER-126,manufacturers of sports trains that are still in business,0.2
INEX_XER-127,german female politicians,1.0,INEX_XER-127,German female politician,1.0,INEX_XER-127,A German female politician,1.0,INEX_XER-127,German politics,0.0112,INEX_XER-127,German political women,0.0909,INEX_XER-127,German women politicians,0.5,INEX_XER-127,German politicians,1.0,INEX_XER-127,German women politicians,0.5,INEX_XER-127,German female politician,1.0,INEX_XER-127,German female politicians,1.0,INEX_XER-127,German female politicians,1.0
INEX_XER-128,Bond girls,1.0,INEX_XER-128,The creditors,0.0,INEX_XER-128,The bond girls,1.0,INEX_XER-128,The Bond girls,1.0,INEX_XER-128,The bandy girls,0.0,INEX_XER-128,The Bond Girls,1.0,INEX_XER-128,The Bond girls,1.0,INEX_XER-128,Girls close,0.0028,INEX_XER-128,The Bond girls,1.0,INEX_XER-128,bond girls,1.0,INEX_XER-128,The Girl Bond,1.0
INEX_XER-129,Science fiction book written in the 1980,1.0,INEX_XER-129,Science fiction written in the     s,0.0111,INEX_XER-129,A science fiction book written in the     s,0.013,INEX_XER-129,A science fiction book written in the    s,0.013,INEX_XER-129,A science fiction book written in the     s,0.013,INEX_XER-129,A science fiction book written in the     s,0.013,INEX_XER-129,Science fiction book written in the     s,0.013,INEX_XER-129,Science fiction written in,0.0345,INEX_XER-129,A science fiction book written in,0.0263,INEX_XER-129,A science fiction book written in the      s,0.013,INEX_XER-129,A scientific textbook written in the      s,0.0
INEX_XER-130,Star Trek Captains,0.5,INEX_XER-130,Captain of the Star Trek team,0.5,INEX_XER-130,Captain of the Star Trek,0.5,INEX_XER-130,Captain Star Trek,0.5,INEX_XER-130,The Captains of Star Trek,0.5,INEX_XER-130,Captain of Star Trek,0.5,INEX_XER-130,Captain of the Star Trek,0.5,INEX_XER-130,Captain of the Star Trek,0.5,INEX_XER-130,Captain of the Star Trek,0.5,INEX_XER-130,The Captains of Star Trek,0.5,INEX_XER-130,Captain of the Star Trek,0.5
INEX_XER-132,living nordic classical composers,1.0,INEX_XER-132,A living Nordic classical composer,1.0,INEX_XER-132,A living classical composer from Northern Europe,0.0033,INEX_XER-132,Northern classical authors alive,0.0,INEX_XER-132,The Northern classical composers alive,0.0036,INEX_XER-132,Nordic classical composers living,1.0,INEX_XER-132,living Nordic classical composers,1.0,INEX_XER-132,living Nordic classical composers,1.0,INEX_XER-132,Northern classical composer who lived,0.0091,INEX_XER-132,The North s classical composers live,0.0556,INEX_XER-132,Ancient northern composers,0.0
INEX_XER-133,EU countries,1.0,INEX_XER-133,The EU countries,1.0,INEX_XER-133,EU countries,1.0,INEX_XER-133,The European Union,0.5,INEX_XER-133,Countries of the European Union,1.0,INEX_XER-133,The EU countries,1.0,INEX_XER-133,EU countries,1.0,INEX_XER-133,EU countries,1.0,INEX_XER-133,EU countries,1.0,INEX_XER-133,The European Union,0.5,INEX_XER-133,Countries of the EU,1.0
INEX_XER-134,record-breaking sprinters in male 100-meter sprints,0.5,INEX_XER-134,Men s    m runner,0.0,INEX_XER-134,Record sprinter in the men s    m sprint,0.0714,INEX_XER-134,The male dancers in the    m,0.0,INEX_XER-134,The record for men s    m sprints,0.0149,INEX_XER-134,record sprinters in men s     metres sprint,0.0526,INEX_XER-134,Record breaking sprinters in the men s    m sprint,0.1,INEX_XER-134,record sprinters in men  s     meter sprints,0.1,INEX_XER-134,record setting in men s     meter printers,0.0256,INEX_XER-134,The men s     meter sprinters,0.1111,INEX_XER-134,male runners in the     meters,0.0103
INEX_XER-135,professional baseball team in Japan,1.0,INEX_XER-135,Japanese professional baseball team,1.0,INEX_XER-135,Japanese professional baseball team,1.0,INEX_XER-135,Professional baseball team in Japan,1.0,INEX_XER-135,Japanese professional baseball team,1.0,INEX_XER-135,professional baseball team in Japan,1.0,INEX_XER-135,Professional baseball team in Japan,1.0,INEX_XER-135,professional baseball team in Japan,1.0,INEX_XER-135,professional football team in Japan,0.5,INEX_XER-135,Professional baseball team in Japan,1.0,INEX_XER-135,professional baseball team in Japan,1.0
INEX_XER-136,Japanese players in Major League Baseball,1.0,INEX_XER-136,Japanese baseball players,0.3333,INEX_XER-136,Japanese Major League Baseball player,1.0,INEX_XER-136,Japanese baseball players in the majors,1.0,INEX_XER-136,Japanese players in Major League Baseball,1.0,INEX_XER-136,Japanese Major League Baseball player,1.0,INEX_XER-136,Japanese players in Major League Baseball,1.0,INEX_XER-136,Japanese players in the baseball league,1.0,INEX_XER-136,Japanese players in Major League Baseball,1.0,INEX_XER-136,Japanese players in Major League Baseball,1.0,INEX_XER-136,Japanese players in major league baseball,1.0
INEX_XER-138,National Parks East Coast Canada US,0.5,INEX_XER-138,National parks  the east coast of Canada  the United States,0.25,INEX_XER-138,National Park on the east coast of Canada,1.0,INEX_XER-138,National parks east coast Canada United States,0.25,INEX_XER-138,National parks along the east coast of Canada,0.3333,INEX_XER-138,National parks on the east coast of Canada United States,0.25,INEX_XER-138,National parks east coast of Canada US,0.5,INEX_XER-138,National parks of the Eastern coast of Canada,1.0,INEX_XER-138,The U S  Canadian East Coast National Park,0.3333,INEX_XER-138,National parks east coast Canada United States,0.25,INEX_XER-138,National Parks on the East Coast of Canada,1.0
INEX_XER-139,Films directed by Akira Kurosawa,1.0,INEX_XER-139,Directed by Akira Kurosawa,0.5,INEX_XER-139,A film directed by Akira Kurosa,0.3333,INEX_XER-139,Movies directed by Akira Kurosawa,1.0,INEX_XER-139,Films directed by Akira Kurosawa,1.0,INEX_XER-139,Films directed by Akira Kurosawa,1.0,INEX_XER-139,Films by Akira Kurosawa,1.0,INEX_XER-139,Films by director Akira Kurosava,0.5,INEX_XER-139,Film directed by Akira Kurosawa,1.0,INEX_XER-139,The film was directed by Agra Kurozawa,0.0,INEX_XER-139,Movies directed by Akira Kurosawa,1.0
INEX_XER-140,Airports in Germany,1.0,INEX_XER-140,German airports,1.0,INEX_XER-140,Airport in Germany,1.0,INEX_XER-140,Airports in Germany,1.0,INEX_XER-140,German airports,1.0,INEX_XER-140,Germany s airports,0.3333,INEX_XER-140,Airport in Germany,1.0,INEX_XER-140,German airports,1.0,INEX_XER-140,Airport in Germany,1.0,INEX_XER-140,Airports in Germany,1.0,INEX_XER-140,Airports in Germany,1.0
INEX_XER-141,Universities in Catalunya,1.0,INEX_XER-141,The University of Catalonia,1.0,INEX_XER-141,The University of Catalonia,1.0,INEX_XER-141,Universities in Catalonia,1.0,INEX_XER-141,Catalan universities,1.0,INEX_XER-141,Universities in Catalonia,1.0,INEX_XER-141,Higher education in Catalonia,0.5,INEX_XER-141,Universities of Catalonia,1.0,INEX_XER-141,University of Catalonia,1.0,INEX_XER-141,The number of universities in Catalonia is about one third of the population,0.5,INEX_XER-141,Universities in Catalonia,1.0
INEX_XER-143,Hanseatic league in Germany in the Netherlands Circle,0.1667,INEX_XER-143,The German Hanseatic League  the Dutch Circuit,0.2,INEX_XER-143,The Hanseatic League in Germany  the Dutch circle,0.1,INEX_XER-143,The Hanseatic League in Germany in the Dutch division,0.1667,INEX_XER-143,The Hans Liga in Germany in the Netherlands,0.0012,INEX_XER-143,Hanseatic League in Germany in the Dutch circle,0.1,INEX_XER-143,The Hanselliga in Germany in the Dutch circuit,0.0,INEX_XER-143,The Hanseatic League in Germany in the Netherlands,0.25,INEX_XER-143,Hanseatic League in Germany in the Dutch Circle,0.1,INEX_XER-143,The Hanseatic League in Germany in the Netherlands,0.25,INEX_XER-143,The Hanseatic League in Germany in the Netherlands Circle,0.1667
INEX_XER-144,chess world champions,1.0,INEX_XER-144,The world chess champion,1.0,INEX_XER-144,World chess champion,1.0,INEX_XER-144,World chess champion,1.0,INEX_XER-144,World chess champions,1.0,INEX_XER-144,champions of the world chess,1.0,INEX_XER-144,World chess champion,1.0,INEX_XER-144,World chess champions,1.0,INEX_XER-144,World chess champion,1.0,INEX_XER-144,World chess champions,1.0,INEX_XER-144,world chess heroes,0.5
