qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
INEX_XER-122,Movies with eight or more Academy Awards,0.027,2,backtranslation_arb_arab,0.0476,Movies that have won eight or more Academy Awards,backtranslation_tam_taml,0.0312,The film won eight or more Academy Awards,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-123,FIFA world cup national team winners since 1974,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-124,Novels that won the Booker Prize,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-125,countries which have won the FIFA world cup,0.25,5,backtranslation_arb_arab,0.3333,Countries that have won the FIFA World Cup,backtranslation_fra_latn,0.3333,countries that have won the FIFA World Cup,backtranslation_deu_latn,0.3333,Countries that have won the FIFA World Cup,backtranslation_zsm_latn,0.3333,countries that have won the FIFA World Cup,backtranslation_swh_latn,0.3333,countries that have won the FIFA World Cup,,,,,,,,,,,,,,,
INEX_XER-126,toy train manufacturers that are still in business,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-127,german female politicians,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-128,Bond girls,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-129,Science fiction book written in the 1980,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-130,Star Trek Captains,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-132,living nordic classical composers,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-133,EU countries,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-134,record-breaking sprinters in male 100-meter sprints,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-135,professional baseball team in Japan,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-136,Japanese players in Major League Baseball,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-138,National Parks East Coast Canada US,0.0357,9,backtranslation_kor_hang,1.0,National Park on the east coast of Canada,backtranslation_rus_cyrl,1.0,National parks of the Eastern coast of Canada,backtranslation_swh_latn,1.0,National Parks on the East Coast of Canada,backtranslation_pes_arab,0.3333,National parks along the east coast of Canada,backtranslation_zsm_latn,0.25,The U S  Canadian East Coast National Park,backtranslation_yue_hant,0.2,National parks  the east coast of Canada  the United States,backtranslation_arb_arab,0.2,National parks east coast Canada United States,backtranslation_fra_latn,0.2,National parks on the east coast of Canada United States,backtranslation_tam_taml,0.2,National parks east coast Canada United States,,,
INEX_XER-139,Films directed by Akira Kurosawa,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-140,Airports in Germany,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-141,Universities in Catalunya,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-143,Hanseatic league in Germany in the Netherlands Circle,0.2,2,backtranslation_rus_cyrl,0.3333,The Hanseatic League in Germany in the Netherlands,backtranslation_tam_taml,0.3333,The Hanseatic League in Germany in the Netherlands,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-144,chess world champions,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_XER-147,Chemical elements that are named after people,0.0714,5,backtranslation_yue_hant,0.0769,Chemical elements are named after humans,backtranslation_kor_hang,0.0769,The chemical elements named after humans,backtranslation_deu_latn,0.0769,Chemical elements named after humans,backtranslation_rus_cyrl,0.0769,Chemical elements named after humans,backtranslation_zsm_latn,0.0769,Chemical elements named after humans,,,,,,,,,,,,,,,
QALD2_te-1,Which German cities have more than 250000 inhabitants?,0.0303,6,backtranslation_yue_hant,1.0,Which city in Germany has more than         people,backtranslation_pes_arab,0.5,Which German cities have a population of more than,backtranslation_zsm_latn,0.25,Which city in Germany has more than        inhabitants,backtranslation_arb_arab,0.1111,What German city has more than         inhabitants,backtranslation_fra_latn,0.1,Which German cities have more than         inhabitants,backtranslation_kor_hang,0.0312,Are German cities cities with a population of over,,,,,,,,,,,,
QALD2_te-2,Who was the successor of John F. Kennedy?,0.0,9,backtranslation_kor_hang,0.0028,Who was John F  Kennedy s successor,backtranslation_arb_arab,0.0028,Who was John F  Kennedy s successor,backtranslation_pes_arab,0.0028,Who was John F  Kennedy s successor,backtranslation_fra_latn,0.0028,Who was John F  Kennedy s successor,backtranslation_deu_latn,0.0028,Who was John F  Kennedy s successor,backtranslation_rus_cyrl,0.0028,Who was John F  Kennedy s successor,backtranslation_swh_latn,0.0028,Who was John F  Kennedy s successor,backtranslation_yue_hant,0.0012,Who was John Kennedy s successor,backtranslation_tam_taml,0.0012,Who is next to John F  Kennedy,,,
QALD2_te-3,Who is the mayor of Berlin?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-5,What is the second highest mountain on Earth?,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-6,Give me all professional skateboarders from Sweden.,0.125,4,backtranslation_yue_hant,1.0,To all the professional skateboarders from Sweden,backtranslation_kor_hang,0.3333,Give me all the Swedish professional skateboards,backtranslation_pes_arab,0.3333,Give me all the Swedish professional skateboards,backtranslation_fra_latn,0.2,Give me all the professional skateboarders in Sweden,,,,,,,,,,,,,,,,,,
QALD2_te-8,To which countries does the Himalayan mountain system extend?,0.5,3,backtranslation_yue_hant,1.0,Which country is the Himalayas,backtranslation_pes_arab,1.0,To what countries does the Himalayas extend,backtranslation_fra_latn,1.0,In what countries is the Himalayan mountain system extended,,,,,,,,,,,,,,,,,,,,,
QALD2_te-9,Give me a list of all trumpet players that were bandleaders.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-11,Who is the Formula 1 race driver with the most races?,0.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-12,Give me all world heritage sites designated within the past five years.,0.0476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-13,Who is the youngest player in the Premier League?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-14,Give me all members of Prodigy.,0.0909,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-15,What is the longest river?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-17,Give me all cars that are produced in Germany.,0.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-19,Give me all people that were born in Vienna and died in Berlin.,0.0185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-21,What is the capital of Canada?,0.0017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-22,Who is the governor of Texas?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-24,Who was the father of Queen Elizabeth II?,0.0323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-25,Which U.S. state has been admitted latest?,0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-27,Sean Parnell is the governor of which U.S. state?,0.5,2,backtranslation_fra_latn,1.0,Sean Parnell is the governor of what state,backtranslation_rus_cyrl,1.0,Sean Parnell is governor of what state,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-28,Give me all movies directed by Francis Ford Coppola.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-29,Give me all actors starring in movies directed by and starring William Shatner.,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-31,Give me all current Methodist national leaders.,0.25,1,backtranslation_tam_taml,0.3333,Give me all the current national leaders of the Methodist Church,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-33,Give me all Australian nonprofit organizations.,0.0357,3,backtranslation_tam_taml,0.0714,Give me the Australian non profit,backtranslation_kor_hang,0.0588,Listen to all the non profit organizations in Australia,backtranslation_fra_latn,0.0435,Give me all the Australian non profit organizations,,,,,,,,,,,,,,,,,,,,,
QALD2_te-34,In which military conflicts did Lawrence of Arabia participate?,0.25,4,backtranslation_yue_hant,1.0,What war did Lawrence of Arabia fight,backtranslation_arb_arab,0.5,In what military conflicts was Lawrence of Arabia involved,backtranslation_deu_latn,0.5,In what military conflicts was Lawrence of Arabia involved,backtranslation_zsm_latn,0.5,In what military conflict was Lawrence of Arabia involved,,,,,,,,,,,,,,,,,,
QALD2_te-35,Who developed Skype?,0.3333,1,backtranslation_tam_taml,0.5,Who created Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-39,Give me all companies in Munich.,0.003,1,backtranslation_yue_hant,1.0,And all the companies in Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-40,List all boardgames by GMT.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-41,Who founded Intel?,0.025,2,backtranslation_pes_arab,0.5,Founded the Intel,backtranslation_tam_taml,0.0312,Who is the founder of Intel,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-42,Who is the husband of Amanda Palmer?,0.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-43,Give me all breeds of the German Shepherd dog.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-44,Which cities does the Weser flow through?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-45,Which countries are connected by the Rhine?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-46,Which professional surfers were born on the Philippines?,0.0526,8,backtranslation_kor_hang,0.5,Who are the Filipino born professional surfers,backtranslation_tam_taml,0.25,What professional surfer was born in the Philippines,backtranslation_deu_latn,0.1667,What kind of professional surfers are born in the Philippines,backtranslation_pes_arab,0.0909,What professional surfers were born in the Philippines,backtranslation_rus_cyrl,0.0909,What professional surfers were born in the Philippines,backtranslation_yue_hant,0.0714,Who is a professional surfer born in the Philippines,backtranslation_swh_latn,0.0714,Where are the professional surfers born in the Philippines,backtranslation_fra_latn,0.0588,What kind of professional surfers were born in the Philippines,,,,,,
QALD2_te-48,In which UK city are the headquarters of the MI6?,0.0033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-49,Which other weapons did the designer of the Uzi develop?,0.3333,3,backtranslation_pes_arab,0.5,What other weapons did designer Uzi make,backtranslation_rus_cyrl,0.5,What other weapons did Uzi design,backtranslation_zsm_latn,0.5,Another weapon designed by Uzi,,,,,,,,,,,,,,,,,,,,,
QALD2_te-51,Give me all Frisian islands that belong to the Netherlands.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-53,What is the ruling party in Lisbon?,0.0012,5,backtranslation_fra_latn,0.0222,What is the party in power in Lisbon,backtranslation_zsm_latn,0.0222,What party is in power in Lisbon,backtranslation_yue_hant,0.0127,What is the political party in Lisbon,backtranslation_rus_cyrl,0.0031,What party in Lisbon,backtranslation_pes_arab,0.0015,Who is the ruling party in Lisbon,,,,,,,,,,,,,,,
QALD2_te-55,Which Greek goddesses dwelt on Mount Olympus?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-57,Give me the Apollo 14 astronauts.,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-58,What is the time zone of Salt Lake City?,0.0222,5,backtranslation_kor_hang,0.05,What s the time zone in Salt Lake City,backtranslation_pes_arab,0.05,What s the time zone in Salt Lake City,backtranslation_fra_latn,0.05,What s the time zone in Salt Lake City,backtranslation_deu_latn,0.05,What s the time zone of Salt Lake City,backtranslation_zsm_latn,0.05,What s the time zone in Salt Lake City,,,,,,,,,,,,,,,
QALD2_te-59,Which U.S. states are in the same timezone as Utah?,0.0,4,backtranslation_kor_hang,0.0027,Which US states are in the same time zone as Utah,backtranslation_fra_latn,0.0027,Which US states are in the same time zone as Utah,backtranslation_zsm_latn,0.0018,Which state in the United States is in the same time zone as Utah,backtranslation_tam_taml,0.0012,Which states are in the same time zone as Utah,,,,,,,,,,,,,,,,,,
QALD2_te-60,Give me a list of all lakes in Denmark.,0.0111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-63,Give me all Argentine films.,0.1667,7,backtranslation_yue_hant,0.2,Give me all the Argentine movies,backtranslation_kor_hang,0.2,Give me all the Argentine movies,backtranslation_arb_arab,0.2,Give me all the Argentine movies,backtranslation_pes_arab,0.2,Give me all the Argentine movies,backtranslation_deu_latn,0.2,Give me all the Argentine movies,backtranslation_zsm_latn,0.2,Give me all the Argentine movies,backtranslation_swh_latn,0.2,Give me all the Argentine movies,,,,,,,,,
QALD2_te-64,Give me all launch pads operated by NASA.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-65,Which instruments did John Lennon play?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-66,Which ships were called after Benjamin Franklin?,0.0625,10,backtranslation_fra_latn,0.1667,Which ships were named after Benjamin Franklin,backtranslation_deu_latn,0.1667,Which ships were named after Benjamin Franklin,backtranslation_tam_taml,0.1429,What ships were named after Benjamin Franklin,backtranslation_swh_latn,0.1429,What ships were named after Benjamin Franklin,backtranslation_pes_arab,0.1111,What ships are named after Benjamin Franklin,backtranslation_yue_hant,0.1,Which ship is named after Benjamin Franklin,backtranslation_kor_hang,0.1,Which ships are named after Benjamin Franklin,backtranslation_arb_arab,0.1,Which ship is named after Benjamin Franklin,backtranslation_rus_cyrl,0.1,Which ships are named after Benjamin Franklin,backtranslation_zsm_latn,0.1,Which ship is named after Benjamin Franklin
QALD2_te-67,Who are the parents of the wife of Juan Carlos I?,0.0833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-72,In which U.S. state is Area 51 located?,0.0013,1,backtranslation_swh_latn,0.0015,In which U S  state is the   st District,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-75,Which daughters of British earls died in the same place they were born in?,0.0189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-76,List the children of Margaret Thatcher.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-77,Who was called Scarface?,0.0714,7,backtranslation_yue_hant,0.5,Who is Scarface,backtranslation_kor_hang,0.5,Who was Scarface,backtranslation_arb_arab,0.5,Who was Scarface,backtranslation_fra_latn,0.5,Who was Scarface,backtranslation_deu_latn,0.5,Who was Scarface,backtranslation_rus_cyrl,0.1,Who was Scarface s name,backtranslation_swh_latn,0.1,Who was Scarface s name,,,,,,,,,
QALD2_te-80,Give me all books by William Goldman with more than 300 pages.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-81,Which books by Kerouac were published by Viking Press?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-82,Give me a list of all American inventions.,0.0099,2,backtranslation_kor_hang,0.0455,Give me a list of American inventions,backtranslation_tam_taml,0.0455,Give me a list of American inventions,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-84,Who created the comic Captain America?,0.3333,3,backtranslation_arb_arab,0.5,Who created the comic book Captain America,backtranslation_fra_latn,0.5,Who created the Captain America comic book,backtranslation_deu_latn,0.5,Who created the comic book Captain America,,,,,,,,,,,,,,,,,,,,,
QALD2_te-86,What is the largest city in Australia?,0.0182,1,backtranslation_deu_latn,1.0,Which city is the largest in Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-87,Who composed the music for Harold and Maude?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-88,Which films starring Clint Eastwood did he direct himself?,0.5,2,backtranslation_fra_latn,1.0,What films with Clint Eastwood did he direct himself,backtranslation_swh_latn,1.0,What films with Clint Eastwood did he direct himself,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-89,In which city was the former Dutch queen Juliana buried?,0.2,3,backtranslation_fra_latn,0.5,In what city was the former Dutch Queen Juliana buried,backtranslation_zsm_latn,0.5,Where is the former Dutch queen Juliana buried,backtranslation_swh_latn,0.25,In what city was the former Queen Juliana of the Netherlands buried,,,,,,,,,,,,,,,,,,,,,
QALD2_te-90,Where is the residence of the prime minister of Spain?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-91,Which U.S. State has the abbreviation MN?,0.0769,9,backtranslation_yue_hant,0.5,Which state in the U S  has an abbreviation MN,backtranslation_pes_arab,0.5,Which state in the U S  has the abbreviation MN,backtranslation_deu_latn,0.5,Which state in the U S  has the abbreviation MN,backtranslation_rus_cyrl,0.5,Which U S  state has the abbreviation MN,backtranslation_arb_arab,0.3333,What U S  state has an abbreviation MN,backtranslation_tam_taml,0.3333,What U S  state has the abbreviation MN,backtranslation_fra_latn,0.25,Which US state has the abbreviation MN,backtranslation_kor_hang,0.2,In which state in the United States is MN abbreviated,backtranslation_zsm_latn,0.1429,Which state in the United States has the abbreviation MN,,,
QALD2_te-92,Show me all songs from Bruce Springsteen released between 1980 and 1990.,0.5,1,backtranslation_tam_taml,1.0,Show me all the songs by Bruce Springsteen released between      and,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-93,Which movies did Sam Raimi direct after Army of Darkness?,0.5,7,backtranslation_yue_hant,1.0,What movies did Sam Raimi direct after the Dark Ages,backtranslation_arb_arab,1.0,What movies did Sam Raimi direct after Dark Army,backtranslation_fra_latn,1.0,What movies did Sam Raimi direct after Army of Darkness,backtranslation_deu_latn,1.0,What movies did Sam Raimi direct at Army of Darkness,backtranslation_rus_cyrl,1.0,What movies did Sam Raimi direct after the Army of Darkness,backtranslation_tam_taml,1.0,What movies did Sam Raimi direct after the Army went dark,backtranslation_swh_latn,1.0,What movies did Sam Raimi direct after the Army of Darkness,,,,,,,,,
QALD2_te-95,Who wrote the lyrics for the Polish national anthem?,0.0833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-97,Who painted The Storm on the Sea of Galilee?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-98,Which country does the creator of Miffy come from?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-99,For which label did Elvis record his first album?,0.037,1,backtranslation_yue_hant,0.0385,For which record label did Elvis record his first album,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-100,Who produces Orangina?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-1,Give me all female Russian astronauts.,0.25,1,backtranslation_kor_hang,0.3333,Call all the Russian women astronauts,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-3,Who is the daughter of Bill Clinton married to?,0.004,9,backtranslation_arb_arab,0.0133,Who s Bill Clinton s married daughter,backtranslation_yue_hant,0.0112,Who married Bill Clinton s daughter,backtranslation_fra_latn,0.0112,Who is Bill Clinton s daughter married to,backtranslation_deu_latn,0.0112,Who is Bill Clinton s daughter married to,backtranslation_zsm_latn,0.0112,Who is Bill Clinton s daughter married to,backtranslation_tam_taml,0.0112,Who married Bill Clinton s daughter,backtranslation_swh_latn,0.0112,Who is Bill Clinton s daughter married to,backtranslation_pes_arab,0.0049,Who did Bill Clinton s daughter marry,backtranslation_rus_cyrl,0.0049,Who did Bill Clinton s daughter marry,,,
QALD2_tr-4,Which river does the Brooklyn Bridge cross?,0.25,2,backtranslation_arb_arab,0.5,Which river crosses the Brooklyn Bridge,backtranslation_zsm_latn,0.5,Which river is the Brooklyn Bridge,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-6,Where did Abraham Lincoln die?,0.0625,1,backtranslation_tam_taml,0.2,Abraham Lincoln died in what place,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-8,Which states of Germany are governed by the Social Democratic Party?,0.1667,6,backtranslation_yue_hant,1.0,Which state in Germany is ruled by the Social Democratic Party,backtranslation_kor_hang,1.0,Which states in Germany are ruled by the Social Democratic Party,backtranslation_arb_arab,1.0,Which states of Germany are ruled by the Social Democratic Party,backtranslation_fra_latn,1.0,Which states in Germany are ruled by the Social Democratic Party,backtranslation_tam_taml,1.0,Which states of Germany are ruled by the Social Democratic Party,backtranslation_deu_latn,0.5,Which states are ruled by the Social Democratic Party,,,,,,,,,,,,
QALD2_tr-9,Which U.S. states possess gold minerals?,0.02,7,backtranslation_arb_arab,0.25,Which US states have gold minerals,backtranslation_kor_hang,0.2,Which US states have gold mines,backtranslation_yue_hant,0.0588,Which state in the United States has gold,backtranslation_zsm_latn,0.0385,Which country in the United States has gold minerals,backtranslation_fra_latn,0.0303,Which states own gold minerals,backtranslation_deu_latn,0.0217,Which U S  states have gold minerals,backtranslation_rus_cyrl,0.0217,Which U S  states have gold minerals,,,,,,,,,
QALD2_tr-10,In which country does the Nile start?,0.0053,7,backtranslation_deu_latn,0.0588,Which country is the beginning of the Nile,backtranslation_tam_taml,0.0357,What country does the Nile begin in,backtranslation_swh_latn,0.0357,From what country does the Nile begin,backtranslation_yue_hant,0.027,From which country does the Nile begin,backtranslation_arb_arab,0.0233,In which country does the Nile begin,backtranslation_pes_arab,0.0233,In which country does the Nile begin,backtranslation_kor_hang,0.0189,Which country does the Nile River start in,,,,,,,,,
QALD2_tr-11,Which countries have places with more than two caves?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-13,Which classis does the Millepede belong to?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-15,Who created Goofy?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-16,Give me the capitals of all countries in Africa.,0.0012,3,backtranslation_kor_hang,0.002,Tell me the capitals of every country in Africa,backtranslation_swh_latn,0.0019,Give me the capital of all African countries,backtranslation_yue_hant,0.0015,Give me the capitals of every African country,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-17,Give me all cities in New Jersey with more than 100000 inhabitants.,0.0476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-18,Which museum exhibits The Scream by Munch?,0.0066,5,backtranslation_swh_latn,0.0244,What museum is the  Munch Confession,backtranslation_fra_latn,0.0093,What museum is showing Munch s Cry,backtranslation_deu_latn,0.0084,Which museum is showing  The Scream of Munch,backtranslation_zsm_latn,0.0084,Which museum is showing The Scream by Munch,backtranslation_yue_hant,0.0078,Which museum has Munch s  Screaming,,,,,,,,,,,,,,,
QALD2_tr-21,Which states border Illinois?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-22,In which country is the Limerick Lake?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-23,Which television shows were created by Walt Disney?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-24,Which mountain is the highest after the Annapurna?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-25,In which films directed by Garry Marshall was Julia Roberts starring?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-26,Which bridges are of the same type as the Manhattan Bridge?,0.0909,5,backtranslation_kor_hang,0.3333,The same type of bridge as the Manhattan Bridge,backtranslation_yue_hant,0.25,Which bridge is the same as the Manhattan Bridge,backtranslation_zsm_latn,0.25,Which bridge is the same as the Manhattan Bridge,backtranslation_arb_arab,0.2,What bridges are the same as the Manhattan Bridge,backtranslation_rus_cyrl,0.1429,What kind of bridge is the same as the Manhattan Bridge,,,,,,,,,,,,,,,
QALD2_tr-28,Which European countries have a constitutional monarchy?,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-29,Which awards did WikiLeaks win?,0.3333,2,backtranslation_deu_latn,1.0,What awards has WikiLeaks won,backtranslation_zsm_latn,0.5,Which prize has won WikiLeaks,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-30,Which state of the USA has the highest population density?,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-31,What is the currency of the Czech Republic?,0.1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-32,Which countries in the European Union adopted the Euro?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-34,Which countries have more than two official languages?,0.2,5,backtranslation_yue_hant,0.25,Which country has more than two official languages,backtranslation_rus_cyrl,0.25,In which countries are there more than two official languages,backtranslation_zsm_latn,0.25,Which country has more than two official languages,backtranslation_tam_taml,0.25,In which countries there are more than two official languages,backtranslation_swh_latn,0.25,In which countries are more than two official languages,,,,,,,,,,,,,,,
QALD2_tr-35,Who is the owner of Universal Studios?,0.0032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-36,Through which countries does the Yenisei river flow?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-38,Which monarchs of the United Kingdom were married to a German?,0.0156,6,backtranslation_arb_arab,0.0625,Which queen of the United Kingdom married a German,backtranslation_zsm_latn,0.0333,Which kings in the United Kingdom marry a German,backtranslation_rus_cyrl,0.0217,Which British monarchs were married to a German,backtranslation_yue_hant,0.0189,Which king of England married a German,backtranslation_kor_hang,0.0189,Which kings of England married Germans,backtranslation_pes_arab,0.0189,Which kings of England married a German,,,,,,,,,,,,
QALD2_tr-40,What is the highest mountain in Australia?,0.1667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-41,Give me all soccer clubs in Spain.,0.0019,10,backtranslation_arb_arab,0.0123,Give me every football club in Spain,backtranslation_swh_latn,0.0123,Give me every football club in Spain,backtranslation_yue_hant,0.0072,Give me all the football clubs in Spain,backtranslation_fra_latn,0.0072,Give me all the football clubs in Spain,backtranslation_deu_latn,0.0072,Give me all the football clubs in Spain,backtranslation_rus_cyrl,0.0072,Give me all the football clubs in Spain,backtranslation_zsm_latn,0.0072,Give me all the football clubs in Spain,backtranslation_tam_taml,0.0072,Give me all the football clubs in Spain,backtranslation_kor_hang,0.0043,Give me all the Spanish football clubs,backtranslation_pes_arab,0.0043,Give me all the Spanish football clubs
QALD2_tr-42,What are the official languages of the Philippines?,0.1429,1,backtranslation_rus_cyrl,1.0,What are the official languages spoken in the Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-43,Who is the mayor of New York City?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-44,Who designed the Brooklyn Bridge?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-45,Which telecommunications organizations are located in Belgium?,0.5,3,backtranslation_rus_cyrl,1.0,What telecommunications organisations are located in Belgium,backtranslation_zsm_latn,1.0,Which telecommunications company is located in Belgium,backtranslation_swh_latn,1.0,What are the telephone companies in Belgium,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-47,What is the highest place of Karakoram?,0.25,4,backtranslation_arb_arab,1.0,What s the highest place in Karakoram,backtranslation_zsm_latn,0.5,What is the highest point in Karakoram,backtranslation_tam_taml,0.5,What is the highest point in Karakoram,backtranslation_swh_latn,0.5,What is the highest point in Karakoram,,,,,,,,,,,,,,,,,,
