qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.recip_rank
372,Native American casino,1.0,372,Native American casinos,1.0,372,Native American casino,1.0,372,A real American casino,0.1,372,Native American casinos,1.0,372,American casino,1.0,372,A local American casino,1.0,372,Native American casino,1.0,372,The original American casino,1.0,372,Native American casino,1.0,372,A native American casino,1.0
373,encryption equipment export,1.0,373,Exporting the encrypted device,1.0,373,Export of cryptographic equipment,0.5,373,Exporting encryption equipment,1.0,373,Export of encryption equipment,1.0,373,export of encryption equipment,1.0,373,Exports of encryption devices,1.0,373,Export of encryption,1.0,373,export coding equipment,0.0323,373,Export of encryption equipment,1.0,373,outside of encryption equipment,0.2
374,Nobel prize winners,1.0,374,The Nobel Prize winner,1.0,374,Nobel Prize winner,1.0,374,The Nobel Prize winners,1.0,374,The Nobel Prize winners,1.0,374,Nobel Prize for his work,1.0,374,Nobel laureates,1.0,374,Nobel laureates,1.0,374,The Nobel Prize winner,1.0,374,The Nobel Prize winners,1.0,374,The Nobel Prize winners,1.0
375,hydrogen energy,0.5,375,Energy,0.1667,375,Hydrogen energy,0.5,375,Hydrogen energy,0.5,375,Hydrogen energy,0.5,375,hydrogen energy,0.5,375,Hydrogen energy,0.5,375,hydro energy,0.0172,375,Hydrogen energy,0.5,375,Hydrogen energy,0.5,375,hydrogen energy,0.5
376,World Court,0.3333,376,The World Court,0.3333,376,The World Court,0.3333,376,The World Court,0.3333,376,The World Court,0.3333,376,The World Court,0.3333,376,Court of Justice,0.0125,376,The World Court,0.3333,376,The World Court,0.3333,376,The World Court,0.3333,376,The World Court,0.3333
377,cigar smoking,1.0,377,I smoke,0.5,377,Smoking is a big deal,0.0833,377,Smoking,0.0192,377,Smoking is a big deal,0.0833,377,smoking cigarettes,0.0556,377,Smoking of cigars,1.0,377,Smoking a cigar,1.0,377,Smoking,0.0192,377,tobacco,0.0294,377,smoking,0.0192
378,euro opposition,0.0256,378,The euro is opposite,0.0256,378,The Euro against,0.0435,378,Opposition to the European Union,0.125,378,Opposition to the euro,0.0256,378,Opposition to the euro,0.0256,378,The euro resistance,0.0135,378,The opposition to the euro,0.0256,378,against the euro,0.0435,378,Anti euro,0.0169,378,opposition to the euro,0.0256
379,mainstreaming,0.3333,379,It s a combination,0.0,379,Integration,0.0141,379,The integration,0.0141,379,Continuous,0.0,379,The integration,0.0141,379,The Commission shall adopt a decision on the implementation of the programme,0.0,379,integration,0.0141,379,control,0.0,379,spread,0.0,379,to introduce,0.0
380,obesity medical treatment,0.5,380,Obesity treatment,1.0,380,Medical Treatment for Obesity,0.5,380,Medical treatment for obesity,0.5,380,Medical treatment for obesity,0.5,380,medical treatment of obesity,0.5,380,Medical treatment of obesity,0.5,380,medical treatment of obesity,0.5,380,medical treatment of obesity,0.5,380,Obesity is a medical condition,1.0,380,treatment of a terminal illness,0.0
381,alternative medicine,1.0,381,Alternative medicine is a medical science,0.1429,381,What medicines,0.0323,381,Alternative medicine,1.0,381,Alternative medicine,1.0,381,alternative medicine,1.0,381,Alternative medicine,1.0,381,alternative medicine,1.0,381,Alternative medicines,1.0,381,alternative medicine,1.0,381,alternative medicine,1.0
382,hydrogen fuel automobiles,1.0,382,Fuel cars,0.5,382,Hydrogen fuel cars,1.0,382,Hydrogen powered cars,1.0,382,Hydrogen fuel vehicles,1.0,382,hydrogen fuel vehicles,1.0,382,Hydrogen vehicles,1.0,382,hydrogen fuel vehicles,1.0,382,hydrogen fuel vehicles,1.0,382,Hydrogen Fuel Vehicles,1.0,382,hydrogen fuel vehicles,1.0
383,mental illness drugs,0.3333,383,Psychiatric drugs,1.0,383,Mental health and drug abuse,0.1111,383,Drugs are mental ill,0.3333,383,Drugs are a mental illness,0.3333,383,medicines for mental illness,0.2,383,Medicinal products for the treatment of mental illness,0.3333,383,drugs for mental illness,0.3333,383,medicines for mental illness,0.2,383,Mental health medicines,0.1,383,drugs,0.0189
384,space station moon,0.5,384,The moon is the space station,0.5,384,The moon at the space station,0.5,384,The moon space station,0.5,384,The lunar space station,0.25,384,the lunar space station,0.25,384,Space station to the Moon,0.5,384,The moon of the space station,0.5,384,The lunar space station,0.25,384,Space Station Moon,0.5,384,The lunar space station,0.25
385,hybrid fuel cars,1.0,385,Hybrid vehicles,1.0,385,Hybrid fuel car,1.0,385,Fuel cars are homeless,0.0238,385,Combined fuel vehicles,1.0,385,hybrid fuel cars,1.0,385,Hybrid vehicles,1.0,385,hybrid fuel vehicles,1.0,385,hybrid fuel,1.0,385,Hybrid fuel vehicles,1.0,385,hybrid fuel vehicles,1.0
386,teaching disabled children,0.25,386,Learning disabled children,0.0833,386,Education for Children with Disabilities,0.05,386,Education of children with disabilities,0.05,386,Education of handicapped children,0.3333,386,education of disabled children,0.05,386,Education for children with disabilities,0.05,386,education of children with disabilities,0.05,386,teaching disabled children,0.25,386,Teaching Children with Disabilities,0.25,386,teaching disabled children,0.25
387,radioactive waste,0.5,387,Radioactive waste,0.5,387,Radioactive waste,0.5,387,Radioactive waste,0.5,387,The radiation,0.0196,387,radioactive waste,0.5,387,radioactive waste,0.5,387,radioactive waste,0.5,387,Radioactive waste,0.5,387,Radiation waste,0.5,387,Radioactive fuel,0.25
388,organic soil enhancement,0.0769,388,Organic soil is growing,1.0,388,Organic Soil Promotion,0.0714,388,Organic soil reinforcement,0.1667,388,Increased organic soil,0.5,388,organic improvement of soil,0.25,388,organic soil extraction,0.5,388,organic improvement of soil,0.25,388,organic soil increase,0.5,388,Organic Soil Development,1.0,388,strengthening organic soil,0.25
389,illegal technology transfer,1.0,389,Illegal transportation technology,0.0233,389,Illegal technology transfer,1.0,389,Illegal technology transfer,1.0,389,Illegal technology transfer,1.0,389,illegal transfer of technology,1.0,389,Illegal technology transfer,1.0,389,illegal transfer of technology,1.0,389,Illegal technology transfer,1.0,389,Illegal technology exchange,1.0,389,Illegal technology transfer,1.0
390,orphan drugs,1.0,390,Orphan medicine,0.5,390,Orphan drug,1.0,390,Orphan drugs,1.0,390,Orphan drugs,1.0,390,orphan drugs,1.0,390,Orphans,0.25,390,drugs for orphans,1.0,390,orphan drug,1.0,390,Orphan medicines,0.5,390,medicines for orphans,0.5
391,R&D drug prices,1.0,391,The cost of drug development,1.0,391,Research and development drug prices,1.0,391,Research and development prices,0.5,391,Costs of drug research and development,1.0,391,Drug prices in R D,1.0,391,Price of medicinal products,0.2,391,R D prices,0.25,391,R D costs of medicines,1.0,391,Pharmaceutical R   D prices,1.0,391,R D drug prices,1.0
392,robotics,1.0,392,The robot,1.0,392,The robot,1.0,392,The robots,1.0,392,The robot,1.0,392,The robotics,1.0,392,Other machinery,0.0149,392,robotics,1.0,392,Robotics,1.0,392,Robots,1.0,392,The robot,1.0
393,mercy killing,1.0,393,Mercy is killing,1.0,393,Murder of mercy,0.3333,393,Killing the mercy,1.0,393,A mercy killing,1.0,393,murder of mercy,0.3333,393,Mercy,0.0588,393,mercy,0.0588,393,Killing the grace,0.0,393,The murder of compassion,0.0204,393,killing with mercy,1.0
394,home schooling,0.2,394,Family education,0.5,394,Home education,0.1667,394,Home schooling,0.2,394,Home schooling,0.2,394,home education,0.1667,394,Home,0.0012,394,home schooling,0.2,394,school at home,0.2,394,Home school,0.2,394,home education,0.1667
395,tourism,0.2,395,Travel,0.0053,395,Tourism,0.2,395,Tourism,0.2,395,Tourism,0.2,395,tourism,0.2,395,Tourism,0.2,395,Tourism,0.2,395,Tourism,0.2,395,tourism,0.2,395,Tourism,0.2
396,sick building syndrome,1.0,396,The syndrome of the sick room,0.5,396,The sick building syndrome,1.0,396,The syndrome of the disease,0.006,396,The sick building syndrome,1.0,396,sick building syndrome,1.0,396,Disease and building syndrome,0.0385,396,building syndrome,1.0,396,Building sickness syndrome,1.0,396,Ill building disease,0.2,396,building sickness,1.0
397,automobile recalls,0.1429,397,The car reminds me,0.0,397,Car recovery,0.0,397,Remembering the cars,0.0,397,The car inspector,0.0,397,car reminders,0.0,397,Car disabilities,0.0,397,Car reviews,0.0,397,return of the car,0.0029,397,Vehicle recall,0.5,397,remembering cars,0.0
398,dismantling Europe's arsenal,0.3333,398,To destroy the European arsenal,1.0,398,The dismantling of Europe s defenseless forces,0.2,398,Dismantling the arsenal of Europe,0.3333,398,The destruction of the European Armoury,0.04,398,dismantling of the European arsenal,0.0294,398,The Commission has asked the Commission to,0.0,398,The destruction of the European arsenal,0.0667,398,breaking up the European weapons,0.0526,398,The European arsenal was destroyed,1.0,398,the destruction of European weapons,0.3333
399,oceanographic vessels,0.5,399,Marine ships,0.02,399,The sea going ship,0.0093,399,The ocean ships,0.1,399,Oceanographic ships,1.0,399,ocean ships,0.1,399,Sea going vessels,0.1,399,oceanographic ships,1.0,399,oceanographic ships,1.0,399,Marine ships,0.02,399,ships of the sea,0.0066
400,Amazon rain forest,1.0,400,The Amazon rainforest,1.0,400,The Amazon rainforest,1.0,400,The Amazon rainforest,1.0,400,The Amazon rainforest,1.0,400,The Amazon Rainforest,1.0,400,The Amazon rainforest,1.0,400,The Amazon rainforest,1.0,400,The Amazon rainforest,1.0,400,The Amazon Rainforest,1.0,400,The Amazon rainforest,1.0
401,"foreign minorities, Germany",1.0,401,Foreign minorities  Germany,1.0,401,Foreign minorities  German,0.0769,401,Foreign minorities  Germany,1.0,401,Foreign minorities  Germany,1.0,401,Foreign minorities  Germany,1.0,401,Foreign minorities  Germany,1.0,401,foreign minorities  Germany,1.0,401,Foreign minority  German,0.0769,401,The foreign minorities  Germany,1.0,401,Foreign heads  Germany,0.25
402,behavioral genetics,1.0,402,Behavioral genetics is the key to this,1.0,402,Genetics of behavior,1.0,402,Behavioral inheritance,1.0,402,Behavioral genetics is,1.0,402,genetic behavior,1.0,402,The following is a summary of the results of the study,0.0018,402,genetics of behavior,1.0,402,Behavioral genetics,1.0,402,The study of behavior genetics,1.0,402,genetics behavior,1.0
403,osteoporosis,1.0,403,It s a bone marrow disease,0.0169,403,I have a bone fracture,1.0,403,The bone inflammation,0.0286,403,The Stoporosis,,403,osteoporosis,1.0,403,Osteoporosis,1.0,403,Osteoporosis,1.0,403,osteoporosis,1.0,403,fracture of the bone,1.0,403,bone disease,1.0
404,"Ireland, peace talks",0.2,404,Ireland  peace negotiations,0.3333,404,Ireland  peace negotiations,0.3333,404,Ireland  peace talks,0.2,404,Ireland  peace negotiations,0.3333,404,Ireland  peace negotiations,0.3333,404,The Commission s proposal for a directive on the protection of workers,0.0,404,Ireland  peace negotiations,0.3333,404,Ireland  peace negotiations,0.3333,404,Ireland  peace talks,0.2,404,Ireland  peace talks,0.2
405,cosmic events,0.2,405,The events of the universe,0.1667,405,The cosmic event,0.2,405,The events of the universe,0.1667,405,Cosmic events,0.2,405,cosmic events,0.2,405,Cosmic events,0.2,405,the space events,0.0556,405,cosmic events,0.2,405,Cosmic events,0.2,405,world events,0.0
406,Parkinson's disease,1.0,406,Parkinson s disease is a disease,1.0,406,Parkinson s disease is not a disease,1.0,406,Parkinson s disease is not a disease,1.0,406,Parkinson s disease is not a disease,1.0,406,Parkinson s disease is,1.0,406,Parkinson s disease is the most common cause of,1.0,406,Parkinson s disease is,1.0,406,Parkinson s disease is,1.0,406,Parkinson s disease,1.0,406,Parkinson s disease,1.0
407,"poaching, wildlife preserves",1.0,407,Hunting  wildlife protection,0.25,407,Protecting the Wildlife,1.0,407,Black hunting  saving wildlife,0.3333,407,Wild hunting  protecting wildlife,0.2,407,hunting  wildlife preservation,0.1667,407,Fisheries  fisheries and fisheries,1.0,407,poaching  wildlife conservation,1.0,407,hunting  wildlife conservation,0.5,407,Migration and Wildlife Conservation,0.0667,407,Animal husbandry  animal welfare,0.0038
408,tropical storms,1.0,408,Tropical storms,1.0,408,A tropical storm,1.0,408,Tropical storms,1.0,408,Tropical storms,1.0,408,tropical storms,1.0,408,Tropical storms,1.0,408,Tropical storms,1.0,408,tropical storm,1.0,408,Tropical storms,1.0,408,tropical storms,1.0
409,"legal, Pan Am, 103",1.0,409,The Law  Pan Am,0.0455,409,Law  Panama,0.0,409,Legal  Pan Am,0.3333,409,Law  Pan M,0.0041,409,The European Parliament  the European Parliament  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council and the Council,0.0,409,The Commission has informed the Commission,0.0,409,Law school  Panama,0.0,409,The law  Pan Am,0.0455,409,Law  Pan Am,0.0455,409,legal  Pan Am,0.3333
410,Schengen agreement,1.0,410,The Schengen Agreement,1.0,410,The Schengen Agreement,1.0,410,The Schengen Agreement,1.0,410,The Shanghai deal,0.0,410,The Schengen Agreement,1.0,410,The Schengen Agreement,1.0,410,The Schengen Agreement,1.0,410,The Schengen Agreement,1.0,410,The Schengen Agreement,1.0,410,The Schengen Agreement,1.0
411,"salvaging, shipwreck, treasure",1.0,411,Salvation  shipwrecks  treasures,0.5,411,Structure  ship damage  treasure,0.25,411,Rescue  shipwreck  treasure,1.0,411,Saving  sinking the ship  treasure,1.0,411,rescue  shipwreck  treasure,1.0,411,Rescue  shipwreck  treasure,1.0,411,Rescue work  shipwreck  treasure,1.0,411,Rescue  shipwreck  treasure,1.0,411,The Bible says that  the righteous will be saved  and the wicked will be cut off,0.0,411,rescue  shipwreck  treasure,1.0
412,airport security,1.0,412,Airport security,1.0,412,Airport security,1.0,412,Airport security,1.0,412,Airport security,1.0,412,Airport security,1.0,412,Airport safety,0.0476,412,airport security,1.0,412,Airport security,1.0,412,Airport security,1.0,412,Airport security,1.0
413,steel production,0.1667,413,The steel industry,0.0455,413,Production of iron and steel,0.25,413,Steel production,0.1667,413,Steel production,0.1667,413,steel production,0.1667,413,Steel production,0.1667,413,Steel manufacturing,1.0,413,Manufacture of steel,1.0,413,steel production,0.1667,413,iron production,0.25
414,"Cuba, sugar, exports",1.0,414,Cuba  sugar  exports,1.0,414,Cuba  sugar  exports,1.0,414,Cuba  sugar  exports,1.0,414,Cuba  sugar  exports,1.0,414,The Commission has not yet adopted a proposal for a regulation on the marketing of sugar,0.0015,414,The Commission has not yet adopted a proposal for a regulation,0.0,414,Cuba  sugar  exports,1.0,414,Try  sugar  export,0.0303,414,Cuba  sugar  exports,1.0,414,Cuba  sugar  sales,1.0
415,"drugs, Golden Triangle",1.0,415,Drugs  the Golden Triangle,1.0,415,Drugs  the golden triangle,1.0,415,Drugs  the golden triangle,1.0,415,Drugs  the golden triangle,1.0,415,Drugs  the Golden Triangle,1.0,415,Drugs  golden triangle,1.0,415,Drugs  the Golden Triangle,1.0,415,Drugs  the Golden Triangle,1.0,415,Drugs  the Golden Triangle,1.0,415,The Golden Triangle,0.25
416,Three Gorges Project,1.0,416,The Three Gorges Project,1.0,416,Project three alleys,0.0023,416,Project Three Daggers,0.0066,416,Project Three Treasures,0.0014,416,Project Three Gorges,1.0,416,Project Three Gorges,1.0,416,The Three Gorges Project,1.0,416,The Three Gorges Project,1.0,416,The Three Valleys Project,0.0012,416,The Three Gorges Project,1.0
417,creativity,1.0,417,Creativity is the key,0.5,417,Creativity is the key,0.5,417,Creativity,1.0,417,Creativity is what it is,1.0,417,creativity,1.0,417,Creativity,1.0,417,The creativity,1.0,417,creativity,1.0,417,creativity,1.0,417,creative,1.0
418,"quilts, income",1.0,418,Clothes  income,0.0067,418,Columns  income,0.0,418,The M,0.0,418,The locks  the revenue,0.0,418,Knives  withdrawals,0.0049,418,Clothing  income,0.0067,418,coefficients  income,0.0,418,Paper  income,0.0,418,clothing and income,0.0067,418,shoes  income,0.0026
419,"recycle, automobile tires",0.3333,419,Recycling machines  car tires,0.3333,419,Recycling  car tires,1.0,419,Recycling  car tires,1.0,419,Recycling  car tires,1.0,419,recycling tyres  automotive tyres,1.0,419,Recycling  vehicle tyres,1.0,419,recycling  automotive tires,0.5,419,Recycling  car tires,1.0,419,Recycling and driving,0.0303,419,Recycling  car tires,1.0
420,carbon monoxide poisoning,1.0,420,Carbon dioxide poisoning,1.0,420,Carbon monoxide addiction,0.3333,420,It  s carbon poisoning,1.0,420,Carbon monoxide poisoning,1.0,420,Carbon monoxide poisoning,1.0,420,Poisoning by carbon monoxide,1.0,420,carbon dioxide poisoning,1.0,420,carbon monoxide poisoning,1.0,420,Carbon monoxide poisoning,1.0,420,carbon monoxide poisoning,1.0
421,industrial waste disposal,0.0435,421,Industrial waste management,0.5,421,Industrial waste disposal,0.0435,421,Disposal of industrial waste,0.0435,421,Industrial waste disposal,0.0435,421,disposal of industrial waste,0.0435,421,Waste disposal,0.0294,421,waste disposal,0.0294,421,Industrial waste,0.5,421,Disposal of industrial waste,0.0435,421,The disposal of industrial waste,0.0435
422,"art, stolen, forged",0.5,422,It s a fake art piece,0.5,422,Stealing  faking,0.0455,422,Art  theft  faking,1.0,422,Art  stolen  forged,0.5,422,stolen art  forged,0.5,422,Art  stolen  forged,0.5,422,Stolen  counterfeit art,0.0769,422,Art  stolen  forged,0.5,422,Stolen  counterfeited items,0.0556,422,art  theft  faking,1.0
423,"Milosevic, Mirjana Markovic",1.0,423,Milosevic  Mirjana Makovic  and the other two,0.5,423,Milosevic  Mirzana and Markovic,1.0,423,Milosevic  Mirjana Markovic  you know what,1.0,423,Milosevic  Mirania Markovic  and the other two,0.5,423,Milosevic  Mirjana Markovic,1.0,423,The Commission has also adopted a proposal for a regulation on the protection of the environment,0.0,423,Milosevic  Mirjana Markovic,1.0,423,Milosevic  Mirjana Markovic,1.0,423,The first was the death of a young man named Mirjana Markovich,0.2,423,Milosevic and Mirjana Markovic,1.0
424,suicides,0.1,424,Suicide,0.1,424,Suicide,0.1,424,Suicide,0.1,424,Suicide,0.1,424,Suicides,0.1,424,Suicide,0.1,424,suicide,0.1,424,Suicide,0.1,424,Suicides,0.1,424,suicide,0.1
425,counterfeiting money,1.0,425,It s fake money,0.25,425,Counterfeit money,1.0,425,The fake money,1.0,425,Counterfeiting money,1.0,425,counterfeiting of funds,0.25,425,Counterfeit money,1.0,425,Counterfeiting money,1.0,425,Fake money,1.0,425,Fake money,1.0,425,counterfeit money,1.0
426,"law enforcement, dogs",0.25,426,The law enforcement  dogs,0.25,426,Law enforcement  dogs,0.25,426,Law enforcement  dogs,0.25,426,Law enforcement  dogs,0.25,426,The police  the dogs,1.0,426,Law enforcement agencies  dogs,1.0,426,law enforcement agencies  dogs,1.0,426,law enforcement  dogs,0.25,426,Law enforcement  dogs,0.25,426,police  dogs,1.0
427,"UV damage, eyes",1.0,427,UV damage  eyes,1.0,427,Ultrasound damage to the eye,0.0833,427,UV damage  eyes,1.0,427,UV damage to the eyes,1.0,427,UV damage to the eyes,1.0,427,UV damage  eyes,1.0,427,Damage to ultraviolet light  eyes,0.5,427,UV damage to the eyes,1.0,427,UV damage to the eyes,1.0,427,UV damage  eyes,1.0
428,declining birth rates,1.0,428,Reduced birth rates,0.1111,428,Decreased birth rates,1.0,428,Low birth rates,0.3333,428,Reduce birth rate,0.1111,428,decrease in birth rates,1.0,428,Decreasing birth rates,1.0,428,decrease in birth rate,1.0,428,decreased birth rate,1.0,428,The decline in birth rates,1.0,428,Decreased fertility rates,0.3333
429,Legionnaires' disease,1.0,429,Military sickness,0.0016,429,Legionnaire s disease is a disease,1.0,429,The army s sickness,0.0053,429,Legionnaire s disease,1.0,429,Illness of the Legionaries,0.0039,429,Legionnaires  disease,1.0,429,Legionnaires  disease,1.0,429,Legionnaire s disease,1.0,429,Legionnaire s disease,1.0,429,Legionnaires  Disease,1.0
430,killer bee attacks,1.0,430,The bee killer attacks,1.0,430,The bee killing attack,1.0,430,The killer bee attacks,1.0,430,A killer bee attack,1.0,430,attacks by killer bees,1.0,430,The Commission has also adopted a proposal for a directive on the protection of animals,0.0,430,The attack of the bee killer,1.0,430,attack by beekeepers,1.0,430,The killer attacks of the Bees,1.0,430,attacks by pirates,0.0
431,robotic technology,1.0,431,Robotics is the answer,0.5,431,Robotics is a thing,1.0,431,Robotics is a technology,1.0,431,Robotic technology,1.0,431,robotic technology,1.0,431,The following is a list of the technical specifications,0.002,431,robotic technology,1.0,431,Robotic technology,1.0,431,Robotics,1.0,431,robotic technology,1.0
432,"profiling, motorists, police",0.0192,432,The driver  the police,0.0052,432,Profiling  car drivers  police,0.0056,432,I m going to skip the IDs  the drivers  the police,0.0018,432,Profiling  drivers  police,0.0046,432,the profile  the drivers  the police,0.0046,432,Profiling  drivers  police,0.0046,432,Profiling  motorists  police,0.0192,432,Profile planning  drivers  police,0.01,432,Profile  drivers  police,0.0046,432,Vehicles  police profile,0.0132
433,"Greek, philosophy, stoicism",0.3333,433,Greek  philosophy  Stoicism,0.3333,433,Greek  philosophy  Stoicism,0.3333,433,Greek  philosophy  the equator,0.0,433,Greek  philosophy  Stoicism,0.3333,433,Greek  philosophy  stoicism,0.3333,433,Greek  philosophy  stoicism,0.3333,433,Greece  philosophy  stoicism,0.5,433,Greek  philosophy  Stoicism,0.3333,433,The Greek  philosophy  and Stoicism,0.3333,433,Greek  philosophy  Stoicism,0.3333
434,"Estonia, economy",1.0,434,Estonia  the economy,1.0,434,Estonia  the economy,1.0,434,Estonia  the economy,1.0,434,Estonia  the economy,1.0,434,The Commission has also adopted a number of proposals,0.0013,434,The Commission has not yet adopted a proposal,0.0,434,Estonia  the economy,1.0,434,Estonia  the economy,1.0,434,Estonia  the economy,1.0,434,Estonia  the economy,1.0
435,curbing population growth,0.25,435,It s a way to slow down population growth,0.2,435,The population growth is contained,0.5,435,Reducing population growth,0.1429,435,Decreasing population growth,1.0,435,limiting population growth,0.1111,435,The Commission has also taken a number of measures to combat the spread of the virus,0.0021,435,population growth,1.0,435,impeding population growth,0.0244,435,Controlling population growth,1.0,435,preventing population growth,1.0
436,railway accidents,0.5,436,A railroad accident,1.0,436,The train crash,1.0,436,Railroad accidents,1.0,436,Railroad accidents,1.0,436,railway accidents,0.5,436,Railway accidents,0.5,436,railroad accidents,1.0,436,train crash,1.0,436,Train accidents,1.0,436,railway accidents,0.5
437,"deregulation, gas, electric",0.0909,437,We re going to relax the controls  the gas  the electricity,0.0114,437,Regulatory easing  gas  electricity,0.04,437,The organization  the gas  the electricity,0.5,437,Regulatory relief  gas  electricity,0.0556,437,The Commission will examine the following,0.0,437,Deregulation  gas  electricity,0.0909,437,De regulation  gas  electricity,0.5,437,Deregulation  gas  electricity,0.0909,437,The government has also been able to regulate the supply of gas and electricity,0.0556,437,Deregulation  gas  electricity,0.0909
438,"tourism, increase",0.25,438,Travel  growth,0.1111,438,Tourism  growth,1.0,438,Tourism  increase,0.25,438,Tourism  increase,0.25,438,tourism  increase,0.25,438,Tourism  growth,1.0,438,Tourism  growth,1.0,438,Tourism  increased,0.25,438,Tourism  increase,0.25,438,Tourism  growth,1.0
439,"inventions, scientific discoveries",1.0,439,Invention  scientific discovery,1.0,439,Inventions  scientific discoveries,1.0,439,Inventions and scientific discoveries,1.0,439,Inventions  scientific discoveries,1.0,439,Inventors  scientific discoveries,1.0,439,Inventions  scientific discoveries,1.0,439,inventions  scientific discoveries,1.0,439,Discoveries  scientific discoveries,0.0526,439,The results of the study were not as accurate as the results of the study,0.0213,439,discoveries  scientific discoveries,0.0526
440,child labor,1.0,440,Child labour,1.0,440,Child labour,1.0,440,Children work,0.125,440,Children s work,0.0022,440,child labour,1.0,440,Child labour,1.0,440,child labour,1.0,440,Child labour,1.0,440,Child labour,1.0,440,child labour,1.0
441,Lyme disease,1.0,441,Lyme disease,1.0,441,The Life Soldier,0.0,441,Lyme disease,1.0,441,Lyme disease,1.0,441,Lyme disease,1.0,441,Lyme disease,1.0,441,Lyme disease,1.0,441,Lyme disease,1.0,441,Lyme disease,1.0,441,Lyme disease,1.0
442,heroic acts,0.0769,442,Heroic acts,0.0769,442,A heroic act,0.0769,442,The heroic business,0.2,442,Heroic acts,0.0769,442,heroic acts,0.0769,442,Heroic Deeds,0.5,442,heroic actions,0.2,442,A heroic act,0.0769,442,courageous acts,0.1429,442,courageous acts,0.1429
443,"U.S., investment, Africa",1.0,443,The United States  investment  Africa,1.0,443,The United States  investment  Africa,1.0,443,The United States  investment  Africa,1.0,443,The United States  investment  Africa,1.0,443,The United States  investment  Africa,1.0,443,The United States  investment  Africa,1.0,443,The United States  investment  Africa,1.0,443,The United States  investment  Africa,1.0,443,The United States  investment  Africa,1.0,443,United States  investment  Africa,1.0
444,supercritical fluids,1.0,444,It s a supercritical liquid,1.0,444,The supertransparent fluid,0.0263,444,Critical fluids,0.5,444,Supercritical fluids,1.0,444,supercritical fluids,1.0,444,Overcritical liquids,0.0011,444,supercritical fluids,1.0,444,Supercritical fluid,1.0,444,Supercritical fluids,1.0,444,High solubility,0.0081
445,women clergy,1.0,445,Teacher of the Goddess,0.0,445,The bride,0.004,445,Women are religious,0.0833,445,Religious Women,0.0833,445,women priests,1.0,445,Women and Clergy,1.0,445,Women of the cluster,0.0017,445,The clergy woman,0.5,445,Women ministers,0.0435,445,religious women,0.0833
446,"tourists, violence",1.0,446,Travelers  violence,1.0,446,Tourism  violence  and violence,0.5,446,Tourists  violence,1.0,446,Tourists  violence,1.0,446,tourists  violence,1.0,446,Tourists  violence,1.0,446,Tourists  violence,1.0,446,tourism  violence,0.5,446,Tourists  violence,1.0,446,tourists  violence,1.0
447,Stirling engine,0.3333,447,Engine power,0.0065,447,The Sterling engine,0.0,447,Sterling engines,0.0,447,The Sterling engine,0.0,447,Other machinery,0.0,447,Stirling engine,0.3333,447,The Sterling engine,0.0,447,The Stirling machine,1.0,447,Stirling machine,1.0,447,The Stirling Machine,1.0
448,ship losses,0.5,448,Ship losses,0.5,448,Ship loss,0.5,448,Ship losses,0.5,448,Damage to the ship,0.0526,448,loss of ships,0.5,448,Losses of ships,0.5,448,loss of ships,0.5,448,ship loss,0.5,448,Shipping losses,0.5,448,ship losses,0.5
449,antibiotics ineffectiveness,0.25,449,They re not very effective,0.0037,449,Antibiotic effects,0.5,449,The ineffectiveness of antibiotics,0.25,449,The lack of antibiotics,0.5,449,the ineffectiveness of antibiotics,0.25,449,Effectiveness of antibiotics,0.5,449,the ineffectiveness of antibiotics,0.25,449,Antibiotics are not effective,0.5,449,Insect immunity,0.0141,449,drug failure,0.027
450,"King Hussein, peace",1.0,450,King Hussein  peace be upon him,0.25,450,King Hossein  peace,0.1111,450,King Hussein  peace be upon you,1.0,450,King Hussein  peace,1.0,450,King Hussein  peace,1.0,450,King Hussein  peace,1.0,450,King Hussein  peace,1.0,450,King Hussein  peace,1.0,450,King Hussein  peace,1.0,450,King Hussein  peace,1.0
601,Turkey Iraq water,1.0,601,Turkish water in Iraq,1.0,601,Turkey Iraq water,1.0,601,Turkey Iraq water,1.0,601,Turkey water Iraq,1.0,601,Turkey water from Iraq,1.0,601,Turkey Iraq water,1.0,601,Turkey Iraqi water,0.25,601,Iraq water turkey,1.0,601,Turkey Iraq water,1.0,601,Turkey Iraq water,1.0
