qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
612,Tibet protesters,0.5306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Berlin wall disposal,0.1897,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Flavr Savr tomato,0.0553,1,backtranslation_kor_hang,0.1289,The Flavour of the Sabre Tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,timber exports Asia,0.0888,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Volkswagen Mexico,0.7629,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Russia Cuba economy,0.2996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Ayatollah Khomeini death,0.1792,2,backtranslation_yue_hant,0.1907,Ayatollah Khomeini is dead,backtranslation_zsm_latn,0.1907,Ayatollah Khomeini is dead,,,,,,,,,,,,,,,,,,,,,,,,
619,Winnie Mandela scandal,0.6311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,France nuclear testing,0.0603,4,backtranslation_yue_hant,0.0897,French nuclear tests,backtranslation_kor_hang,0.0897,French nuclear test,backtranslation_pes_arab,0.0897,French nuclear tests,backtranslation_zsm_latn,0.0897,French nuclear tests,,,,,,,,,,,,,,,,,,
621,women ordained Church of England,0.4259,4,backtranslation_yue_hant,0.6501,Women in the Church of England,backtranslation_rus_cyrl,0.6501,The women of the Church of England,backtranslation_kor_hang,0.6246,Women priests in the Church of England,backtranslation_tam_taml,0.4709,The Church of England as a Church of Women Appointed,,,,,,,,,,,,,,,,,,
622,price fixing,0.0489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,toxic chemical weapon,0.2514,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,SDI Star Wars,0.2589,1,backtranslation_kor_hang,0.2777,SDI Star Wars is on the way,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,arrests bombing WTC,0.0397,2,backtranslation_deu_latn,0.2238,Arrested in the bombing of the World Trade Center,backtranslation_arb_arab,0.0694,Arrested bombs at the center of the world,,,,,,,,,,,,,,,,,,,,,,,,
626,human stampede,0.2168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Russian food crisis,0.0122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,U.S. invasion of Panama,0.2577,1,backtranslation_tam_taml,0.2647,The United States invasion of Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,abortion clinic attack,0.1674,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Gulf War Syndrome,0.6957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Mandela South Africa President,0.1729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,southeast Asia tin mining,0.2404,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Welsh devolution,0.4698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,L-tryptophan deaths,0.7262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,doctor assisted suicides,0.5608,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,jury duty exemptions,0.1253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,human growth hormone (HGH),0.4223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,wrongful convictions,0.0338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,consumer on-line shopping,0.1323,6,backtranslation_yue_hant,0.1569,Consumers shop online,backtranslation_arb_arab,0.1569,Online shopping for consumers,backtranslation_pes_arab,0.1569,Consumer shopping online,backtranslation_deu_latn,0.1569,Consumer online shopping,backtranslation_swh_latn,0.1569,online shopping for consumers,backtranslation_rus_cyrl,0.1444,Internet purchases of consumers,,,,,,,,,,,,
640,maternity leave policies,0.3221,1,backtranslation_deu_latn,0.3884,maternity leave,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Valdez wildlife marine life,0.2835,3,backtranslation_fra_latn,0.3061,Wildlife in Valdez,backtranslation_deu_latn,0.3061,Wildlife of Valdez,backtranslation_zsm_latn,0.3061,The wildlife of Valdez,,,,,,,,,,,,,,,,,,,,,
642,Tiananmen Square protesters,0.148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,salmon dams Pacific northwest,0.1315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,exotic animals import,0.0491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,software piracy,0.6276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,food stamps increase,0.1748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,windmill electricity,0.2067,7,backtranslation_tam_taml,0.5453,Wind power,backtranslation_kor_hang,0.3777,Wind power plants,backtranslation_zsm_latn,0.3777,Wind power plants,backtranslation_pes_arab,0.2325,Windmill power,backtranslation_arb_arab,0.2127,Electricity from the windmill,backtranslation_fra_latn,0.2127,electricity from windmills,backtranslation_yue_hant,0.2106,Power supply for wind turbines,,,,,,,,,
648,family leave law,0.0966,2,backtranslation_kor_hang,0.2914,Family leave,backtranslation_deu_latn,0.2914,Family leave,,,,,,,,,,,,,,,,,,,,,,,,
649,computer viruses,0.5672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,tax evasion indicted,0.0984,5,backtranslation_kor_hang,0.1509,Charged with tax evasion,backtranslation_arb_arab,0.1509,Charges of tax evasion,backtranslation_fra_latn,0.1509,charge of tax evasion,backtranslation_deu_latn,0.1509,Charged with tax evasion,backtranslation_swh_latn,0.1509,tax evasion charges,,,,,,,,,,,,,,,
651,U.S. ethnic population,0.0585,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,OIC Balkans 1990s,0.2761,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,ETA Basque terrorism,0.5898,1,backtranslation_yue_hant,0.6062,Basque terrorist ETA,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,same-sex schools,0.2072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,ADD diagnosis treatment,0.0007,1,backtranslation_rus_cyrl,0.2884,Treatment of the diagnosis of ADHD,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,lead poisoning children,0.0572,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,school prayer banned,0.4127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,teenage pregnancy,0.0414,3,backtranslation_fra_latn,0.098,pregnancy in adolescents,backtranslation_rus_cyrl,0.098,pregnancy of adolescents,backtranslation_deu_latn,0.0484,Pregnancy in the teenage years,,,,,,,,,,,,,,,,,,,,,
659,cruise health safety,0.3221,2,backtranslation_rus_cyrl,0.4135,safety for the health of cruise passengers,backtranslation_pes_arab,0.3385,Cruise safety,,,,,,,,,,,,,,,,,,,,,,,,
660,whale watching California,0.6295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,melanoma treatment causes,0.5717,5,backtranslation_kor_hang,0.6498,The Causes of Melanoma,backtranslation_arb_arab,0.6498,The causes of melanoma,backtranslation_pes_arab,0.6498,The Cause of Melanoma,backtranslation_swh_latn,0.6498,causes of melanoma,backtranslation_deu_latn,0.5923,Treatment of melanoma,,,,,,,,,,,,,,,
662,telemarketer protection,0.5936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Agent Orange exposure,0.2491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,American Indian Museum,0.4954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,poverty Africa sub-Sahara,0.2663,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Thatcher resignation impact,0.0085,3,backtranslation_arb_arab,0.0087,The effect of Thatcher  s resignation,backtranslation_tam_taml,0.0087,The effect of Thatcher s resignation,backtranslation_swh_latn,0.0087,The effects of Thatcher s resignation,,,,,,,,,,,,,,,,,,,,,
667,unmarried-partner households,0.3517,4,backtranslation_kor_hang,0.4467,A family with an unmarried partner,backtranslation_tam_taml,0.4467,Families with unmarried partners,backtranslation_swh_latn,0.4467,families of unmarried partners,backtranslation_zsm_latn,0.3659,household of unmarried couples,,,,,,,,,,,,,,,,,,
668,"poverty, disease",0.3735,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Islamic Revolution,0.1445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,U.S. elections apathy,0.1008,2,backtranslation_rus_cyrl,0.1365,American apathy in the election,backtranslation_zsm_latn,0.1176,Apathy in the US election,,,,,,,,,,,,,,,,,,,,,,,,
671,Salvation Army benefits,0.2782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,NRA membership profile,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Soviet withdrawal Afghanistan,0.2733,6,backtranslation_pes_arab,0.293,Withdrawal of the Soviet Union from Afghanistan,backtranslation_kor_hang,0.276,Soviet withdrawal from Afghanistan,backtranslation_arb_arab,0.276,The Soviet withdrawal from Afghanistan,backtranslation_fra_latn,0.276,The Soviet withdrawal from Afghanistan,backtranslation_deu_latn,0.276,Soviet withdrawal from Afghanistan,backtranslation_swh_latn,0.276,The Soviet withdrawal from Afghanistan,,,,,,,,,,,,
674,Greenpeace prosecuted,0.1278,4,backtranslation_swh_latn,0.2525,Greenpeace is charged,backtranslation_arb_arab,0.2075,The Greenpeace trial,backtranslation_pes_arab,0.2075,The Greenpeace trial,backtranslation_rus_cyrl,0.1775,The Greenpeace persecution,,,,,,,,,,,,,,,,,,
675,Olympics training swimming,0.2832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,poppy cultivation,0.2633,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Leaning Tower of Pisa,0.9087,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,joint custody impact,0.2097,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,opening adoption records,0.8556,1,backtranslation_yue_hant,0.8708,Adoption records,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,immigrants Spanish school,0.0802,1,backtranslation_yue_hant,0.1103,Immigrant Spanish College,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,wind power location,0.2734,4,backtranslation_swh_latn,0.4008,wind energy area,backtranslation_fra_latn,0.3302,location of wind energy,backtranslation_deu_latn,0.3302,Location of wind energy,backtranslation_rus_cyrl,0.3302,location of wind energy,,,,,,,,,,,,,,,,,,
682,adult immigrants English,0.2444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Czechoslovakia breakup,0.0356,4,backtranslation_fra_latn,0.06,The division of Czechoslovakia,backtranslation_tam_taml,0.06,The division of Czechoslovakia,backtranslation_yue_hant,0.053,Czechoslovakia was divided,backtranslation_zsm_latn,0.0423,The breaking of Czechoslovakia,,,,,,,,,,,,,,,,,,
684,part-time benefits,0.0859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Oscar winner selection,0.2775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Argentina pegging dollar,0.3016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Northern Ireland industry,0.3446,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,non-U.S. media bias,0.0835,2,backtranslation_yue_hant,0.0924,Media bias outside the United States,backtranslation_kor_hang,0.0924,Media bias outside the United States,,,,,,,,,,,,,,,,,,,,,,,,
689,family-planning aid,0.066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,college education advantage,0.0035,3,backtranslation_rus_cyrl,0.0049,The advantages of higher education,backtranslation_kor_hang,0.0047,The benefits of college education,backtranslation_tam_taml,0.0047,The benefits of college education,,,,,,,,,,,,,,,,,,,,,
691,clear-cutting forests,0.2914,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,prostate cancer detection treatment,0.3846,7,backtranslation_kor_hang,0.4196,Treatment for prostate cancer,backtranslation_pes_arab,0.4196,Treatment for prostate cancer,backtranslation_fra_latn,0.4196,treatment for prostate cancer,backtranslation_rus_cyrl,0.4196,treatment of prostate cancer,backtranslation_zsm_latn,0.4196,treatment for prostate cancer,backtranslation_tam_taml,0.4196,The treatment for prostate cancer,backtranslation_swh_latn,0.4196,treatment for prostate cancer,,,,,,,,,
693,newspapers electronic media,0.2964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,compost pile,0.4007,4,backtranslation_yue_hant,0.5098,Compost,backtranslation_pes_arab,0.4524,The mass of compost,backtranslation_fra_latn,0.4163,compost stacks,backtranslation_zsm_latn,0.4163,compost stacks,,,,,,,,,,,,,,,,,,
695,white collar crime sentence,0.2748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,safety plastic surgery,0.292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,air traffic controller,0.0722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,literacy rates Africa,0.4468,2,backtranslation_yue_hant,0.5088,Literacy in Africa,backtranslation_rus_cyrl,0.5088,literacy in Africa,,,,,,,,,,,,,,,,,,,,,,,,
699,term limits,0.4906,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,gasoline tax U.S.,0.2224,1,backtranslation_kor_hang,0.3582,Gasoline tax,,,,,,,,,,,,,,,,,,,,,,,,,,,
