qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
370,food/drug laws,0.0075,370,Food and Drug Law,0.0075,370,Food and Drug Law,0.0075,370,Food and drug laws,0.0075,370,Food and Drug regulations,0.0268,370,Food and Drug Law,0.0075,370,Food and drug laws,0.0075,370,Food and Drug Law,0.0075,370,food drug law,0.0075,370,Food drug laws,0.0075,370,food blood laws,0.0015
371,health insurance holistic,0.0015,371,Health insurance as a whole,0.0033,371,The whole health insurance,0.0033,371,Health insurance,0.004,371,Health insurance coverage,0.0595,371,holistic health insurance,0.0015,371,State health insurance,0.0101,371,health insurance,0.004,371,holistic health insurance,0.0015,371,Health insurance is complete,0.003,371,general health insurance,0.0041
372,Native American casino,0.0874,372,Native American casinos,0.0874,372,Native American casino,0.0874,372,A real American casino,0.0391,372,Native American casinos,0.0874,372,American casino,0.0917,372,A local American casino,0.078,372,Native American casino,0.0874,372,The original American casino,0.0664,372,Native American casino,0.0874,372,A native American casino,0.0874
373,encryption equipment export,0.0939,373,Exporting the encrypted device,0.0732,373,Export of cryptographic equipment,0.0203,373,Exporting encryption equipment,0.0939,373,Export of encryption equipment,0.0939,373,export of encryption equipment,0.0939,373,Exports of encryption devices,0.0732,373,Export of encryption,0.1617,373,export coding equipment,0.004,373,Export of encryption equipment,0.0939,373,outside of encryption equipment,0.0332
374,Nobel prize winners,0.3221,374,The Nobel Prize winner,0.3221,374,Nobel Prize winner,0.3221,374,The Nobel Prize winners,0.3221,374,The Nobel Prize winners,0.3221,374,Nobel Prize for his work,0.5099,374,Nobel laureates,0.2524,374,Nobel laureates,0.2524,374,The Nobel Prize winner,0.3221,374,The Nobel Prize winners,0.3221,374,The Nobel Prize winners,0.3221
375,hydrogen energy,0.2577,375,Energy,0.0111,375,Hydrogen energy,0.2577,375,Hydrogen energy,0.2577,375,Hydrogen energy,0.2577,375,hydrogen energy,0.2577,375,Hydrogen energy,0.2577,375,hydro energy,0.0021,375,Hydrogen energy,0.2577,375,Hydrogen energy,0.2577,375,hydrogen energy,0.2577
376,World Court,0.0054,376,The World Court,0.0054,376,The World Court,0.0054,376,The World Court,0.0054,376,The World Court,0.0054,376,The World Court,0.0054,376,Court of Justice,0.0008,376,The World Court,0.0054,376,The World Court,0.0054,376,The World Court,0.0054,376,The World Court,0.0054
377,cigar smoking,0.3294,377,I smoke,0.0088,377,Smoking is a big deal,0.0044,377,Smoking,0.0068,377,Smoking is a big deal,0.0044,377,smoking cigarettes,0.0108,377,Smoking of cigars,0.3294,377,Smoking a cigar,0.3294,377,Smoking,0.0068,377,tobacco,0.0237,377,smoking,0.0068
378,euro opposition,0.0073,378,The euro is opposite,0.0073,378,The Euro against,0.003,378,Opposition to the European Union,0.0216,378,Opposition to the euro,0.0073,378,Opposition to the euro,0.0073,378,The euro resistance,0.001,378,The opposition to the euro,0.0073,378,against the euro,0.003,378,Anti euro,0.0047,378,opposition to the euro,0.0073
379,mainstreaming,0.0225,379,It s a combination,0.0,379,Integration,0.0016,379,The integration,0.0016,379,Continuous,0.0,379,The integration,0.0016,379,The Commission shall adopt a decision on the implementation of the programme,0.0,379,integration,0.0016,379,control,0.0,379,spread,0.0,379,to introduce,0.0
380,obesity medical treatment,0.1557,380,Obesity treatment,0.2376,380,Medical Treatment for Obesity,0.1557,380,Medical treatment for obesity,0.1557,380,Medical treatment for obesity,0.1557,380,medical treatment of obesity,0.1557,380,Medical treatment of obesity,0.1557,380,medical treatment of obesity,0.1557,380,medical treatment of obesity,0.1557,380,Obesity is a medical condition,0.2898,380,treatment of a terminal illness,0.0
381,alternative medicine,0.0528,381,Alternative medicine is a medical science,0.0176,381,What medicines,0.0052,381,Alternative medicine,0.0528,381,Alternative medicine,0.0528,381,alternative medicine,0.0528,381,Alternative medicine,0.0528,381,alternative medicine,0.0528,381,Alternative medicines,0.0528,381,alternative medicine,0.0528,381,alternative medicine,0.0528
382,hydrogen fuel automobiles,0.6122,382,Fuel cars,0.0575,382,Hydrogen fuel cars,0.5399,382,Hydrogen powered cars,0.4185,382,Hydrogen fuel vehicles,0.5195,382,hydrogen fuel vehicles,0.5195,382,Hydrogen vehicles,0.3553,382,hydrogen fuel vehicles,0.5195,382,hydrogen fuel vehicles,0.5195,382,Hydrogen Fuel Vehicles,0.5195,382,hydrogen fuel vehicles,0.5195
383,mental illness drugs,0.0216,383,Psychiatric drugs,0.0451,383,Mental health and drug abuse,0.0068,383,Drugs are mental ill,0.0216,383,Drugs are a mental illness,0.0216,383,medicines for mental illness,0.0103,383,Medicinal products for the treatment of mental illness,0.0168,383,drugs for mental illness,0.0216,383,medicines for mental illness,0.0103,383,Mental health medicines,0.0045,383,drugs,0.0051
384,space station moon,0.2178,384,The moon is the space station,0.2178,384,The moon at the space station,0.2178,384,The moon space station,0.2178,384,The lunar space station,0.2344,384,the lunar space station,0.2344,384,Space station to the Moon,0.2178,384,The moon of the space station,0.2178,384,The lunar space station,0.2344,384,Space Station Moon,0.2178,384,The lunar space station,0.2344
385,hybrid fuel cars,0.302,385,Hybrid vehicles,0.2566,385,Hybrid fuel car,0.302,385,Fuel cars are homeless,0.0375,385,Combined fuel vehicles,0.1103,385,hybrid fuel cars,0.302,385,Hybrid vehicles,0.2566,385,hybrid fuel vehicles,0.3552,385,hybrid fuel,0.1285,385,Hybrid fuel vehicles,0.3552,385,hybrid fuel vehicles,0.3552
386,teaching disabled children,0.0289,386,Learning disabled children,0.0432,386,Education for Children with Disabilities,0.022,386,Education of children with disabilities,0.022,386,Education of handicapped children,0.0502,386,education of disabled children,0.022,386,Education for children with disabilities,0.022,386,education of children with disabilities,0.022,386,teaching disabled children,0.0289,386,Teaching Children with Disabilities,0.0289,386,teaching disabled children,0.0289
387,radioactive waste,0.1361,387,Radioactive waste,0.1361,387,Radioactive waste,0.1361,387,Radioactive waste,0.1361,387,The radiation,0.003,387,radioactive waste,0.1361,387,radioactive waste,0.1361,387,radioactive waste,0.1361,387,Radioactive waste,0.1361,387,Radiation waste,0.0607,387,Radioactive fuel,0.1074
388,organic soil enhancement,0.0275,388,Organic soil is growing,0.0497,388,Organic Soil Promotion,0.0361,388,Organic soil reinforcement,0.0252,388,Increased organic soil,0.0558,388,organic improvement of soil,0.0366,388,organic soil extraction,0.0338,388,organic improvement of soil,0.0366,388,organic soil increase,0.0558,388,Organic Soil Development,0.039,388,strengthening organic soil,0.0329
389,illegal technology transfer,0.0074,389,Illegal transportation technology,0.0018,389,Illegal technology transfer,0.0074,389,Illegal technology transfer,0.0074,389,Illegal technology transfer,0.0074,389,illegal transfer of technology,0.0074,389,Illegal technology transfer,0.0074,389,illegal transfer of technology,0.0074,389,Illegal technology transfer,0.0074,389,Illegal technology exchange,0.0026,389,Illegal technology transfer,0.0074
390,orphan drugs,0.0813,390,Orphan medicine,0.0304,390,Orphan drug,0.0813,390,Orphan drugs,0.0813,390,Orphan drugs,0.0813,390,orphan drugs,0.0813,390,Orphans,0.0135,390,drugs for orphans,0.0813,390,orphan drug,0.0813,390,Orphan medicines,0.0304,390,medicines for orphans,0.0304
391,R&D drug prices,0.1488,391,The cost of drug development,0.2519,391,Research and development drug prices,0.2654,391,Research and development prices,0.0136,391,Costs of drug research and development,0.2568,391,Drug prices in R D,0.1488,391,Price of medicinal products,0.0231,391,R D prices,0.0272,391,R D costs of medicines,0.1215,391,Pharmaceutical R   D prices,0.2253,391,R D drug prices,0.1488
392,robotics,0.4766,392,The robot,0.4766,392,The robot,0.4766,392,The robots,0.4766,392,The robot,0.4766,392,The robotics,0.4766,392,Other machinery,0.0005,392,robotics,0.4766,392,Robotics,0.4766,392,Robots,0.4766,392,The robot,0.4766
393,mercy killing,0.0557,393,Mercy is killing,0.0557,393,Murder of mercy,0.0315,393,Killing the mercy,0.0557,393,A mercy killing,0.0557,393,murder of mercy,0.0315,393,Mercy,0.0092,393,mercy,0.0092,393,Killing the grace,0.0,393,The murder of compassion,0.0013,393,killing with mercy,0.0557
394,home schooling,0.0086,394,Family education,0.0212,394,Home education,0.0095,394,Home schooling,0.0086,394,Home schooling,0.0086,394,home education,0.0095,394,Home,0.0001,394,home schooling,0.0086,394,school at home,0.0086,394,Home school,0.0086,394,home education,0.0095
395,tourism,0.1396,395,Travel,0.0009,395,Tourism,0.1396,395,Tourism,0.1396,395,Tourism,0.1396,395,tourism,0.1396,395,Tourism,0.1396,395,Tourism,0.1396,395,Tourism,0.1396,395,tourism,0.1396,395,Tourism,0.1396
396,sick building syndrome,0.163,396,The syndrome of the sick room,0.1084,396,The sick building syndrome,0.163,396,The syndrome of the disease,0.0029,396,The sick building syndrome,0.163,396,sick building syndrome,0.163,396,Disease and building syndrome,0.0154,396,building syndrome,0.1482,396,Building sickness syndrome,0.163,396,Ill building disease,0.0045,396,building sickness,0.1692
397,automobile recalls,0.019,397,The car reminds me,0.0,397,Car recovery,0.0,397,Remembering the cars,0.0,397,The car inspector,0.0,397,car reminders,0.0,397,Car disabilities,0.0,397,Car reviews,0.0,397,return of the car,0.0,397,Vehicle recall,0.0821,397,remembering cars,0.0
398,dismantling Europe's arsenal,0.0202,398,To destroy the European arsenal,0.0183,398,The dismantling of Europe s defenseless forces,0.0118,398,Dismantling the arsenal of Europe,0.0202,398,The destruction of the European Armoury,0.0004,398,dismantling of the European arsenal,0.0046,398,The Commission has asked the Commission to,0.0,398,The destruction of the European arsenal,0.008,398,breaking up the European weapons,0.002,398,The European arsenal was destroyed,0.0183,398,the destruction of European weapons,0.0034
399,oceanographic vessels,0.1586,399,Marine ships,0.0028,399,The sea going ship,0.0062,399,The ocean ships,0.0348,399,Oceanographic ships,0.1587,399,ocean ships,0.0348,399,Sea going vessels,0.0104,399,oceanographic ships,0.1587,399,oceanographic ships,0.1587,399,Marine ships,0.0028,399,ships of the sea,0.0085
400,Amazon rain forest,0.3891,400,The Amazon rainforest,0.3641,400,The Amazon rainforest,0.3641,400,The Amazon rainforest,0.3641,400,The Amazon rainforest,0.3641,400,The Amazon Rainforest,0.3641,400,The Amazon rainforest,0.3641,400,The Amazon rainforest,0.3641,400,The Amazon rainforest,0.3641,400,The Amazon Rainforest,0.3641,400,The Amazon rainforest,0.3641
401,"foreign minorities, Germany",0.0331,401,Foreign minorities  Germany,0.0331,401,Foreign minorities  German,0.0173,401,Foreign minorities  Germany,0.0331,401,Foreign minorities  Germany,0.0331,401,Foreign minorities  Germany,0.0331,401,Foreign minorities  Germany,0.0331,401,foreign minorities  Germany,0.0331,401,Foreign minority  German,0.0173,401,The foreign minorities  Germany,0.0331,401,Foreign heads  Germany,0.0416
402,behavioral genetics,0.1386,402,Behavioral genetics is the key to this,0.1286,402,Genetics of behavior,0.1386,402,Behavioral inheritance,0.0167,402,Behavioral genetics is,0.1386,402,genetic behavior,0.1386,402,The following is a summary of the results of the study,0.0001,402,genetics of behavior,0.1386,402,Behavioral genetics,0.1386,402,The study of behavior genetics,0.1482,402,genetics behavior,0.1386
403,osteoporosis,0.4664,403,It s a bone marrow disease,0.0175,403,I have a bone fracture,0.2428,403,The bone inflammation,0.0176,403,The Stoporosis,,403,osteoporosis,0.4664,403,Osteoporosis,0.4664,403,Osteoporosis,0.4664,403,osteoporosis,0.4664,403,fracture of the bone,0.3224,403,bone disease,0.156
404,"Ireland, peace talks",0.1507,404,Ireland  peace negotiations,0.1278,404,Ireland  peace negotiations,0.1278,404,Ireland  peace talks,0.1507,404,Ireland  peace negotiations,0.1278,404,Ireland  peace negotiations,0.1278,404,The Commission s proposal for a directive on the protection of workers,0.0,404,Ireland  peace negotiations,0.1278,404,Ireland  peace negotiations,0.1278,404,Ireland  peace talks,0.1507,404,Ireland  peace talks,0.1507
405,cosmic events,0.06,405,The events of the universe,0.0461,405,The cosmic event,0.06,405,The events of the universe,0.0461,405,Cosmic events,0.06,405,cosmic events,0.06,405,Cosmic events,0.06,405,the space events,0.0024,405,cosmic events,0.06,405,Cosmic events,0.06,405,world events,0.0
406,Parkinson's disease,0.4301,406,Parkinson s disease is a disease,0.3513,406,Parkinson s disease is not a disease,0.3513,406,Parkinson s disease is not a disease,0.3513,406,Parkinson s disease is not a disease,0.3513,406,Parkinson s disease is,0.4493,406,Parkinson s disease is the most common cause of,0.3182,406,Parkinson s disease is,0.4493,406,Parkinson s disease is,0.4493,406,Parkinson s disease,0.4493,406,Parkinson s disease,0.4493
407,"poaching, wildlife preserves",0.3118,407,Hunting  wildlife protection,0.0707,407,Protecting the Wildlife,0.0606,407,Black hunting  saving wildlife,0.0732,407,Wild hunting  protecting wildlife,0.0661,407,hunting  wildlife preservation,0.0602,407,Fisheries  fisheries and fisheries,0.0147,407,poaching  wildlife conservation,0.2833,407,hunting  wildlife conservation,0.062,407,Migration and Wildlife Conservation,0.0243,407,Animal husbandry  animal welfare,0.0012
408,tropical storms,0.0896,408,Tropical storms,0.0896,408,A tropical storm,0.0896,408,Tropical storms,0.0896,408,Tropical storms,0.0896,408,tropical storms,0.0896,408,Tropical storms,0.0896,408,Tropical storms,0.0896,408,tropical storm,0.0896,408,Tropical storms,0.0896,408,tropical storms,0.0896
409,"legal, Pan Am, 103",0.1024,409,The Law  Pan Am,0.0253,409,Law  Panama,0.0,409,Legal  Pan Am,0.0355,409,Law  Pan M,0.0016,409,The European Parliament  the European Parliament  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council and the Council,0.0,409,The Commission has informed the Commission,0.0,409,Law school  Panama,0.0,409,The law  Pan Am,0.0253,409,Law  Pan Am,0.0253,409,legal  Pan Am,0.0355
410,Schengen agreement,0.8313,410,The Schengen Agreement,0.8313,410,The Schengen Agreement,0.8313,410,The Schengen Agreement,0.8313,410,The Shanghai deal,0.0,410,The Schengen Agreement,0.8313,410,The Schengen Agreement,0.8313,410,The Schengen Agreement,0.8313,410,The Schengen Agreement,0.8313,410,The Schengen Agreement,0.8313,410,The Schengen Agreement,0.8313
411,"salvaging, shipwreck, treasure",0.223,411,Salvation  shipwrecks  treasures,0.1245,411,Structure  ship damage  treasure,0.0337,411,Rescue  shipwreck  treasure,0.1005,411,Saving  sinking the ship  treasure,0.0496,411,rescue  shipwreck  treasure,0.1005,411,Rescue  shipwreck  treasure,0.1005,411,Rescue work  shipwreck  treasure,0.0998,411,Rescue  shipwreck  treasure,0.1005,411,The Bible says that  the righteous will be saved  and the wicked will be cut off,0.0,411,rescue  shipwreck  treasure,0.1005
412,airport security,0.214,412,Airport security,0.214,412,Airport security,0.214,412,Airport security,0.214,412,Airport security,0.214,412,Airport security,0.214,412,Airport safety,0.0145,412,airport security,0.214,412,Airport security,0.214,412,Airport security,0.214,412,Airport security,0.214
413,steel production,0.1128,413,The steel industry,0.0611,413,Production of iron and steel,0.0639,413,Steel production,0.1128,413,Steel production,0.1128,413,steel production,0.1128,413,Steel production,0.1128,413,Steel manufacturing,0.1388,413,Manufacture of steel,0.1388,413,steel production,0.1128,413,iron production,0.035
414,"Cuba, sugar, exports",0.2246,414,Cuba  sugar  exports,0.2246,414,Cuba  sugar  exports,0.2246,414,Cuba  sugar  exports,0.2246,414,Cuba  sugar  exports,0.2246,414,The Commission has not yet adopted a proposal for a regulation on the marketing of sugar,0.0011,414,The Commission has not yet adopted a proposal for a regulation,0.0,414,Cuba  sugar  exports,0.2246,414,Try  sugar  export,0.0181,414,Cuba  sugar  exports,0.2246,414,Cuba  sugar  sales,0.2577
415,"drugs, Golden Triangle",0.2181,415,Drugs  the Golden Triangle,0.2181,415,Drugs  the golden triangle,0.2181,415,Drugs  the golden triangle,0.2181,415,Drugs  the golden triangle,0.2181,415,Drugs  the Golden Triangle,0.2181,415,Drugs  golden triangle,0.2181,415,Drugs  the Golden Triangle,0.2181,415,Drugs  the Golden Triangle,0.2181,415,Drugs  the Golden Triangle,0.2181,415,The Golden Triangle,0.1461
416,Three Gorges Project,0.3626,416,The Three Gorges Project,0.3626,416,Project three alleys,0.0005,416,Project Three Daggers,0.0163,416,Project Three Treasures,0.0019,416,Project Three Gorges,0.3626,416,Project Three Gorges,0.3626,416,The Three Gorges Project,0.3626,416,The Three Gorges Project,0.3626,416,The Three Valleys Project,0.0032,416,The Three Gorges Project,0.3626
417,creativity,0.3155,417,Creativity is the key,0.1275,417,Creativity is the key,0.1275,417,Creativity,0.3155,417,Creativity is what it is,0.2749,417,creativity,0.3155,417,Creativity,0.3155,417,The creativity,0.3155,417,creativity,0.3155,417,creativity,0.3155,417,creative,0.3155
418,"quilts, income",0.4258,418,Clothes  income,0.001,418,Columns  income,0.0,418,The M,0.0,418,The locks  the revenue,0.0,418,Knives  withdrawals,0.0002,418,Clothing  income,0.001,418,coefficients  income,0.0,418,Paper  income,0.0,418,clothing and income,0.001,418,shoes  income,0.0003
419,"recycle, automobile tires",0.0975,419,Recycling machines  car tires,0.0678,419,Recycling  car tires,0.0906,419,Recycling  car tires,0.0906,419,Recycling  car tires,0.0906,419,recycling tyres  automotive tyres,0.2677,419,Recycling  vehicle tyres,0.1857,419,recycling  automotive tires,0.0616,419,Recycling  car tires,0.0906,419,Recycling and driving,0.0051,419,Recycling  car tires,0.0906
420,carbon monoxide poisoning,0.4075,420,Carbon dioxide poisoning,0.0425,420,Carbon monoxide addiction,0.2278,420,It  s carbon poisoning,0.2902,420,Carbon monoxide poisoning,0.4075,420,Carbon monoxide poisoning,0.4075,420,Poisoning by carbon monoxide,0.4075,420,carbon dioxide poisoning,0.0425,420,carbon monoxide poisoning,0.4075,420,Carbon monoxide poisoning,0.4075,420,carbon monoxide poisoning,0.4075
421,industrial waste disposal,0.0599,421,Industrial waste management,0.091,421,Industrial waste disposal,0.0599,421,Disposal of industrial waste,0.0599,421,Industrial waste disposal,0.0599,421,disposal of industrial waste,0.0599,421,Waste disposal,0.0336,421,waste disposal,0.0336,421,Industrial waste,0.138,421,Disposal of industrial waste,0.0599,421,The disposal of industrial waste,0.0599
422,"art, stolen, forged",0.1669,422,It s a fake art piece,0.043,422,Stealing  faking,0.0065,422,Art  theft  faking,0.1599,422,Art  stolen  forged,0.1669,422,stolen art  forged,0.1669,422,Art  stolen  forged,0.1669,422,Stolen  counterfeit art,0.1076,422,Art  stolen  forged,0.1669,422,Stolen  counterfeited items,0.016,422,art  theft  faking,0.1599
423,"Milosevic, Mirjana Markovic",0.6526,423,Milosevic  Mirjana Makovic  and the other two,0.424,423,Milosevic  Mirzana and Markovic,0.5097,423,Milosevic  Mirjana Markovic  you know what,0.6974,423,Milosevic  Mirania Markovic  and the other two,0.5329,423,Milosevic  Mirjana Markovic,0.6526,423,The Commission has also adopted a proposal for a regulation on the protection of the environment,0.0,423,Milosevic  Mirjana Markovic,0.6526,423,Milosevic  Mirjana Markovic,0.6526,423,The first was the death of a young man named Mirjana Markovich,0.1046,423,Milosevic and Mirjana Markovic,0.6526
424,suicides,0.1392,424,Suicide,0.1392,424,Suicide,0.1392,424,Suicide,0.1392,424,Suicide,0.1392,424,Suicides,0.1392,424,Suicide,0.1392,424,suicide,0.1392,424,Suicide,0.1392,424,Suicides,0.1392,424,suicide,0.1392
425,counterfeiting money,0.4444,425,It s fake money,0.0164,425,Counterfeit money,0.4444,425,The fake money,0.0213,425,Counterfeiting money,0.4444,425,counterfeiting of funds,0.3163,425,Counterfeit money,0.4444,425,Counterfeiting money,0.4444,425,Fake money,0.0213,425,Fake money,0.0213,425,counterfeit money,0.4444
426,"law enforcement, dogs",0.0332,426,The law enforcement  dogs,0.0332,426,Law enforcement  dogs,0.0332,426,Law enforcement  dogs,0.0332,426,Law enforcement  dogs,0.0332,426,The police  the dogs,0.2879,426,Law enforcement agencies  dogs,0.0338,426,law enforcement agencies  dogs,0.0338,426,law enforcement  dogs,0.0332,426,Law enforcement  dogs,0.0332,426,police  dogs,0.2879
427,"UV damage, eyes",0.1582,427,UV damage  eyes,0.1582,427,Ultrasound damage to the eye,0.0277,427,UV damage  eyes,0.1582,427,UV damage to the eyes,0.1582,427,UV damage to the eyes,0.1582,427,UV damage  eyes,0.1582,427,Damage to ultraviolet light  eyes,0.2485,427,UV damage to the eyes,0.1582,427,UV damage to the eyes,0.1582,427,UV damage  eyes,0.1582
428,declining birth rates,0.2168,428,Reduced birth rates,0.1499,428,Decreased birth rates,0.1886,428,Low birth rates,0.1404,428,Reduce birth rate,0.1499,428,decrease in birth rates,0.1886,428,Decreasing birth rates,0.1886,428,decrease in birth rate,0.1886,428,decreased birth rate,0.1886,428,The decline in birth rates,0.2168,428,Decreased fertility rates,0.0304
429,Legionnaires' disease,0.4432,429,Military sickness,0.0002,429,Legionnaire s disease is a disease,0.4614,429,The army s sickness,0.0006,429,Legionnaire s disease,0.4735,429,Illness of the Legionaries,0.0012,429,Legionnaires  disease,0.4432,429,Legionnaires  disease,0.4432,429,Legionnaire s disease,0.4735,429,Legionnaire s disease,0.4735,429,Legionnaires  Disease,0.4432
430,killer bee attacks,0.603,430,The bee killer attacks,0.603,430,The bee killing attack,0.5633,430,The killer bee attacks,0.603,430,A killer bee attack,0.603,430,attacks by killer bees,0.603,430,The Commission has also adopted a proposal for a directive on the protection of animals,0.0,430,The attack of the bee killer,0.603,430,attack by beekeepers,0.4583,430,The killer attacks of the Bees,0.603,430,attacks by pirates,0.0
431,robotic technology,0.4749,431,Robotics is the answer,0.4924,431,Robotics is a thing,0.5019,431,Robotics is a technology,0.4749,431,Robotic technology,0.4749,431,robotic technology,0.4749,431,The following is a list of the technical specifications,0.0,431,robotic technology,0.4749,431,Robotic technology,0.4749,431,Robotics,0.5596,431,robotic technology,0.4749
432,"profiling, motorists, police",0.0018,432,The driver  the police,0.0026,432,Profiling  car drivers  police,0.0017,432,I m going to skip the IDs  the drivers  the police,0.0001,432,Profiling  drivers  police,0.0024,432,the profile  the drivers  the police,0.0024,432,Profiling  drivers  police,0.0024,432,Profiling  motorists  police,0.0018,432,Profile planning  drivers  police,0.0021,432,Profile  drivers  police,0.0024,432,Vehicles  police profile,0.0022
433,"Greek, philosophy, stoicism",0.1381,433,Greek  philosophy  Stoicism,0.1381,433,Greek  philosophy  Stoicism,0.1381,433,Greek  philosophy  the equator,0.0,433,Greek  philosophy  Stoicism,0.1381,433,Greek  philosophy  stoicism,0.1381,433,Greek  philosophy  stoicism,0.1381,433,Greece  philosophy  stoicism,0.1975,433,Greek  philosophy  Stoicism,0.1381,433,The Greek  philosophy  and Stoicism,0.1381,433,Greek  philosophy  Stoicism,0.1381
434,"Estonia, economy",0.3882,434,Estonia  the economy,0.3882,434,Estonia  the economy,0.3882,434,Estonia  the economy,0.3882,434,Estonia  the economy,0.3882,434,The Commission has also adopted a number of proposals,0.0,434,The Commission has not yet adopted a proposal,0.0,434,Estonia  the economy,0.3882,434,Estonia  the economy,0.3882,434,Estonia  the economy,0.3882,434,Estonia  the economy,0.3882
435,curbing population growth,0.0693,435,It s a way to slow down population growth,0.0465,435,The population growth is contained,0.1507,435,Reducing population growth,0.1341,435,Decreasing population growth,0.1378,435,limiting population growth,0.0987,435,The Commission has also taken a number of measures to combat the spread of the virus,0.0,435,population growth,0.1938,435,impeding population growth,0.0412,435,Controlling population growth,0.2,435,preventing population growth,0.1537
436,railway accidents,0.0488,436,A railroad accident,0.1196,436,The train crash,0.2049,436,Railroad accidents,0.1196,436,Railroad accidents,0.1196,436,railway accidents,0.0488,436,Railway accidents,0.0488,436,railroad accidents,0.1196,436,train crash,0.2049,436,Train accidents,0.1921,436,railway accidents,0.0488
437,"deregulation, gas, electric",0.0346,437,We re going to relax the controls  the gas  the electricity,0.0121,437,Regulatory easing  gas  electricity,0.0143,437,The organization  the gas  the electricity,0.0199,437,Regulatory relief  gas  electricity,0.0179,437,The Commission will examine the following,0.0,437,Deregulation  gas  electricity,0.0346,437,De regulation  gas  electricity,0.0513,437,Deregulation  gas  electricity,0.0346,437,The government has also been able to regulate the supply of gas and electricity,0.0428,437,Deregulation  gas  electricity,0.0346
438,"tourism, increase",0.222,438,Travel  growth,0.0037,438,Tourism  growth,0.2201,438,Tourism  increase,0.222,438,Tourism  increase,0.222,438,tourism  increase,0.222,438,Tourism  growth,0.2201,438,Tourism  growth,0.2201,438,Tourism  increased,0.222,438,Tourism  increase,0.222,438,Tourism  growth,0.2201
439,"inventions, scientific discoveries",0.0146,439,Invention  scientific discovery,0.0146,439,Inventions  scientific discoveries,0.0146,439,Inventions and scientific discoveries,0.0146,439,Inventions  scientific discoveries,0.0146,439,Inventors  scientific discoveries,0.0227,439,Inventions  scientific discoveries,0.0146,439,inventions  scientific discoveries,0.0146,439,Discoveries  scientific discoveries,0.0029,439,The results of the study were not as accurate as the results of the study,0.0001,439,discoveries  scientific discoveries,0.0029
440,child labor,0.0867,440,Child labour,0.1494,440,Child labour,0.1494,440,Children work,0.0042,440,Children s work,0.001,440,child labour,0.1494,440,Child labour,0.1494,440,child labour,0.1494,440,Child labour,0.1494,440,Child labour,0.1494,440,child labour,0.1494
441,Lyme disease,0.4443,441,Lyme disease,0.4443,441,The Life Soldier,0.0,441,Lyme disease,0.4443,441,Lyme disease,0.4443,441,Lyme disease,0.4443,441,Lyme disease,0.4443,441,Lyme disease,0.4443,441,Lyme disease,0.4443,441,Lyme disease,0.4443,441,Lyme disease,0.4443
442,heroic acts,0.0179,442,Heroic acts,0.0179,442,A heroic act,0.0179,442,The heroic business,0.0091,442,Heroic acts,0.0179,442,heroic acts,0.0179,442,Heroic Deeds,0.0414,442,heroic actions,0.0171,442,A heroic act,0.0179,442,courageous acts,0.0056,442,courageous acts,0.0056
443,"U.S., investment, Africa",0.1299,443,The United States  investment  Africa,0.0762,443,The United States  investment  Africa,0.0762,443,The United States  investment  Africa,0.0762,443,The United States  investment  Africa,0.0762,443,The United States  investment  Africa,0.0762,443,The United States  investment  Africa,0.0762,443,The United States  investment  Africa,0.0762,443,The United States  investment  Africa,0.0762,443,The United States  investment  Africa,0.0762,443,United States  investment  Africa,0.0762
444,supercritical fluids,0.476,444,It s a supercritical liquid,0.5054,444,The supertransparent fluid,0.0051,444,Critical fluids,0.0168,444,Supercritical fluids,0.476,444,supercritical fluids,0.476,444,Overcritical liquids,0.0,444,supercritical fluids,0.476,444,Supercritical fluid,0.476,444,Supercritical fluids,0.476,444,High solubility,0.0015
445,women clergy,0.1793,445,Teacher of the Goddess,0.0,445,The bride,0.0001,445,Women are religious,0.0086,445,Religious Women,0.0086,445,women priests,0.2689,445,Women and Clergy,0.1793,445,Women of the cluster,0.0,445,The clergy woman,0.051,445,Women ministers,0.0026,445,religious women,0.0086
446,"tourists, violence",0.1689,446,Travelers  violence,0.0083,446,Tourism  violence  and violence,0.0512,446,Tourists  violence,0.1689,446,Tourists  violence,0.1689,446,tourists  violence,0.1689,446,Tourists  violence,0.1689,446,Tourists  violence,0.1689,446,tourism  violence,0.0744,446,Tourists  violence,0.1689,446,tourists  violence,0.1689
447,Stirling engine,0.0909,447,Engine power,0.0029,447,The Sterling engine,0.0,447,Sterling engines,0.0,447,The Sterling engine,0.0,447,Other machinery,0.0,447,Stirling engine,0.0909,447,The Sterling engine,0.0,447,The Stirling machine,0.0737,447,Stirling machine,0.0737,447,The Stirling Machine,0.0737
