qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
370,food/drug laws,0.006,370,Food and Drug Law,0.006,370,Food and Drug Law,0.006,370,Food and drug laws,0.006,370,Food and Drug regulations,0.0258,370,Food and Drug Law,0.006,370,Food and drug laws,0.006,370,Food and Drug Law,0.006,370,food drug law,0.006,370,Food drug laws,0.006,370,food blood laws,0.0015
371,health insurance holistic,0.0017,371,Health insurance as a whole,0.0028,371,The whole health insurance,0.0028,371,Health insurance,0.0019,371,Health insurance coverage,0.0593,371,holistic health insurance,0.0017,371,State health insurance,0.0019,371,health insurance,0.0019,371,holistic health insurance,0.0017,371,Health insurance is complete,0.0014,371,general health insurance,0.0047
372,Native American casino,0.1169,372,Native American casinos,0.1169,372,Native American casino,0.1169,372,A real American casino,0.0356,372,Native American casinos,0.1169,372,American casino,0.103,372,A local American casino,0.0776,372,Native American casino,0.1169,372,The original American casino,0.0746,372,Native American casino,0.1169,372,A native American casino,0.1169
373,encryption equipment export,0.1072,373,Exporting the encrypted device,0.1219,373,Export of cryptographic equipment,0.0205,373,Exporting encryption equipment,0.1072,373,Export of encryption equipment,0.1072,373,export of encryption equipment,0.1072,373,Exports of encryption devices,0.1219,373,Export of encryption,0.1535,373,export coding equipment,0.0033,373,Export of encryption equipment,0.1072,373,outside of encryption equipment,0.0516
374,Nobel prize winners,0.2745,374,The Nobel Prize winner,0.2745,374,Nobel Prize winner,0.2745,374,The Nobel Prize winners,0.2745,374,The Nobel Prize winners,0.2745,374,Nobel Prize for his work,0.5047,374,Nobel laureates,0.2509,374,Nobel laureates,0.2509,374,The Nobel Prize winner,0.2745,374,The Nobel Prize winners,0.2745,374,The Nobel Prize winners,0.2745
375,hydrogen energy,0.2136,375,Energy,0.0091,375,Hydrogen energy,0.2136,375,Hydrogen energy,0.2136,375,Hydrogen energy,0.2136,375,hydrogen energy,0.2136,375,Hydrogen energy,0.2136,375,hydro energy,0.0006,375,Hydrogen energy,0.2136,375,Hydrogen energy,0.2136,375,hydrogen energy,0.2136
376,World Court,0.0226,376,The World Court,0.0226,376,The World Court,0.0226,376,The World Court,0.0226,376,The World Court,0.0226,376,The World Court,0.0226,376,Court of Justice,0.0013,376,The World Court,0.0226,376,The World Court,0.0226,376,The World Court,0.0226,376,The World Court,0.0226
377,cigar smoking,0.3225,377,I smoke,0.0189,377,Smoking is a big deal,0.0046,377,Smoking,0.0062,377,Smoking is a big deal,0.0046,377,smoking cigarettes,0.0123,377,Smoking of cigars,0.3225,377,Smoking a cigar,0.3225,377,Smoking,0.0062,377,tobacco,0.0222,377,smoking,0.0062
378,euro opposition,0.0079,378,The euro is opposite,0.0079,378,The Euro against,0.0032,378,Opposition to the European Union,0.019,378,Opposition to the euro,0.0079,378,Opposition to the euro,0.0079,378,The euro resistance,0.0012,378,The opposition to the euro,0.0079,378,against the euro,0.0032,378,Anti euro,0.0037,378,opposition to the euro,0.0079
379,mainstreaming,0.0285,379,It s a combination,0.0,379,Integration,0.0009,379,The integration,0.0009,379,Continuous,0.0,379,The integration,0.0009,379,The Commission shall adopt a decision on the implementation of the programme,0.0,379,integration,0.0009,379,control,0.0,379,spread,0.0,379,to introduce,0.0
380,obesity medical treatment,0.1958,380,Obesity treatment,0.3338,380,Medical Treatment for Obesity,0.1958,380,Medical treatment for obesity,0.1958,380,Medical treatment for obesity,0.1958,380,medical treatment of obesity,0.1958,380,Medical treatment of obesity,0.1958,380,medical treatment of obesity,0.1958,380,medical treatment of obesity,0.1958,380,Obesity is a medical condition,0.3712,380,treatment of a terminal illness,0.0
381,alternative medicine,0.0558,381,Alternative medicine is a medical science,0.0118,381,What medicines,0.006,381,Alternative medicine,0.0558,381,Alternative medicine,0.0558,381,alternative medicine,0.0558,381,Alternative medicine,0.0558,381,alternative medicine,0.0558,381,Alternative medicines,0.0558,381,alternative medicine,0.0558,381,alternative medicine,0.0558
382,hydrogen fuel automobiles,0.5459,382,Fuel cars,0.0569,382,Hydrogen fuel cars,0.523,382,Hydrogen powered cars,0.4239,382,Hydrogen fuel vehicles,0.4714,382,hydrogen fuel vehicles,0.4714,382,Hydrogen vehicles,0.3553,382,hydrogen fuel vehicles,0.4714,382,hydrogen fuel vehicles,0.4714,382,Hydrogen Fuel Vehicles,0.4714,382,hydrogen fuel vehicles,0.4714
383,mental illness drugs,0.0245,383,Psychiatric drugs,0.0435,383,Mental health and drug abuse,0.0088,383,Drugs are mental ill,0.0245,383,Drugs are a mental illness,0.0245,383,medicines for mental illness,0.0118,383,Medicinal products for the treatment of mental illness,0.0228,383,drugs for mental illness,0.0245,383,medicines for mental illness,0.0118,383,Mental health medicines,0.0059,383,drugs,0.0042
384,space station moon,0.2062,384,The moon is the space station,0.2062,384,The moon at the space station,0.2062,384,The moon space station,0.2062,384,The lunar space station,0.2016,384,the lunar space station,0.2016,384,Space station to the Moon,0.2062,384,The moon of the space station,0.2062,384,The lunar space station,0.2016,384,Space Station Moon,0.2062,384,The lunar space station,0.2016
385,hybrid fuel cars,0.3361,385,Hybrid vehicles,0.2826,385,Hybrid fuel car,0.3361,385,Fuel cars are homeless,0.0244,385,Combined fuel vehicles,0.0985,385,hybrid fuel cars,0.3361,385,Hybrid vehicles,0.2826,385,hybrid fuel vehicles,0.3818,385,hybrid fuel,0.1443,385,Hybrid fuel vehicles,0.3818,385,hybrid fuel vehicles,0.3818
386,teaching disabled children,0.032,386,Learning disabled children,0.0388,386,Education for Children with Disabilities,0.0225,386,Education of children with disabilities,0.0225,386,Education of handicapped children,0.0572,386,education of disabled children,0.0225,386,Education for children with disabilities,0.0225,386,education of children with disabilities,0.0225,386,teaching disabled children,0.032,386,Teaching Children with Disabilities,0.032,386,teaching disabled children,0.032
387,radioactive waste,0.1303,387,Radioactive waste,0.1303,387,Radioactive waste,0.1303,387,Radioactive waste,0.1303,387,The radiation,0.0021,387,radioactive waste,0.1303,387,radioactive waste,0.1303,387,radioactive waste,0.1303,387,Radioactive waste,0.1303,387,Radiation waste,0.0415,387,Radioactive fuel,0.1156
388,organic soil enhancement,0.0263,388,Organic soil is growing,0.0621,388,Organic Soil Promotion,0.0253,388,Organic soil reinforcement,0.0297,388,Increased organic soil,0.0499,388,organic improvement of soil,0.0421,388,organic soil extraction,0.0305,388,organic improvement of soil,0.0421,388,organic soil increase,0.0499,388,Organic Soil Development,0.0566,388,strengthening organic soil,0.0374
389,illegal technology transfer,0.021,389,Illegal transportation technology,0.0035,389,Illegal technology transfer,0.021,389,Illegal technology transfer,0.021,389,Illegal technology transfer,0.021,389,illegal transfer of technology,0.021,389,Illegal technology transfer,0.021,389,illegal transfer of technology,0.021,389,Illegal technology transfer,0.021,389,Illegal technology exchange,0.0135,389,Illegal technology transfer,0.021
390,orphan drugs,0.08,390,Orphan medicine,0.024,390,Orphan drug,0.08,390,Orphan drugs,0.08,390,Orphan drugs,0.08,390,orphan drugs,0.08,390,Orphans,0.0109,390,drugs for orphans,0.08,390,orphan drug,0.08,390,Orphan medicines,0.024,390,medicines for orphans,0.024
391,R&D drug prices,0.2543,391,The cost of drug development,0.3389,391,Research and development drug prices,0.4371,391,Research and development prices,0.0679,391,Costs of drug research and development,0.415,391,Drug prices in R D,0.2543,391,Price of medicinal products,0.0437,391,R D prices,0.0638,391,R D costs of medicines,0.1596,391,Pharmaceutical R   D prices,0.3061,391,R D drug prices,0.2543
392,robotics,0.4736,392,The robot,0.4736,392,The robot,0.4736,392,The robots,0.4736,392,The robot,0.4736,392,The robotics,0.4736,392,Other machinery,0.0007,392,robotics,0.4736,392,Robotics,0.4736,392,Robots,0.4736,392,The robot,0.4736
393,mercy killing,0.0551,393,Mercy is killing,0.0551,393,Murder of mercy,0.0261,393,Killing the mercy,0.0551,393,A mercy killing,0.0551,393,murder of mercy,0.0261,393,Mercy,0.0082,393,mercy,0.0082,393,Killing the grace,0.0,393,The murder of compassion,0.0012,393,killing with mercy,0.0551
394,home schooling,0.0174,394,Family education,0.0455,394,Home education,0.0335,394,Home schooling,0.0174,394,Home schooling,0.0174,394,home education,0.0335,394,Home,0.0001,394,home schooling,0.0174,394,school at home,0.0174,394,Home school,0.0174,394,home education,0.0335
395,tourism,0.1345,395,Travel,0.0009,395,Tourism,0.1345,395,Tourism,0.1345,395,Tourism,0.1345,395,tourism,0.1345,395,Tourism,0.1345,395,Tourism,0.1345,395,Tourism,0.1345,395,tourism,0.1345,395,Tourism,0.1345
396,sick building syndrome,0.152,396,The syndrome of the sick room,0.097,396,The sick building syndrome,0.152,396,The syndrome of the disease,0.003,396,The sick building syndrome,0.152,396,sick building syndrome,0.152,396,Disease and building syndrome,0.016,396,building syndrome,0.1222,396,Building sickness syndrome,0.152,396,Ill building disease,0.0066,396,building sickness,0.1304
397,automobile recalls,0.0179,397,The car reminds me,0.0,397,Car recovery,0.0,397,Remembering the cars,0.0,397,The car inspector,0.0,397,car reminders,0.0,397,Car disabilities,0.0,397,Car reviews,0.0,397,return of the car,0.0001,397,Vehicle recall,0.1165,397,remembering cars,0.0
398,dismantling Europe's arsenal,0.0189,398,To destroy the European arsenal,0.024,398,The dismantling of Europe s defenseless forces,0.0313,398,Dismantling the arsenal of Europe,0.0189,398,The destruction of the European Armoury,0.0006,398,dismantling of the European arsenal,0.0044,398,The Commission has asked the Commission to,0.0,398,The destruction of the European arsenal,0.0067,398,breaking up the European weapons,0.0044,398,The European arsenal was destroyed,0.024,398,the destruction of European weapons,0.005
399,oceanographic vessels,0.1489,399,Marine ships,0.0027,399,The sea going ship,0.0075,399,The ocean ships,0.0402,399,Oceanographic ships,0.172,399,ocean ships,0.0402,399,Sea going vessels,0.0125,399,oceanographic ships,0.172,399,oceanographic ships,0.172,399,Marine ships,0.0027,399,ships of the sea,0.0091
400,Amazon rain forest,0.3971,400,The Amazon rainforest,0.4111,400,The Amazon rainforest,0.4111,400,The Amazon rainforest,0.4111,400,The Amazon rainforest,0.4111,400,The Amazon Rainforest,0.4111,400,The Amazon rainforest,0.4111,400,The Amazon rainforest,0.4111,400,The Amazon rainforest,0.4111,400,The Amazon Rainforest,0.4111,400,The Amazon rainforest,0.4111
401,"foreign minorities, Germany",0.0311,401,Foreign minorities  Germany,0.0311,401,Foreign minorities  German,0.015,401,Foreign minorities  Germany,0.0311,401,Foreign minorities  Germany,0.0311,401,Foreign minorities  Germany,0.0311,401,Foreign minorities  Germany,0.0311,401,foreign minorities  Germany,0.0311,401,Foreign minority  German,0.015,401,The foreign minorities  Germany,0.0311,401,Foreign heads  Germany,0.0268
402,behavioral genetics,0.1344,402,Behavioral genetics is the key to this,0.1208,402,Genetics of behavior,0.1344,402,Behavioral inheritance,0.0173,402,Behavioral genetics is,0.1344,402,genetic behavior,0.1344,402,The following is a summary of the results of the study,0.0001,402,genetics of behavior,0.1344,402,Behavioral genetics,0.1344,402,The study of behavior genetics,0.1567,402,genetics behavior,0.1344
403,osteoporosis,0.4423,403,It s a bone marrow disease,0.0191,403,I have a bone fracture,0.196,403,The bone inflammation,0.0397,403,The Stoporosis,,403,osteoporosis,0.4423,403,Osteoporosis,0.4423,403,Osteoporosis,0.4423,403,osteoporosis,0.4423,403,fracture of the bone,0.2929,403,bone disease,0.1675
404,"Ireland, peace talks",0.169,404,Ireland  peace negotiations,0.1361,404,Ireland  peace negotiations,0.1361,404,Ireland  peace talks,0.169,404,Ireland  peace negotiations,0.1361,404,Ireland  peace negotiations,0.1361,404,The Commission s proposal for a directive on the protection of workers,0.0,404,Ireland  peace negotiations,0.1361,404,Ireland  peace negotiations,0.1361,404,Ireland  peace talks,0.169,404,Ireland  peace talks,0.169
405,cosmic events,0.0616,405,The events of the universe,0.0126,405,The cosmic event,0.0616,405,The events of the universe,0.0126,405,Cosmic events,0.0616,405,cosmic events,0.0616,405,Cosmic events,0.0616,405,the space events,0.003,405,cosmic events,0.0616,405,Cosmic events,0.0616,405,world events,0.0
406,Parkinson's disease,0.3929,406,Parkinson s disease is a disease,0.4123,406,Parkinson s disease is not a disease,0.4123,406,Parkinson s disease is not a disease,0.4123,406,Parkinson s disease is not a disease,0.4123,406,Parkinson s disease is,0.4042,406,Parkinson s disease is the most common cause of,0.3297,406,Parkinson s disease is,0.4042,406,Parkinson s disease is,0.4042,406,Parkinson s disease,0.4042,406,Parkinson s disease,0.4042
407,"poaching, wildlife preserves",0.2801,407,Hunting  wildlife protection,0.0643,407,Protecting the Wildlife,0.0548,407,Black hunting  saving wildlife,0.082,407,Wild hunting  protecting wildlife,0.0606,407,hunting  wildlife preservation,0.0575,407,Fisheries  fisheries and fisheries,0.0147,407,poaching  wildlife conservation,0.2305,407,hunting  wildlife conservation,0.0608,407,Migration and Wildlife Conservation,0.0253,407,Animal husbandry  animal welfare,0.0012
408,tropical storms,0.0929,408,Tropical storms,0.0929,408,A tropical storm,0.0929,408,Tropical storms,0.0929,408,Tropical storms,0.0929,408,tropical storms,0.0929,408,Tropical storms,0.0929,408,Tropical storms,0.0929,408,tropical storm,0.0929,408,Tropical storms,0.0929,408,tropical storms,0.0929
409,"legal, Pan Am, 103",0.1422,409,The Law  Pan Am,0.0327,409,Law  Panama,0.0,409,Legal  Pan Am,0.059,409,Law  Pan M,0.0026,409,The European Parliament  the European Parliament  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council  the Council and the Council,0.0,409,The Commission has informed the Commission,0.0,409,Law school  Panama,0.0,409,The law  Pan Am,0.0327,409,Law  Pan Am,0.0327,409,legal  Pan Am,0.059
410,Schengen agreement,0.8547,410,The Schengen Agreement,0.8547,410,The Schengen Agreement,0.8547,410,The Schengen Agreement,0.8547,410,The Shanghai deal,0.0,410,The Schengen Agreement,0.8547,410,The Schengen Agreement,0.8547,410,The Schengen Agreement,0.8547,410,The Schengen Agreement,0.8547,410,The Schengen Agreement,0.8547,410,The Schengen Agreement,0.8547
411,"salvaging, shipwreck, treasure",0.2342,411,Salvation  shipwrecks  treasures,0.0883,411,Structure  ship damage  treasure,0.0324,411,Rescue  shipwreck  treasure,0.0762,411,Saving  sinking the ship  treasure,0.0558,411,rescue  shipwreck  treasure,0.0762,411,Rescue  shipwreck  treasure,0.0762,411,Rescue work  shipwreck  treasure,0.0779,411,Rescue  shipwreck  treasure,0.0762,411,The Bible says that  the righteous will be saved  and the wicked will be cut off,0.0,411,rescue  shipwreck  treasure,0.0762
412,airport security,0.332,412,Airport security,0.332,412,Airport security,0.332,412,Airport security,0.332,412,Airport security,0.332,412,Airport security,0.332,412,Airport safety,0.0155,412,airport security,0.332,412,Airport security,0.332,412,Airport security,0.332,412,Airport security,0.332
413,steel production,0.0807,413,The steel industry,0.0469,413,Production of iron and steel,0.0351,413,Steel production,0.0807,413,Steel production,0.0807,413,steel production,0.0807,413,Steel production,0.0807,413,Steel manufacturing,0.1119,413,Manufacture of steel,0.1119,413,steel production,0.0807,413,iron production,0.0162
414,"Cuba, sugar, exports",0.2562,414,Cuba  sugar  exports,0.2562,414,Cuba  sugar  exports,0.2562,414,Cuba  sugar  exports,0.2562,414,Cuba  sugar  exports,0.2562,414,The Commission has not yet adopted a proposal for a regulation on the marketing of sugar,0.0004,414,The Commission has not yet adopted a proposal for a regulation,0.0,414,Cuba  sugar  exports,0.2562,414,Try  sugar  export,0.0229,414,Cuba  sugar  exports,0.2562,414,Cuba  sugar  sales,0.2517
415,"drugs, Golden Triangle",0.2426,415,Drugs  the Golden Triangle,0.2426,415,Drugs  the golden triangle,0.2426,415,Drugs  the golden triangle,0.2426,415,Drugs  the golden triangle,0.2426,415,Drugs  the Golden Triangle,0.2426,415,Drugs  golden triangle,0.2426,415,Drugs  the Golden Triangle,0.2426,415,Drugs  the Golden Triangle,0.2426,415,Drugs  the Golden Triangle,0.2426,415,The Golden Triangle,0.1521
416,Three Gorges Project,0.3534,416,The Three Gorges Project,0.3534,416,Project three alleys,0.0055,416,Project Three Daggers,0.0191,416,Project Three Treasures,0.0009,416,Project Three Gorges,0.3534,416,Project Three Gorges,0.3534,416,The Three Gorges Project,0.3534,416,The Three Gorges Project,0.3534,416,The Three Valleys Project,0.0,416,The Three Gorges Project,0.3534
417,creativity,0.3074,417,Creativity is the key,0.1005,417,Creativity is the key,0.1005,417,Creativity,0.3074,417,Creativity is what it is,0.2776,417,creativity,0.3074,417,Creativity,0.3074,417,The creativity,0.3074,417,creativity,0.3074,417,creativity,0.3074,417,creative,0.3074
418,"quilts, income",0.4239,418,Clothes  income,0.0007,418,Columns  income,0.0,418,The M,0.0,418,The locks  the revenue,0.0,418,Knives  withdrawals,0.0,418,Clothing  income,0.0007,418,coefficients  income,0.0,418,Paper  income,0.0,418,clothing and income,0.0007,418,shoes  income,0.0003
419,"recycle, automobile tires",0.0477,419,Recycling machines  car tires,0.0531,419,Recycling  car tires,0.0853,419,Recycling  car tires,0.0853,419,Recycling  car tires,0.0853,419,recycling tyres  automotive tyres,0.3173,419,Recycling  vehicle tyres,0.283,419,recycling  automotive tires,0.0522,419,Recycling  car tires,0.0853,419,Recycling and driving,0.0053,419,Recycling  car tires,0.0853
420,carbon monoxide poisoning,0.4522,420,Carbon dioxide poisoning,0.0433,420,Carbon monoxide addiction,0.2608,420,It  s carbon poisoning,0.3175,420,Carbon monoxide poisoning,0.4522,420,Carbon monoxide poisoning,0.4522,420,Poisoning by carbon monoxide,0.4522,420,carbon dioxide poisoning,0.0433,420,carbon monoxide poisoning,0.4522,420,Carbon monoxide poisoning,0.4522,420,carbon monoxide poisoning,0.4522
421,industrial waste disposal,0.0484,421,Industrial waste management,0.0804,421,Industrial waste disposal,0.0484,421,Disposal of industrial waste,0.0484,421,Industrial waste disposal,0.0484,421,disposal of industrial waste,0.0484,421,Waste disposal,0.0257,421,waste disposal,0.0257,421,Industrial waste,0.128,421,Disposal of industrial waste,0.0484,421,The disposal of industrial waste,0.0484
422,"art, stolen, forged",0.3042,422,It s a fake art piece,0.0398,422,Stealing  faking,0.0079,422,Art  theft  faking,0.2308,422,Art  stolen  forged,0.3042,422,stolen art  forged,0.3042,422,Art  stolen  forged,0.3042,422,Stolen  counterfeit art,0.1551,422,Art  stolen  forged,0.3042,422,Stolen  counterfeited items,0.0216,422,art  theft  faking,0.2308
423,"Milosevic, Mirjana Markovic",0.6341,423,Milosevic  Mirjana Makovic  and the other two,0.3981,423,Milosevic  Mirzana and Markovic,0.4607,423,Milosevic  Mirjana Markovic  you know what,0.6705,423,Milosevic  Mirania Markovic  and the other two,0.4477,423,Milosevic  Mirjana Markovic,0.6341,423,The Commission has also adopted a proposal for a regulation on the protection of the environment,0.0,423,Milosevic  Mirjana Markovic,0.6341,423,Milosevic  Mirjana Markovic,0.6341,423,The first was the death of a young man named Mirjana Markovich,0.0284,423,Milosevic and Mirjana Markovic,0.6341
424,suicides,0.1341,424,Suicide,0.1341,424,Suicide,0.1341,424,Suicide,0.1341,424,Suicide,0.1341,424,Suicides,0.1341,424,Suicide,0.1341,424,suicide,0.1341,424,Suicide,0.1341,424,Suicides,0.1341,424,suicide,0.1341
425,counterfeiting money,0.4559,425,It s fake money,0.0166,425,Counterfeit money,0.4559,425,The fake money,0.0307,425,Counterfeiting money,0.4559,425,counterfeiting of funds,0.3103,425,Counterfeit money,0.4559,425,Counterfeiting money,0.4559,425,Fake money,0.0307,425,Fake money,0.0307,425,counterfeit money,0.4559
426,"law enforcement, dogs",0.0475,426,The law enforcement  dogs,0.0475,426,Law enforcement  dogs,0.0475,426,Law enforcement  dogs,0.0475,426,Law enforcement  dogs,0.0475,426,The police  the dogs,0.3362,426,Law enforcement agencies  dogs,0.0411,426,law enforcement agencies  dogs,0.0411,426,law enforcement  dogs,0.0475,426,Law enforcement  dogs,0.0475,426,police  dogs,0.3362
427,"UV damage, eyes",0.1522,427,UV damage  eyes,0.1522,427,Ultrasound damage to the eye,0.0266,427,UV damage  eyes,0.1522,427,UV damage to the eyes,0.1522,427,UV damage to the eyes,0.1522,427,UV damage  eyes,0.1522,427,Damage to ultraviolet light  eyes,0.2203,427,UV damage to the eyes,0.1522,427,UV damage to the eyes,0.1522,427,UV damage  eyes,0.1522
428,declining birth rates,0.2436,428,Reduced birth rates,0.1728,428,Decreased birth rates,0.2094,428,Low birth rates,0.1547,428,Reduce birth rate,0.1728,428,decrease in birth rates,0.2094,428,Decreasing birth rates,0.2094,428,decrease in birth rate,0.2094,428,decreased birth rate,0.2094,428,The decline in birth rates,0.2436,428,Decreased fertility rates,0.0343
429,Legionnaires' disease,0.4669,429,Military sickness,0.0001,429,Legionnaire s disease is a disease,0.4932,429,The army s sickness,0.0005,429,Legionnaire s disease,0.4937,429,Illness of the Legionaries,0.0012,429,Legionnaires  disease,0.4669,429,Legionnaires  disease,0.4669,429,Legionnaire s disease,0.4937,429,Legionnaire s disease,0.4937,429,Legionnaires  Disease,0.4669
430,killer bee attacks,0.6502,430,The bee killer attacks,0.6502,430,The bee killing attack,0.5854,430,The killer bee attacks,0.6502,430,A killer bee attack,0.6502,430,attacks by killer bees,0.6502,430,The Commission has also adopted a proposal for a directive on the protection of animals,0.0,430,The attack of the bee killer,0.6502,430,attack by beekeepers,0.3611,430,The killer attacks of the Bees,0.6502,430,attacks by pirates,0.0
431,robotic technology,0.5346,431,Robotics is the answer,0.4782,431,Robotics is a thing,0.4826,431,Robotics is a technology,0.5346,431,Robotic technology,0.5346,431,robotic technology,0.5346,431,The following is a list of the technical specifications,0.0,431,robotic technology,0.5346,431,Robotic technology,0.5346,431,Robotics,0.5487,431,robotic technology,0.5346
432,"profiling, motorists, police",0.002,432,The driver  the police,0.0021,432,Profiling  car drivers  police,0.0017,432,I m going to skip the IDs  the drivers  the police,0.0003,432,Profiling  drivers  police,0.002,432,the profile  the drivers  the police,0.002,432,Profiling  drivers  police,0.002,432,Profiling  motorists  police,0.002,432,Profile planning  drivers  police,0.0018,432,Profile  drivers  police,0.002,432,Vehicles  police profile,0.0036
433,"Greek, philosophy, stoicism",0.0483,433,Greek  philosophy  Stoicism,0.0483,433,Greek  philosophy  Stoicism,0.0483,433,Greek  philosophy  the equator,0.0,433,Greek  philosophy  Stoicism,0.0483,433,Greek  philosophy  stoicism,0.0483,433,Greek  philosophy  stoicism,0.0483,433,Greece  philosophy  stoicism,0.0752,433,Greek  philosophy  Stoicism,0.0483,433,The Greek  philosophy  and Stoicism,0.0483,433,Greek  philosophy  Stoicism,0.0483
434,"Estonia, economy",0.4266,434,Estonia  the economy,0.4266,434,Estonia  the economy,0.4266,434,Estonia  the economy,0.4266,434,Estonia  the economy,0.4266,434,The Commission has also adopted a number of proposals,0.0,434,The Commission has not yet adopted a proposal,0.0,434,Estonia  the economy,0.4266,434,Estonia  the economy,0.4266,434,Estonia  the economy,0.4266,434,Estonia  the economy,0.4266
435,curbing population growth,0.0477,435,It s a way to slow down population growth,0.0148,435,The population growth is contained,0.0817,435,Reducing population growth,0.0731,435,Decreasing population growth,0.1131,435,limiting population growth,0.0479,435,The Commission has also taken a number of measures to combat the spread of the virus,0.0,435,population growth,0.1961,435,impeding population growth,0.0704,435,Controlling population growth,0.2094,435,preventing population growth,0.085
436,railway accidents,0.0614,436,A railroad accident,0.1398,436,The train crash,0.2126,436,Railroad accidents,0.1398,436,Railroad accidents,0.1398,436,railway accidents,0.0614,436,Railway accidents,0.0614,436,railroad accidents,0.1398,436,train crash,0.2126,436,Train accidents,0.1964,436,railway accidents,0.0614
437,"deregulation, gas, electric",0.0288,437,We re going to relax the controls  the gas  the electricity,0.0085,437,Regulatory easing  gas  electricity,0.0117,437,The organization  the gas  the electricity,0.0269,437,Regulatory relief  gas  electricity,0.0147,437,The Commission will examine the following,0.0,437,Deregulation  gas  electricity,0.0288,437,De regulation  gas  electricity,0.0455,437,Deregulation  gas  electricity,0.0288,437,The government has also been able to regulate the supply of gas and electricity,0.042,437,Deregulation  gas  electricity,0.0288
438,"tourism, increase",0.255,438,Travel  growth,0.0067,438,Tourism  growth,0.2144,438,Tourism  increase,0.255,438,Tourism  increase,0.255,438,tourism  increase,0.255,438,Tourism  growth,0.2144,438,Tourism  growth,0.2144,438,Tourism  increased,0.255,438,Tourism  increase,0.255,438,Tourism  growth,0.2144
439,"inventions, scientific discoveries",0.0181,439,Invention  scientific discovery,0.0181,439,Inventions  scientific discoveries,0.0181,439,Inventions and scientific discoveries,0.0181,439,Inventions  scientific discoveries,0.0181,439,Inventors  scientific discoveries,0.0214,439,Inventions  scientific discoveries,0.0181,439,inventions  scientific discoveries,0.0181,439,Discoveries  scientific discoveries,0.0028,439,The results of the study were not as accurate as the results of the study,0.0001,439,discoveries  scientific discoveries,0.0028
440,child labor,0.1313,440,Child labour,0.1451,440,Child labour,0.1451,440,Children work,0.0047,440,Children s work,0.0002,440,child labour,0.1451,440,Child labour,0.1451,440,child labour,0.1451,440,Child labour,0.1451,440,Child labour,0.1451,440,child labour,0.1451
441,Lyme disease,0.4564,441,Lyme disease,0.4564,441,The Life Soldier,0.0,441,Lyme disease,0.4564,441,Lyme disease,0.4564,441,Lyme disease,0.4564,441,Lyme disease,0.4564,441,Lyme disease,0.4564,441,Lyme disease,0.4564,441,Lyme disease,0.4564,441,Lyme disease,0.4564
442,heroic acts,0.0126,442,Heroic acts,0.0126,442,A heroic act,0.0126,442,The heroic business,0.0095,442,Heroic acts,0.0126,442,heroic acts,0.0126,442,Heroic Deeds,0.0386,442,heroic actions,0.0166,442,A heroic act,0.0126,442,courageous acts,0.0055,442,courageous acts,0.0055
443,"U.S., investment, Africa",0.1325,443,The United States  investment  Africa,0.1267,443,The United States  investment  Africa,0.1267,443,The United States  investment  Africa,0.1267,443,The United States  investment  Africa,0.1267,443,The United States  investment  Africa,0.1267,443,The United States  investment  Africa,0.1267,443,The United States  investment  Africa,0.1267,443,The United States  investment  Africa,0.1267,443,The United States  investment  Africa,0.1267,443,United States  investment  Africa,0.1267
444,supercritical fluids,0.3675,444,It s a supercritical liquid,0.405,444,The supertransparent fluid,0.0049,444,Critical fluids,0.0318,444,Supercritical fluids,0.3675,444,supercritical fluids,0.3675,444,Overcritical liquids,0.0001,444,supercritical fluids,0.3675,444,Supercritical fluid,0.3675,444,Supercritical fluids,0.3675,444,High solubility,0.0013
445,women clergy,0.1862,445,Teacher of the Goddess,0.0,445,The bride,0.0001,445,Women are religious,0.0093,445,Religious Women,0.0093,445,women priests,0.3486,445,Women and Clergy,0.1862,445,Women of the cluster,0.0002,445,The clergy woman,0.0501,445,Women ministers,0.0086,445,religious women,0.0093
446,"tourists, violence",0.1953,446,Travelers  violence,0.0198,446,Tourism  violence  and violence,0.0557,446,Tourists  violence,0.1953,446,Tourists  violence,0.1953,446,tourists  violence,0.1953,446,Tourists  violence,0.1953,446,Tourists  violence,0.1953,446,tourism  violence,0.0757,446,Tourists  violence,0.1953,446,tourists  violence,0.1953
447,Stirling engine,0.076,447,Engine power,0.001,447,The Sterling engine,0.0,447,Sterling engines,0.0,447,The Sterling engine,0.0,447,Other machinery,0.0,447,Stirling engine,0.076,447,The Sterling engine,0.0,447,The Stirling machine,0.0694,447,Stirling machine,0.0694,447,The Stirling Machine,0.0694
