qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
2797224,"Muslims Are The Happiest People Ever, Why?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765138,Why does loving someone hurts like hell?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479423,Why is there brail on the keypads at drive up ATM's?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862887,how to care for a spiked dragon and what to feed them?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250296,What do doctors do when a patient has a Do Nor Resuscitate Order?,0.5,2,backtranslation_yue_hant,1.0,What will the doctor do when the patient is unable to do or restore order to life,backtranslation_rus_cyrl,1.0,What do doctors do when a patient has a  Don t wake up  order,,,,,,,,,,,,,,,,,,,,,,,,
3872395,what are some easy ways to get a toddler to go to sleep without being mean?,0.0769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473137,Causes and effects of the rise of Christanity?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509982,How is th Chemistry is a basic of Science?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269759,what is artificial intelligence?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723508,What is the difference between an ox and a bull?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282199,how can I hide the cuts on my wrists?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196421,how can you be more brilliant?,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850323,Why some men never wash their hands after using the Urinal/Toilet?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192891,how are braces put on and do they hurt a lot?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406669,What do you order at Taco Bell?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582877,why do we go to school if in the real world we dont use most of it?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340574,Why do some people only go to church on Easter Sunday and never go again until Christmas ?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971899,what is masturbat***?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
