qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
3155314,"we have pork chops, veal chops, lamb chops, why is there not any beef chops ?",0.2174,3155314,We have pork  beef  goat  why not beef,0.0659,3155314,Pig  chicken  beef  why not beef,0.0408,3155314,We have pork  veal  lamb  why is there no beef,0.2331,3155314,We have pork  doll s meat  lamb s meat  why not beef,0.071,3155314,We have pig  calf  lamb cakes  why aren t there beef cakes,0.0166,3155314,We have pork  veal  lamb  why is there no beef,0.2331,3155314,We have pigs  calves  lambs  why is there no beef,0.1087,3155314,We have pork  beef  lamb  why not beef,0.16,3155314,Why not pork  beef  lamb  goat,0.1443,3155314,We have pork  veal  sheep  why not beef,0.1547
785823,how is the library consider as a heart of university?,0.1142,785823,Library is the heart of the university,0.1487,785823,How do you think the library is the center of the university,0.0385,785823,How does the library feel about the heart of the university,0.0715,785823,How is the library known as the heart of the university,0.0613,785823,How is the library considered the heart of the university,0.1142,785823,How does the library feel about the university,0.0796,785823,How is a library the center of a university,0.0434,785823,How is a library considered a university center,0.0421,785823,How is the library considered the center of the university,0.0421,785823,how is a library considered the heart of a university,0.1142
2815090,how cloning will affects our community?,0.2274,2815090,How will cloning affect our communities,0.2274,2815090,How will reproduction affect our society,0.0013,2815090,How will the copying process affect our society,0.002,2815090,How does clownism affect our society,0.0003,2815090,How will cloning affect our community,0.2274,2815090,How cloning affects our community,0.2274,2815090,How will cloning affect our community,0.2274,2815090,How will cloning affect our society,0.1738,2815090,How does cloning affect our society,0.1571,2815090,how our culture will affect our culture,0.0
2713171,What does the sentence's mean?,0.0102,2713171,What does this mean,0.0001,2713171,What does this phrase mean,0.0,2713171,What does that mean,0.0001,2713171,What does that mean,0.0001,2713171,What does that phrase mean,0.0,2713171,What does that phrase mean,0.0,2713171,What does that word mean,0.0,2713171,What does that mean,0.0001,2713171,What does this phrase mean,0.0,2713171,What does this mean,0.0001
1821193,"Why do people feed poison (sugar) to their kids on Easter, and why are there no chocolate Jesuses?",0.109,1821193,Why do people give children poisoned food on Easter  and no chocolate Jesuses,0.0328,1821193,Why do people feed poison to their children on Easter  and why don t they have chocolate jesus,0.0401,1821193,Why do people feed their children poison sugar at Easter  and why is there no Jesus chocolate,0.1071,1821193,Why do people poison their children on Easter  and why are there no chocolate jesus,0.0453,1821193,Why do people feed their children with poison  sugar  at Easter  and why isn t Jesus in the chocolate,0.0639,1821193,Why do people give their kids Easter poison  sugar  and why is there no chocolate Jesus,0.078,1821193,Why do people feed their children poison  sugar  at Easter and why is there no chocolate,0.0953,1821193,Why did people give their children poison  sugar  at Easter  and why is there no chocolate Jesus,0.0601,1821193,Why do people give poison  sugar  to their children on Easter  and why aren t there chocolate jesus,0.0483,1821193,Why do people give their children poison  sugar  at Passover  and why is there no Jesus of chocolate,0.0328
4185501,why does the sun shine?,0.3463,4185501,Why does the sun shine,0.3463,4185501,Why is the sun shining,0.3479,4185501,Why is the sun rising,0.0017,4185501,Why does the sun shine,0.3463,4185501,Why is the sun shining,0.3479,4185501,Why is the sun shining,0.3479,4185501,Why is the sun shining,0.3479,4185501,Why is the sun shining,0.3479,4185501,Why is the sun shining,0.3479,4185501,why does the sun shine,0.3463
4473331,How can I keep my rabit indoors?,0.3359,4473331,How can I keep my rabies in the house,0.0009,4473331,How can I keep my rabbit inside my house,0.0325,4473331,How can I keep my anger in,0.0001,4473331,How can I keep this at home,0.0,4473331,How can I keep my temper in,0.0001,4473331,How can I keep my rabbit in the house,0.0457,4473331,How can I keep my slave in the room,0.0,4473331,How can I keep my rabbit in the house,0.0457,4473331,How can I keep my rapid inside,0.0001,4473331,How can I keep my rabbit inside the house,0.0333
4190287,Why is switching schools so depressing?,0.0838,4190287,Why is it so sad to be in a transition,0.0001,4190287,Why is it so depressing to change schools,0.0071,4190287,Why is changing school so troubling,0.0,4190287,Why is changing schools so depressing,0.0071,4190287,Why is it so depressing to change schools,0.0071,4190287,Why is it so depressing to change schools,0.0071,4190287,Why is going to school so depressing,0.0076,4190287,Why is changing schools so frustrating,0.0001,4190287,Why is changing schools so depressing,0.0071,4190287,Why is changing schools so frustrating,0.0001
1937374,how to get 277 V AC ?,0.254,1937374,How do you get     V AC,0.3185,1937374,How do you get a    V AC,0.3185,1937374,How do I get a     AC,0.2279,1937374,How do I get to     volts AC,0.0887,1937374,How do you get     V of air conditioning,0.0095,1937374,How do we get     V AC,0.3084,1937374,How do you get     VB,0.0,1937374,How do I get an AC     V,0.3248,1937374,How do you get     V AC,0.3185,1937374,How do I get     V AC,0.3248
1459749,Why don't I have an asthma attack during sex?,0.1126,1459749,Why don t I get asthma during sex,0.1381,1459749,Why don t you have an asthma attack during sex,0.1636,1459749,Why didn t I get an asthma attack while I was having sex,0.0723,1459749,Why don t I have an asthma attack during sex,0.164,1459749,Why don t I have an asthma attack during sex,0.164,1459749,Why don t I get an asthma attack during sex,0.1656,1459749,Why don t I start having asthma during sex,0.1432,1459749,Why didn t I have an asthma attack while having sex,0.0722,1459749,Why don t I have an asthma attack while I m having sex,0.1589,1459749,Why do I not have a seizure during sex,0.0003
23464,why girls are beautiful?,0.4325,23464,Why are girls so beautiful,0.3936,23464,Why are girls so beautiful,0.3936,23464,Why are girls so beautiful,0.3936,23464,Why are girls so pretty,0.0444,23464,Why are girls so beautiful,0.3936,23464,Why are girls beautiful,0.4325,23464,Why are girls so beautiful,0.3936,23464,Why are the pretty girls,0.0412,23464,Why are women so beautiful,0.0275,23464,why are girls good,0.0206
4377861,how to handsew sequins?,1.0,4377861,How do you sew your hands,0.1887,4377861,How do you fix it by hand,0.0,4377861,How do you sew,0.0427,4377861,How do we wear the bracelets,0.0,4377861,How do you sew clothes by hand,0.1118,4377861,How to sew soap to the hand,0.1192,4377861,How do you sew,0.0427,4377861,How to decorate the fabric,0.0157,4377861,How can you make a sewing machine,0.0685,4377861,how to sew with your hands,0.2031
3385681,"if red bull is soo bad for people ,then why is it soo popular?",0.0821,3385681,If red cows are bad for people  why are they so popular,0.0021,3385681,If red bulbs are bad for people  why are they so popular,0.0021,3385681,If Red Bull is so bad for people  why is he so popular,0.0873,3385681,If Red Bull is so bad for people  why is it so popular,0.0944,3385681,If Red Bull is so bad for people  why is it so popular,0.0944,3385681,If Red Bull is so bad for people  why is he so popular,0.0873,3385681,If Red Bull is so bad for people  why is it so popular,0.0944,3385681,If Red Bull is so bad for people  why is it so popular,0.0944,3385681,If Red Bull is so bad for humans  why is it so popular,0.0851,3385681,If Red Bull is so bad for humans  then why is it so popular,0.0851
1794677,How can I treat my Acne Scars?,0.4596,1794677,How do I treat scars,0.0851,1794677,How can you treat a scarring wound,0.0366,1794677,How can I treat my acne,0.1137,1794677,How can I heal my wounds,0.0004,1794677,How do I treat my acne scars,0.4668,1794677,How can I treat my acne scar,0.4596,1794677,How can I treat my acne scars,0.4596,1794677,How can I treat my acne,0.1137,1794677,How can I heal my spinal fractures,0.0005,1794677,How can I treat my acne wounds,0.0847
3301173,how to design road crust for national highways?,0.32,3301173,How do you design national highways,0.1832,3301173,How to design the road surface of a national highway,0.2557,3301173,How do you design the road shell for the national highways,0.2353,3301173,How do we design the road crest for national highways,0.23,3301173,How to design the road surface for national highways,0.2557,3301173,How will the road crust be designed for national highways,0.32,3301173,How to design a road corridor for the national highways,0.2069,3301173,How do you plan the road crest for the state highway,0.206,3301173,How to design the road layout for national highways,0.1523,3301173,how to design highways for national highways,0.1624
204633,Why do you have memories?,0.2123,204633,Why do you have memories,0.2123,204633,Why do you remember,0.0001,204633,Why do you have memories,0.2123,204633,Why do you have memories,0.2123,204633,Why do you have memories,0.2123,204633,Why do you have memories,0.2123,204633,Why do you have memories,0.2123,204633,Why do you have a memory,0.2123,204633,Why do you have memories,0.2123,204633,Why do you have a memory,0.2123
3960080,Why don't commercial planes fly over the North Pole?,0.4098,3960080,Why can t commercial planes fly over the Arctic,0.248,3960080,Why don t commercial planes cross the Arctic,0.0477,3960080,Why don t you fly commercial planes over the Arctic,0.2383,3960080,Why aren t commercial planes flying up from the North Pole,0.3188,3960080,Why aren t commercial planes flying over the North Pole,0.3206,3960080,Why aren t commercial planes flying over the North Pole,0.3206,3960080,Why aren t commercial planes flying over the North Pole,0.3206,3960080,Why aren t commercial planes flying over the North Pole,0.3206,3960080,Why do commercial planes not fly over the North Pole,0.4003,3960080,Why do commercial aircraft not fly over the North Pole,0.1804
1262692,How can I get rid of pimples on my back?,0.3474,1262692,How can I get rid of my back,0.0015,1262692,How do you get rid of this thing on your back,0.0009,1262692,How can I get rid of the spots on my back,0.0109,1262692,How do I get rid of my back pain,0.0013,1262692,How do I get rid of buttons on my back,0.0002,1262692,How can I get rid of pimples on my back,0.3474,1262692,How do you get rid of the spleen,0.0013,1262692,How can I get rid of the acne in my back,0.0022,1262692,How can I get rid of the worms in my back,0.0004,1262692,How can I remove the sores on my back,0.0
558570,"My city just put a ban on pit bulls, how do we reverse the decision?",0.4541,558570,My market just banned football  how do we respond,0.0055,558570,How can my city ban fireworks  and how can I reverse the decision,0.0671,558570,My city has a curfew on the balls  How do we reverse the decision,0.0039,558570,My city just banned betting  how can we reverse that,0.0829,558570,My town banned pit bulls  how do we reverse the decision,0.4551,558570,My town just banned pit bulls  how can we reverse that decision,0.4423,558570,My town banned pitballs  how do we get rid of it,0.0159,558570,My town just banned pit bulls  how can we reverse that decision,0.4423,558570,My town is barred from turning the pot  how do we get back to the end,0.0,558570,My city just banned pit bulls  how do we turn the decision,0.4565
1167882,What are the different types of sins and how are they caused?,0.0569,1167882,What is sin and how does it cause it,0.0296,1167882,What kind of sin is it and how does it occur,0.0248,1167882,What are the different types of sins and how do they cause them,0.0498,1167882,What are the types of sins and how do they cause them,0.0476,1167882,What are the different types of sins  and how do they result,0.0175,1167882,What are the different kinds of sins  and how are they caused,0.0298,1167882,What are the different sins  and how do they occur,0.0257,1167882,What is the different type of sin and how is it caused,0.0569,1167882,What is sin  and how does it occur,0.0416,1167882,What are the kinds of sins  and how do they result,0.0108
3295055,"What causes skin discoloration, specifically, whitening of the skin between fingers?",0.131,3295055,What causes the skin to turn colored  The skin between the fingers to become white,0.0042,3295055,What causes the skin to change color  and why  in particular  does the skin turn white between the fingers,0.003,3295055,What causes the skin to change color  specifically  whitening the skin between the fingers,0.0344,3295055,What causes the skin to change color  specifically  the whitening of the skin between the fingers,0.0344,3295055,What causes skin discoloration  especially whitening of the skin between the fingers,0.1313,3295055,What causes skin discoloration  especially the skin between the fingers  to become whiter,0.0653,3295055,What causes the skin to turn colored  namely  the whitening of the skin between the fingers,0.0369,3295055,What causes the skin to change color  specifically  the skin to become white between the fingers,0.0053,3295055,What causes skin color changes  especially when the skin between the fingers becomes white,0.0043,3295055,What causes the skin to turn white  especially between the fingers,0.006
100653,how do I go about getting copies of letters of commendation prsented to me from city of san diego?,0.2961,100653,How do I get letters from San Diego,0.2464,100653,How do we get compliments from the city of San Diego,0.3104,100653,How do I get copies of the letters of encouragement I sent from the city of San Diego,0.2755,100653,How do I get the mail from San Diego City that s been sent to me,0.2569,100653,How do I get copies of congratulatory letters sent by the city of San Diego,0.2845,100653,How do I get copies of congratulatory letters from San Diego,0.255,100653,How can I get copies of the complimentary letters sent to me from San Diego,0.2022,100653,How do I get a copy of the letter of credit sent from the city of San Diego,0.2651,100653,How do I get copies of the letters of appreciation sent to me from San Diego,0.2378,100653,How can I get copies of congratulatory letters from San Diego,0.2407
2619912,"How were you saved from sin-and born again as Jesus says ""Except you repent, and be born again..."" How didYou?",0.2567,2619912,How were you delivered from sin and born again,0.1261,2619912,How did you get saved from sin and be born again,0.2032,2619912,How were you saved from sin and born again  as Jesus says  unless you were born again and come to life again    how did you do it,0.2524,2619912,How did you get rid of sin and be born again,0.2078,2619912,How did you get saved from sin and be born again as Jesus said   unless you repent and be born again     How did you do,0.218,2619912,How did you get saved from sin and be born again  as Jesus says   unless you repent and be born again     How did you do that,0.2056,2619912,How were you saved from sin and born again  as Jesus says   Unless you repent and be born again     How did you do that,0.2266,2619912,How can you be saved from sin and born again as Jesus said  unless you repent  and be born again     How are you,0.2695,2619912,How were you saved from sin   and born again  as Jesus says   Unless you repent and be born again         How are you,0.253,2619912,How are you saved from sin and born again as Jesus says  unless you repent  and be born again     How are you,0.26
1663853,what is a wet dream?,0.3812,1663853,What is a dream,0.0571,1663853,What s a wet dream,0.3598,1663853,What is a wet dream,0.3812,1663853,What are wet dreams,0.3812,1663853,What s a wet dream,0.3598,1663853,What s a wet dream,0.3598,1663853,What is a wet dream,0.3812,1663853,What is a wet dream,0.3812,1663853,What is a wet dream,0.3812,1663853,What is a rain dream,0.0243
2592121,how to rollover 401k into real estate?,0.1882,2592121,How do you turn your    k into real estate,0.2306,2592121,How do you convert          into real estate,0.2272,2592121,How do you re issued your    k to real estate,0.1844,2592121,How do I turn    k into real estate,0.2552,2592121,How do you spend    k on real estate,0.2278,2592121,How can I put my    k into real estate,0.2416,2592121,How do you transfer your    k to real estate,0.2129,2592121,How do you turn your    k into real estate,0.2306,2592121,How to turn    k into real estate,0.2782,2592121,How to turn a    k into real estate,0.2782
2182052,why is lemonade at restaurants sometimes different?,0.5183,2182052,Why is the dough in restaurants different sometimes,0.0082,2182052,Why is it different to eat lemons in restaurants,0.0114,2182052,Why do lemons sometimes differ in restaurants,0.0262,2182052,Why is lemonade sometimes different in restaurants,0.5183,2182052,Why is lemonade in restaurants sometimes different,0.5183,2182052,Why is lemonade sometimes different in restaurants,0.5183,2182052,Why is lemonade sometimes different in restaurants,0.5183,2182052,Why is lemonade in restaurants sometimes different,0.5183,2182052,Why is lemonade sometimes different in restaurants,0.5183,2182052,why is the lemonade in restaurants different from time to time,0.4625
1623623,"How do you improve fuel efficiency of a 2004, Ford Ikon?",0.1685,1623623,How do you improve the fuel efficiency of the      Ford Icon,0.1099,1623623,How can we improve the fuel efficiency of the      Ford icon,0.1059,1623623,How do you improve fuel efficiency from the      Ford icon,0.1008,1623623,How do you improve fuel efficiency from the      Ford icon,0.1008,1623623,How can we improve the energy efficiency of a      Ford Ikon,0.0572,1623623,How do you improve the fuel efficiency of a      Ford icon,0.1099,1623623,How do you improve the fuel efficiency of a      Ford icon,0.1099,1623623,How do you improve fuel efficiency from a      Ford Icon,0.1008,1623623,How do you improve the fuel efficiency of a      Ford icon,0.1099,1623623,How can you improve the fuel efficiency of the      Ford Ikon,0.1588
3078448,How do you prevent chicken from drying out when you cook it?,0.1928,3078448,How do you prevent chicken drying when you cook,0.2009,3078448,How can we prevent chicken from ripening,0.0222,3078448,How do you avoid drying chicken when you re cooking it,0.1778,3078448,How do you prevent chicken from drying up when you cook,0.1902,3078448,How do you keep chicken from drying up when you cook it,0.203,3078448,How do you prevent chicken from getting dry when you cook it,0.1934,3078448,How can you prevent chicken from drying up when it s cooked,0.1811,3078448,How do you keep chicken from drying out when you cook it,0.2039,3078448,How can you prevent chicken from drying up when you cook,0.1851,3078448,How can you prevent chicken from baking,0.0719
3074429,How can we understand Islam and Muslims better?,0.1126,3074429,How can we better understand Islam and Muslims,0.1126,3074429,How can we better understand Islam and Muslims,0.1126,3074429,How can we better understand Islam and Muslims,0.1126,3074429,How can we better understand Islam and Muslims,0.1126,3074429,How can we better understand Islam and Muslims,0.1126,3074429,How can we better understand Islam and the Muslims,0.1126,3074429,How can we better understand Islam and Muslims,0.1126,3074429,How can we better understand Islam and Muslims,0.1126,3074429,How can we better understand Muslims and Muslims,0.0515,3074429,How can we better understand Islam and Muslims,0.1126
1119420,"Well the black light is UV light.So if it is ""black"" how can it be ""light"" ?",0.3145,1119420,So if it s black  why is it light,0.0373,1119420,So  black light is UV light  so how can it be light if it s black,0.2893,1119420,Well  black light is UV light  so if black  how can it be light,0.2994,1119420,So black light is UV light  so if it s black  how can it be light,0.2893,1119420,Black light is UV  If it s black  how can it be  light,0.3215,1119420,The black light is UV light  so if it s black  how can it be light,0.2894,1119420,Well  black light is ultraviolet light  so if it s black  how can it be light,0.0821,1119420,So if it s black  how can it be light,0.0388,1119420,So if it s  black   how can it be  light,0.0388,1119420,Well  black light is UV light  So if it s  black  how can it be  light,0.285
1290612,why do anxiety and depression seem to coexist?,0.2996,1290612,Why does anxiety and depression seem to be the same thing,0.3521,1290612,Why do you think anxiety and depression exist together,0.3563,1290612,Why do anxiety and depression seem to go hand in hand,0.2926,1290612,Why do thinking and depression interact,0.012,1290612,Why do anxiety and depression seem to coexist,0.2996,1290612,Why do fear and depression seem to be linked,0.0319,1290612,Why do anxiety and depression go hand in hand,0.3024,1290612,Why do anxiety and depression seem to migrate,0.3367,1290612,Why do anxiety and depression go hand in hand,0.3024,1290612,why anxiety and depression seem to be linked,0.3449
2529114,"since i have premature ejaculation problem, how to satisfy my girl?",0.4628,2529114,I have a problem with preterm birth  how can I please my daughter,0.0,2529114,I have a problem with early pregnancy  How can I please my daughter,0.0001,2529114,Since I have an early spread problem  how do I please my girl,0.0,2529114,Since I have premature ejaculation  how do I please my daughter,0.4185,2529114,Since I have an early ejaculation problem  how can I please my daughter,0.0472,2529114,Since I m having premature ejaculation  how can I satisfy my girl,0.4149,2529114,I have problems with premature ejaculation  how do I satisfy my girlfriend,0.4262,2529114,Since I have a problem with premature ejaculation  how can I please my girl,0.4427,2529114,How can I please my wife  since I have a pre fatal problem,0.0,2529114,Since I have a problem with premature delivery  how can I please my girlfriend,0.1107
204963,what does 5 by 5 mean?,0.1354,204963,What does  x  mean,0.0005,204963,What does   times   mean,0.0011,204963,What does   times   mean,0.0011,204963,What does   to   mean,0.0016,204963,What does   times   mean,0.0011,204963,What does   out of   mean,0.0016,204963,What do you mean    times,0.0009,204963,What does   times   mean,0.0011,204963,What is   by,0.0,204963,What does   to   mean,0.0016
4367654,Why is April 19th important?,0.1109,4367654,Why is April    so important,0.2061,4367654,Why is April    so important,0.2061,4367654,Why is April    important,0.2245,4367654,Why is April    important,0.2245,4367654,Why is April    important,0.2245,4367654,Why is April    important,0.2245,4367654,Why is April    important,0.2245,4367654,Why is April    so important,0.2061,4367654,Why April    is Important,0.2245,4367654,Why is April    special,0.2158
3639660,Why do most cigarettes have the yellow filter?,0.4232,3639660,Why do most cigarettes have yellow filters,0.4232,3639660,Why do most cigarettes have yellow filters,0.4232,3639660,Why do most cigarettes have a yellow filter,0.4232,3639660,Why do most cigarettes have yellow filters,0.4232,3639660,Why do most cigarettes have the yellow filter,0.4232,3639660,Why do most cigarettes have the yellow filter,0.4232,3639660,Why do most cigarettes have a yellow filter,0.4232,3639660,Why do most cigarettes have yellow filters,0.4232,3639660,Why do most cigarettes have yellow filters,0.4232,3639660,Why do many cigarettes have a yellow filter,0.4374
4197214,Why my GF feel like pissing during sexual intercourse?,0.1234,4197214,Why does my mother pee during sex,0.0025,4197214,Why do you want to pee during sex,0.0007,4197214,Why do I feel like my wife wants to pee while I m having sex,0.0001,4197214,Why does my wife want to fuck him when she s having sex,0.0006,4197214,Why does my FG want to pee during sex,0.0007,4197214,Why would my GF want to pee during sex,0.0036,4197214,Why does my wife want to write during sex,0.0,4197214,Why does my GF feel like I m peeing during sex,0.0025,4197214,Why do my GF feel O C  when they have sex,0.0015,4197214,Why does my GF feel like pissing during sex,0.0043
1015624,What's the Definition of a bloody mary?,0.6867,1015624,What is the definition of a Virgin,0.0013,1015624,What is the definition of a bloody Mary,0.6867,1015624,What is the definition of Bloody Mary,0.6867,1015624,What is the definition of Bloody Mary,0.6867,1015624,What s the definition of a holy Mary,0.0384,1015624,What s the definition of a fucking Mary,0.0728,1015624,What s the definition of  Bloody Mary,0.6748,1015624,What s the definition of bloody Mary,0.6748,1015624,What is the definition of a bloody Mary,0.6867,1015624,What is Mary s definition of blood,0.3398
1082595,what is meant by mobile technology?,0.3564,1082595,What is mobile technology,0.3868,1082595,What is mobile technology,0.3868,1082595,What does mobile technology mean,0.4069,1082595,What does mobile technology mean,0.4069,1082595,What does mobile technology mean,0.4069,1082595,What does mobile technology mean,0.4069,1082595,What does mobile technology mean,0.4069,1082595,What do you mean  mobile technology,0.3701,1082595,What is mobile technology,0.3868,1082595,what is mobile technology,0.3868
3239329,Why do we wee a lot in the cold weather especially at night?,0.09,3239329,Why do we pee so much in cold weather  especially at night,0.0543,3239329,Why do you pee so much in cold weather  especially at night,0.0519,3239329,Why do we pee so much in cold weather  especially at night,0.0543,3239329,Why do we get so cold  especially at night,0.0107,3239329,Why do we pee a lot in cold weather  especially at night,0.0545,3239329,Why do we pee so much  especially at night,0.0017,3239329,Why do we pee so much in cold weather  especially at night,0.0543,3239329,Why do we urinate so much in cold weather  especially at night,0.053,3239329,Why do we urinate so much in the cold  especially at night,0.0051,3239329,Why do we use so much water in the winter  especially at night,0.0057
3874326,How come Compton is only designated for black people?,0.0737,3874326,Why is Compton designed for black people,0.087,3874326,Why is Compton for black people,0.1049,3874326,How come Compton was only for black people,0.0943,3874326,Why is Compton only for blacks,0.0853,3874326,How come Compton is reserved for blacks,0.0939,3874326,Why is Compton only for blacks,0.0853,3874326,Why is the Compton only for blacks,0.0853,3874326,Why is Compton only for blacks,0.0853,3874326,Why is Compton only appointed by black people,0.0806,3874326,Why is Compton reserved for black people only,0.0678
1254390,how do i deap fry chicken?,0.2307,1254390,How do I eat chicken,0.0372,1254390,How do you fry chicken,0.2235,1254390,How do I fly chicken,0.0261,1254390,How do I fry chicken,0.2389,1254390,How do you fry chicken,0.2235,1254390,How do I put the chicken,0.0778,1254390,How do I bake a chicken,0.0493,1254390,How can I fry chicken,0.243,1254390,How do I get the yellow fried chicken,0.1816,1254390,How do I deap fried chicken,0.2166
4018891,How do I know if a particular term or phrase is copyrighted?,0.2012,4018891,How do I know if a word or phrase has copyright,0.2282,4018891,How do we know if a particular term or phrase has copyright,0.1892,4018891,How do I know if a particular term or phrase is copyrighted,0.2012,4018891,How do I know if a particular term or phrase is invoked,0.0093,4018891,How do you know if a particular term or phrase is copyrighted,0.2005,4018891,How do I know if a particular term or phrase is protected by copyright,0.184,4018891,How do I know that a particular term or phrase is copyrighted,0.2012,4018891,How do I know if a particular term or phrase is copyrighted,0.2012,4018891,How do I know if a particular word or phrase is copyrighted,0.2171,4018891,How do I know if a word or a statement has copyright,0.2345
3552010,Why do parent put kids on restriction?,0.1355,3552010,Why do parents restrict their children,0.0229,3552010,Why do parents restrict their children,0.0229,3552010,Why do parents put children on restraints,0.0055,3552010,Why do parents restrict their children,0.0229,3552010,Why do parents put restrictions on children,0.0241,3552010,Why do parents place restrictions on their children,0.0204,3552010,Why do parents limit their children,0.0196,3552010,Why do parents put their kids in the closet,0.0298,3552010,Why should parents control their children,0.0066,3552010,Why do parents place restrictions on their children,0.0204
1968489,Which auto insurance do you use and why?,0.3276,1968489,What kind of car insurance do you use,0.0415,1968489,What kind of car insurance do you use,0.0415,1968489,What kind of car insurance are you using and why,0.0494,1968489,What kind of car insurance are you using and why,0.0494,1968489,What kind of car insurance are you using and why,0.0494,1968489,What kind of car insurance do you use and why,0.0476,1968489,What highway do you use and why,0.0,1968489,Which car insurance do you use and why,0.0496,1968489,What type of car insurance are you using and why,0.0491,1968489,What kind of car insurance do you use  and why,0.0476
443848,Does anybody know where i could get a free guide on how to train a siberian husky?,0.5694,443848,Does anyone know where I can get a free guide to train a Siberian,0.3146,443848,Does anyone know where to find a free guide to training Siberian Huskies,0.5876,443848,Does anyone know where I can get a free guide on how to train a Siberian Husky,0.5775,443848,Does anyone know where I can find a guide to training the Siberian Huskies,0.5644,443848,Does anyone know where I can find a free guide on how to train a Siberian husky,0.5769,443848,Does anyone know where I can find a free guide to training a Siberian Husky,0.5791,443848,Does anyone know where I can get a free guide on how to teach Siberian husky,0.5199,443848,Does anyone know where I can get a free guide on how to train a Siberian Husky,0.5775,443848,Does anyone know where I can get a free guide on how to train a Siberian Husky,0.5775,443848,Does anyone know where I can get free guidance on how to teach Siberian husky,0.4969
4372730,Why doesn't the bible make any sense?,0.0833,4372730,Why is the Bible meaningless,0.0037,4372730,Why is the Bible so absurd,0.0037,4372730,Why is the Bible not reasonable,0.0064,4372730,Why does the Bible have no meaning,0.0101,4372730,Why is the Bible so meaningless,0.0028,4372730,Why is the Bible meaningless,0.0037,4372730,Why is the Bible meaningless,0.0037,4372730,Why does the Bible make sense,0.1045,4372730,Why is the Bible meaningless,0.0037,4372730,Why is the Bible useless,0.0016
896725,what are some good exercises to get rid of those love handles?,0.1803,896725,Can some good exercise help you get rid of the handles,0.1164,896725,What s a good exercise to get rid of love handles,0.1402,896725,What are some good exercises to get rid of those love handles,0.1803,896725,What are the best ways to get rid of these love captures,0.0016,896725,What are some good exercises to get rid of these love handles,0.1757,896725,What are some good exercises to get rid of these love gloves,0.0131,896725,What good exercises can help you to get rid of these love sticks,0.0403,896725,What are some good exercises to get rid of that love grip,0.0121,896725,What are some good exercises to do to remove those romantic handles,0.0076,896725,What is the best practice to undo these bonds of love,0.0
2180086,what are mormens?,0.1429,2180086,What is a Mormon,0.0403,2180086,What is a Mormon,0.0403,2180086,What are Mormons,0.0403,2180086,What are Mormons,0.0403,2180086,What are Mormons,0.0403,2180086,What are mormons,0.0403,2180086,What are mormons,0.0403,2180086,What is a Mormon,0.0403,2180086,What is Mormonism,0.0403,2180086,What is a Mormen,0.1429
34041,what are the symptoms of strep throat?,0.7306,34041,What are the symptoms of a sore throat,0.2782,34041,What are the symptoms of throat inflammation,0.122,34041,What are the symptoms of a sore throat,0.2782,34041,What are the symptoms of strophic ulcers,0.0049,34041,What are the symptoms of a throat drop,0.2616,34041,What are the symptoms of streptocranosis,0.0152,34041,What are the symptoms of throat strep,0.7306,34041,What are the symptoms of strep throat,0.7306,34041,What are the symptoms of neck pain,0.0196,34041,What are the symptoms of epilepsy,0.008
229303,Why  is  the   war continuing  in  Afghanistan?,0.3313,229303,Why is the war in Afghanistan still going on,0.3125,229303,Why is the war in Afghanistan going on,0.3204,229303,Why is the war in Afghanistan going on,0.3204,229303,Why is the war in Afghanistan going on,0.3204,229303,Why is the war in Afghanistan still going on,0.3125,229303,Why is the war in Afghanistan going on,0.3204,229303,Why is the war in Afghanistan going on,0.3204,229303,Why is the war in Afghanistan going on,0.3204,229303,Why is war in Afghanistan continuing,0.3313,229303,Why is war going on in Afghanistan,0.3204
2446614,how could u get success?,0.306,2446614,How did you succeed,0.0006,2446614,How did you succeed,0.0006,2446614,How can you do it,0.0002,2446614,How did you do that,0.0001,2446614,How did you do that,0.0001,2446614,How could you succeed,0.0005,2446614,How could you succeed,0.0005,2446614,How can you do that,0.0002,2446614,How can we succeed,0.0005,2446614,How can you succeed,0.0006
654124,Why am I not able to concentrate on my studies?,0.2467,654124,Why can t I concentrate on reading,0.0125,654124,Why can t you focus on your studies,0.0425,654124,Why can t I focus on my studies,0.0453,654124,Why can t I focus,0.0002,654124,Why can  t I focus on my studies,0.0453,654124,Why can t I focus on my studies,0.0453,654124,Why can t I focus on my studies,0.0453,654124,Why can t I focus on my studies,0.0453,654124,Why can t I focus on my studies,0.0453,654124,Why can t I focus on my studies,0.0453
