qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
785823,how is the library consider as a heart of university?,0.3333,785823,Library is the heart of the university,0.5,785823,How do you think the library is the center of the university,0.1429,785823,How does the library feel about the heart of the university,0.3333,785823,How is the library known as the heart of the university,0.25,785823,How is the library considered the heart of the university,0.3333,785823,How does the library feel about the university,0.5,785823,How is a library the center of a university,0.1667,785823,How is a library considered a university center,0.1429,785823,How is the library considered the center of the university,0.1429,785823,how is a library considered the heart of a university,0.3333
2815090,how cloning will affects our community?,0.3333,2815090,How will cloning affect our communities,0.3333,2815090,How will reproduction affect our society,0.0132,2815090,How will the copying process affect our society,0.0244,2815090,How does clownism affect our society,0.0038,2815090,How will cloning affect our community,0.3333,2815090,How cloning affects our community,0.3333,2815090,How will cloning affect our community,0.3333,2815090,How will cloning affect our society,0.5,2815090,How does cloning affect our society,0.5,2815090,how our culture will affect our culture,0.0
2713171,What does the sentence's mean?,0.0238,2713171,What does this mean,0.0017,2713171,What does this phrase mean,0.0,2713171,What does that mean,0.0017,2713171,What does that mean,0.0017,2713171,What does that phrase mean,0.0,2713171,What does that phrase mean,0.0,2713171,What does that word mean,0.0,2713171,What does that mean,0.0017,2713171,What does this phrase mean,0.0,2713171,What does this mean,0.0017
1821193,"Why do people feed poison (sugar) to their kids on Easter, and why are there no chocolate Jesuses?",1.0,1821193,Why do people give children poisoned food on Easter  and no chocolate Jesuses,0.2,1821193,Why do people feed poison to their children on Easter  and why don t they have chocolate jesus,0.5,1821193,Why do people feed their children poison sugar at Easter  and why is there no Jesus chocolate,1.0,1821193,Why do people poison their children on Easter  and why are there no chocolate jesus,0.3333,1821193,Why do people feed their children with poison  sugar  at Easter  and why isn t Jesus in the chocolate,0.5,1821193,Why do people give their kids Easter poison  sugar  and why is there no chocolate Jesus,1.0,1821193,Why do people feed their children poison  sugar  at Easter and why is there no chocolate,1.0,1821193,Why did people give their children poison  sugar  at Easter  and why is there no chocolate Jesus,1.0,1821193,Why do people give poison  sugar  to their children on Easter  and why aren t there chocolate jesus,1.0,1821193,Why do people give their children poison  sugar  at Passover  and why is there no Jesus of chocolate,0.2
4185501,why does the sun shine?,1.0,4185501,Why does the sun shine,1.0,4185501,Why is the sun shining,1.0,4185501,Why is the sun rising,0.0046,4185501,Why does the sun shine,1.0,4185501,Why is the sun shining,1.0,4185501,Why is the sun shining,1.0,4185501,Why is the sun shining,1.0,4185501,Why is the sun shining,1.0,4185501,Why is the sun shining,1.0,4185501,why does the sun shine,1.0
4473331,How can I keep my rabit indoors?,1.0,4473331,How can I keep my rabies in the house,0.0081,4473331,How can I keep my rabbit inside my house,0.5,4473331,How can I keep my anger in,0.0016,4473331,How can I keep this at home,0.0013,4473331,How can I keep my temper in,0.0034,4473331,How can I keep my rabbit in the house,1.0,4473331,How can I keep my slave in the room,0.0,4473331,How can I keep my rabbit in the house,1.0,4473331,How can I keep my rapid inside,0.0023,4473331,How can I keep my rabbit inside the house,0.5
4190287,Why is switching schools so depressing?,0.5,4190287,Why is it so sad to be in a transition,0.0012,4190287,Why is it so depressing to change schools,0.027,4190287,Why is changing school so troubling,0.0,4190287,Why is changing schools so depressing,0.027,4190287,Why is it so depressing to change schools,0.027,4190287,Why is it so depressing to change schools,0.027,4190287,Why is going to school so depressing,0.0417,4190287,Why is changing schools so frustrating,0.0014,4190287,Why is changing schools so depressing,0.027,4190287,Why is changing schools so frustrating,0.0014
1937374,how to get 277 V AC ?,1.0,1937374,How do you get     V AC,1.0,1937374,How do you get a    V AC,1.0,1937374,How do I get a     AC,0.5,1937374,How do I get to     volts AC,0.5,1937374,How do you get     V of air conditioning,0.0714,1937374,How do we get     V AC,1.0,1937374,How do you get     VB,0.0,1937374,How do I get an AC     V,1.0,1937374,How do you get     V AC,1.0,1937374,How do I get     V AC,1.0
1459749,Why don't I have an asthma attack during sex?,1.0,1459749,Why don t I get asthma during sex,1.0,1459749,Why don t you have an asthma attack during sex,1.0,1459749,Why didn t I get an asthma attack while I was having sex,1.0,1459749,Why don t I have an asthma attack during sex,1.0,1459749,Why don t I have an asthma attack during sex,1.0,1459749,Why don t I get an asthma attack during sex,1.0,1459749,Why don t I start having asthma during sex,1.0,1459749,Why didn t I have an asthma attack while having sex,1.0,1459749,Why don t I have an asthma attack while I m having sex,1.0,1459749,Why do I not have a seizure during sex,0.0029
23464,why girls are beautiful?,0.5,23464,Why are girls so beautiful,0.5,23464,Why are girls so beautiful,0.5,23464,Why are girls so beautiful,0.5,23464,Why are girls so pretty,0.25,23464,Why are girls so beautiful,0.5,23464,Why are girls beautiful,0.5,23464,Why are girls so beautiful,0.5,23464,Why are the pretty girls,0.25,23464,Why are women so beautiful,0.0526,23464,why are girls good,0.1429
4377861,how to handsew sequins?,1.0,4377861,How do you sew your hands,1.0,4377861,How do you fix it by hand,0.0,4377861,How do you sew,0.25,4377861,How do we wear the bracelets,0.0,4377861,How do you sew clothes by hand,0.3333,4377861,How to sew soap to the hand,0.3333,4377861,How do you sew,0.25,4377861,How to decorate the fabric,0.0714,4377861,How can you make a sewing machine,0.5,4377861,how to sew with your hands,1.0
3385681,"if red bull is soo bad for people ,then why is it soo popular?",0.5,3385681,If red cows are bad for people  why are they so popular,0.0217,3385681,If red bulbs are bad for people  why are they so popular,0.0156,3385681,If Red Bull is so bad for people  why is he so popular,0.5,3385681,If Red Bull is so bad for people  why is it so popular,0.5,3385681,If Red Bull is so bad for people  why is it so popular,0.5,3385681,If Red Bull is so bad for people  why is he so popular,0.5,3385681,If Red Bull is so bad for people  why is it so popular,0.5,3385681,If Red Bull is so bad for people  why is it so popular,0.5,3385681,If Red Bull is so bad for humans  why is it so popular,0.5,3385681,If Red Bull is so bad for humans  then why is it so popular,0.5
1794677,How can I treat my Acne Scars?,1.0,1794677,How do I treat scars,0.1667,1794677,How can you treat a scarring wound,0.0417,1794677,How can I treat my acne,0.125,1794677,How can I heal my wounds,0.0019,1794677,How do I treat my acne scars,1.0,1794677,How can I treat my acne scar,1.0,1794677,How can I treat my acne scars,1.0,1794677,How can I treat my acne,0.125,1794677,How can I heal my spinal fractures,0.0026,1794677,How can I treat my acne wounds,0.1
3301173,how to design road crust for national highways?,1.0,3301173,How do you design national highways,1.0,3301173,How to design the road surface of a national highway,1.0,3301173,How do you design the road shell for the national highways,1.0,3301173,How do we design the road crest for national highways,1.0,3301173,How to design the road surface for national highways,1.0,3301173,How will the road crust be designed for national highways,1.0,3301173,How to design a road corridor for the national highways,1.0,3301173,How do you plan the road crest for the state highway,1.0,3301173,How to design the road layout for national highways,0.5,3301173,how to design highways for national highways,1.0
204633,Why do you have memories?,0.5,204633,Why do you have memories,0.5,204633,Why do you remember,0.0028,204633,Why do you have memories,0.5,204633,Why do you have memories,0.5,204633,Why do you have memories,0.5,204633,Why do you have memories,0.5,204633,Why do you have memories,0.5,204633,Why do you have a memory,0.5,204633,Why do you have memories,0.5,204633,Why do you have a memory,0.5
3960080,Why don't commercial planes fly over the North Pole?,1.0,3960080,Why can t commercial planes fly over the Arctic,1.0,3960080,Why don t commercial planes cross the Arctic,0.2,3960080,Why don t you fly commercial planes over the Arctic,1.0,3960080,Why aren t commercial planes flying up from the North Pole,1.0,3960080,Why aren t commercial planes flying over the North Pole,1.0,3960080,Why aren t commercial planes flying over the North Pole,1.0,3960080,Why aren t commercial planes flying over the North Pole,1.0,3960080,Why aren t commercial planes flying over the North Pole,1.0,3960080,Why do commercial planes not fly over the North Pole,1.0,3960080,Why do commercial aircraft not fly over the North Pole,0.5
1262692,How can I get rid of pimples on my back?,1.0,1262692,How can I get rid of my back,0.0154,1262692,How do you get rid of this thing on your back,0.0093,1262692,How can I get rid of the spots on my back,0.1429,1262692,How do I get rid of my back pain,0.0278,1262692,How do I get rid of buttons on my back,0.0025,1262692,How can I get rid of pimples on my back,1.0,1262692,How do you get rid of the spleen,0.0098,1262692,How can I get rid of the acne in my back,0.0096,1262692,How can I get rid of the worms in my back,0.0029,1262692,How can I remove the sores on my back,0.0
558570,"My city just put a ban on pit bulls, how do we reverse the decision?",1.0,558570,My market just banned football  how do we respond,0.02,558570,How can my city ban fireworks  and how can I reverse the decision,1.0,558570,My city has a curfew on the balls  How do we reverse the decision,0.0385,558570,My city just banned betting  how can we reverse that,1.0,558570,My town banned pit bulls  how do we reverse the decision,1.0,558570,My town just banned pit bulls  how can we reverse that decision,1.0,558570,My town banned pitballs  how do we get rid of it,0.1,558570,My town just banned pit bulls  how can we reverse that decision,1.0,558570,My town is barred from turning the pot  how do we get back to the end,0.0,558570,My city just banned pit bulls  how do we turn the decision,1.0
1167882,What are the different types of sins and how are they caused?,0.25,1167882,What is sin and how does it cause it,0.0833,1167882,What kind of sin is it and how does it occur,0.5,1167882,What are the different types of sins and how do they cause them,0.25,1167882,What are the types of sins and how do they cause them,0.2,1167882,What are the different types of sins  and how do they result,0.0769,1167882,What are the different kinds of sins  and how are they caused,0.1111,1167882,What are the different sins  and how do they occur,0.5,1167882,What is the different type of sin and how is it caused,0.25,1167882,What is sin  and how does it occur,1.0,1167882,What are the kinds of sins  and how do they result,0.0227
3295055,"What causes skin discoloration, specifically, whitening of the skin between fingers?",0.0714,3295055,What causes the skin to turn colored  The skin between the fingers to become white,0.0833,3295055,What causes the skin to change color  and why  in particular  does the skin turn white between the fingers,0.0588,3295055,What causes the skin to change color  specifically  whitening the skin between the fingers,0.1667,3295055,What causes the skin to change color  specifically  the whitening of the skin between the fingers,0.1667,3295055,What causes skin discoloration  especially whitening of the skin between the fingers,0.0625,3295055,What causes skin discoloration  especially the skin between the fingers  to become whiter,0.05,3295055,What causes the skin to turn colored  namely  the whitening of the skin between the fingers,0.1667,3295055,What causes the skin to change color  specifically  the skin to become white between the fingers,0.1111,3295055,What causes skin color changes  especially when the skin between the fingers becomes white,0.1,3295055,What causes the skin to turn white  especially between the fingers,0.1429
100653,how do I go about getting copies of letters of commendation prsented to me from city of san diego?,1.0,100653,How do I get letters from San Diego,1.0,100653,How do we get compliments from the city of San Diego,1.0,100653,How do I get copies of the letters of encouragement I sent from the city of San Diego,1.0,100653,How do I get the mail from San Diego City that s been sent to me,0.5,100653,How do I get copies of congratulatory letters sent by the city of San Diego,1.0,100653,How do I get copies of congratulatory letters from San Diego,1.0,100653,How can I get copies of the complimentary letters sent to me from San Diego,0.5,100653,How do I get a copy of the letter of credit sent from the city of San Diego,1.0,100653,How do I get copies of the letters of appreciation sent to me from San Diego,1.0,100653,How can I get copies of congratulatory letters from San Diego,0.5
2619912,"How were you saved from sin-and born again as Jesus says ""Except you repent, and be born again..."" How didYou?",0.3333,2619912,How were you delivered from sin and born again,0.0714,2619912,How did you get saved from sin and be born again,0.5,2619912,How were you saved from sin and born again  as Jesus says  unless you were born again and come to life again    how did you do it,1.0,2619912,How did you get rid of sin and be born again,0.25,2619912,How did you get saved from sin and be born again as Jesus said   unless you repent and be born again     How did you do,0.5,2619912,How did you get saved from sin and be born again  as Jesus says   unless you repent and be born again     How did you do that,0.5,2619912,How were you saved from sin and born again  as Jesus says   Unless you repent and be born again     How did you do that,0.5,2619912,How can you be saved from sin and born again as Jesus said  unless you repent  and be born again     How are you,0.5,2619912,How were you saved from sin   and born again  as Jesus says   Unless you repent and be born again         How are you,0.5,2619912,How are you saved from sin and born again as Jesus says  unless you repent  and be born again     How are you,0.5
1663853,what is a wet dream?,1.0,1663853,What is a dream,0.1667,1663853,What s a wet dream,1.0,1663853,What is a wet dream,1.0,1663853,What are wet dreams,1.0,1663853,What s a wet dream,1.0,1663853,What s a wet dream,1.0,1663853,What is a wet dream,1.0,1663853,What is a wet dream,1.0,1663853,What is a wet dream,1.0,1663853,What is a rain dream,0.0909
2592121,how to rollover 401k into real estate?,0.25,2592121,How do you turn your    k into real estate,0.25,2592121,How do you convert          into real estate,0.2,2592121,How do you re issued your    k to real estate,0.1429,2592121,How do I turn    k into real estate,0.2,2592121,How do you spend    k on real estate,0.2,2592121,How can I put my    k into real estate,0.25,2592121,How do you transfer your    k to real estate,0.25,2592121,How do you turn your    k into real estate,0.25,2592121,How to turn    k into real estate,0.2,2592121,How to turn a    k into real estate,0.2
2182052,why is lemonade at restaurants sometimes different?,1.0,2182052,Why is the dough in restaurants different sometimes,0.0833,2182052,Why is it different to eat lemons in restaurants,0.1,2182052,Why do lemons sometimes differ in restaurants,0.1667,2182052,Why is lemonade sometimes different in restaurants,1.0,2182052,Why is lemonade in restaurants sometimes different,1.0,2182052,Why is lemonade sometimes different in restaurants,1.0,2182052,Why is lemonade sometimes different in restaurants,1.0,2182052,Why is lemonade in restaurants sometimes different,1.0,2182052,Why is lemonade sometimes different in restaurants,1.0,2182052,why is the lemonade in restaurants different from time to time,1.0
1623623,"How do you improve fuel efficiency of a 2004, Ford Ikon?",0.5,1623623,How do you improve the fuel efficiency of the      Ford Icon,0.5,1623623,How can we improve the fuel efficiency of the      Ford icon,0.5,1623623,How do you improve fuel efficiency from the      Ford icon,0.3333,1623623,How do you improve fuel efficiency from the      Ford icon,0.3333,1623623,How can we improve the energy efficiency of a      Ford Ikon,0.5,1623623,How do you improve the fuel efficiency of a      Ford icon,0.5,1623623,How do you improve the fuel efficiency of a      Ford icon,0.5,1623623,How do you improve fuel efficiency from a      Ford Icon,0.3333,1623623,How do you improve the fuel efficiency of a      Ford icon,0.5,1623623,How can you improve the fuel efficiency of the      Ford Ikon,0.5
3078448,How do you prevent chicken from drying out when you cook it?,1.0,3078448,How do you prevent chicken drying when you cook,1.0,3078448,How can we prevent chicken from ripening,0.0345,3078448,How do you avoid drying chicken when you re cooking it,1.0,3078448,How do you prevent chicken from drying up when you cook,1.0,3078448,How do you keep chicken from drying up when you cook it,1.0,3078448,How do you prevent chicken from getting dry when you cook it,1.0,3078448,How can you prevent chicken from drying up when it s cooked,1.0,3078448,How do you keep chicken from drying out when you cook it,1.0,3078448,How can you prevent chicken from drying up when you cook,1.0,3078448,How can you prevent chicken from baking,1.0
3074429,How can we understand Islam and Muslims better?,0.2,3074429,How can we better understand Islam and Muslims,0.2,3074429,How can we better understand Islam and Muslims,0.2,3074429,How can we better understand Islam and Muslims,0.2,3074429,How can we better understand Islam and Muslims,0.2,3074429,How can we better understand Islam and Muslims,0.2,3074429,How can we better understand Islam and the Muslims,0.2,3074429,How can we better understand Islam and Muslims,0.2,3074429,How can we better understand Islam and Muslims,0.2,3074429,How can we better understand Muslims and Muslims,0.2,3074429,How can we better understand Islam and Muslims,0.2
1119420,"Well the black light is UV light.So if it is ""black"" how can it be ""light"" ?",1.0,1119420,So if it s black  why is it light,0.0714,1119420,So  black light is UV light  so how can it be light if it s black,1.0,1119420,Well  black light is UV light  so if black  how can it be light,1.0,1119420,So black light is UV light  so if it s black  how can it be light,1.0,1119420,Black light is UV  If it s black  how can it be  light,1.0,1119420,The black light is UV light  so if it s black  how can it be light,1.0,1119420,Well  black light is ultraviolet light  so if it s black  how can it be light,1.0,1119420,So if it s black  how can it be light,0.125,1119420,So if it s  black   how can it be  light,0.125,1119420,Well  black light is UV light  So if it s  black  how can it be  light,1.0
1290612,why do anxiety and depression seem to coexist?,1.0,1290612,Why does anxiety and depression seem to be the same thing,1.0,1290612,Why do you think anxiety and depression exist together,1.0,1290612,Why do anxiety and depression seem to go hand in hand,1.0,1290612,Why do thinking and depression interact,0.1667,1290612,Why do anxiety and depression seem to coexist,1.0,1290612,Why do fear and depression seem to be linked,0.3333,1290612,Why do anxiety and depression go hand in hand,1.0,1290612,Why do anxiety and depression seem to migrate,1.0,1290612,Why do anxiety and depression go hand in hand,1.0,1290612,why anxiety and depression seem to be linked,1.0
2529114,"since i have premature ejaculation problem, how to satisfy my girl?",1.0,2529114,I have a problem with preterm birth  how can I please my daughter,0.0,2529114,I have a problem with early pregnancy  How can I please my daughter,0.0033,2529114,Since I have an early spread problem  how do I please my girl,0.0,2529114,Since I have premature ejaculation  how do I please my daughter,1.0,2529114,Since I have an early ejaculation problem  how can I please my daughter,0.1111,2529114,Since I m having premature ejaculation  how can I satisfy my girl,1.0,2529114,I have problems with premature ejaculation  how do I satisfy my girlfriend,1.0,2529114,Since I have a problem with premature ejaculation  how can I please my girl,1.0,2529114,How can I please my wife  since I have a pre fatal problem,0.0,2529114,Since I have a problem with premature delivery  how can I please my girlfriend,0.1667
204963,what does 5 by 5 mean?,1.0,204963,What does  x  mean,0.0112,204963,What does   times   mean,0.0167,204963,What does   times   mean,0.0167,204963,What does   to   mean,0.025,204963,What does   times   mean,0.0167,204963,What does   out of   mean,0.0303,204963,What do you mean    times,0.0058,204963,What does   times   mean,0.0167,204963,What is   by,0.0,204963,What does   to   mean,0.025
4367654,Why is April 19th important?,0.5,4367654,Why is April    so important,0.3333,4367654,Why is April    so important,0.3333,4367654,Why is April    important,0.3333,4367654,Why is April    important,0.3333,4367654,Why is April    important,0.3333,4367654,Why is April    important,0.3333,4367654,Why is April    important,0.3333,4367654,Why is April    so important,0.3333,4367654,Why April    is Important,0.3333,4367654,Why is April    special,0.3333
3639660,Why do most cigarettes have the yellow filter?,1.0,3639660,Why do most cigarettes have yellow filters,1.0,3639660,Why do most cigarettes have yellow filters,1.0,3639660,Why do most cigarettes have a yellow filter,1.0,3639660,Why do most cigarettes have yellow filters,1.0,3639660,Why do most cigarettes have the yellow filter,1.0,3639660,Why do most cigarettes have the yellow filter,1.0,3639660,Why do most cigarettes have a yellow filter,1.0,3639660,Why do most cigarettes have yellow filters,1.0,3639660,Why do most cigarettes have yellow filters,1.0,3639660,Why do many cigarettes have a yellow filter,1.0
4197214,Why my GF feel like pissing during sexual intercourse?,0.3333,4197214,Why does my mother pee during sex,0.0303,4197214,Why do you want to pee during sex,0.0133,4197214,Why do I feel like my wife wants to pee while I m having sex,0.0025,4197214,Why does my wife want to fuck him when she s having sex,0.0233,4197214,Why does my FG want to pee during sex,0.0097,4197214,Why would my GF want to pee during sex,0.125,4197214,Why does my wife want to write during sex,0.0017,4197214,Why does my GF feel like I m peeing during sex,0.0833,4197214,Why do my GF feel O C  when they have sex,0.0588,4197214,Why does my GF feel like pissing during sex,0.0667
1015624,What's the Definition of a bloody mary?,1.0,1015624,What is the definition of a Virgin,0.0294,1015624,What is the definition of a bloody Mary,1.0,1015624,What is the definition of Bloody Mary,1.0,1015624,What is the definition of Bloody Mary,1.0,1015624,What s the definition of a holy Mary,0.0435,1015624,What s the definition of a fucking Mary,0.25,1015624,What s the definition of  Bloody Mary,1.0,1015624,What s the definition of bloody Mary,1.0,1015624,What is the definition of a bloody Mary,1.0,1015624,What is Mary s definition of blood,1.0
1082595,what is meant by mobile technology?,0.25,1082595,What is mobile technology,0.3333,1082595,What is mobile technology,0.3333,1082595,What does mobile technology mean,0.5,1082595,What does mobile technology mean,0.5,1082595,What does mobile technology mean,0.5,1082595,What does mobile technology mean,0.5,1082595,What does mobile technology mean,0.5,1082595,What do you mean  mobile technology,0.3333,1082595,What is mobile technology,0.3333,1082595,what is mobile technology,0.3333
3239329,Why do we wee a lot in the cold weather especially at night?,0.5,3239329,Why do we pee so much in cold weather  especially at night,0.1111,3239329,Why do you pee so much in cold weather  especially at night,0.1111,3239329,Why do we pee so much in cold weather  especially at night,0.1111,3239329,Why do we get so cold  especially at night,0.0118,3239329,Why do we pee a lot in cold weather  especially at night,0.1111,3239329,Why do we pee so much  especially at night,0.05,3239329,Why do we pee so much in cold weather  especially at night,0.1111,3239329,Why do we urinate so much in cold weather  especially at night,0.1,3239329,Why do we urinate so much in the cold  especially at night,0.0058,3239329,Why do we use so much water in the winter  especially at night,0.1111
3874326,How come Compton is only designated for black people?,0.5,3874326,Why is Compton designed for black people,1.0,3874326,Why is Compton for black people,1.0,3874326,How come Compton was only for black people,0.5,3874326,Why is Compton only for blacks,0.5,3874326,How come Compton is reserved for blacks,1.0,3874326,Why is Compton only for blacks,0.5,3874326,Why is the Compton only for blacks,0.5,3874326,Why is Compton only for blacks,0.5,3874326,Why is Compton only appointed by black people,0.5,3874326,Why is Compton reserved for black people only,0.5
1254390,how do i deap fry chicken?,1.0,1254390,How do I eat chicken,0.1111,1254390,How do you fry chicken,1.0,1254390,How do I fly chicken,0.0526,1254390,How do I fry chicken,1.0,1254390,How do you fry chicken,1.0,1254390,How do I put the chicken,0.1667,1254390,How do I bake a chicken,0.5,1254390,How can I fry chicken,1.0,1254390,How do I get the yellow fried chicken,0.125,1254390,How do I deap fried chicken,1.0
4018891,How do I know if a particular term or phrase is copyrighted?,1.0,4018891,How do I know if a word or phrase has copyright,1.0,4018891,How do we know if a particular term or phrase has copyright,1.0,4018891,How do I know if a particular term or phrase is copyrighted,1.0,4018891,How do I know if a particular term or phrase is invoked,0.125,4018891,How do you know if a particular term or phrase is copyrighted,1.0,4018891,How do I know if a particular term or phrase is protected by copyright,1.0,4018891,How do I know that a particular term or phrase is copyrighted,1.0,4018891,How do I know if a particular term or phrase is copyrighted,1.0,4018891,How do I know if a particular word or phrase is copyrighted,1.0,4018891,How do I know if a word or a statement has copyright,1.0
3552010,Why do parent put kids on restriction?,0.5,3552010,Why do parents restrict their children,0.3333,3552010,Why do parents restrict their children,0.3333,3552010,Why do parents put children on restraints,0.0086,3552010,Why do parents restrict their children,0.3333,3552010,Why do parents put restrictions on children,0.3333,3552010,Why do parents place restrictions on their children,0.25,3552010,Why do parents limit their children,0.5,3552010,Why do parents put their kids in the closet,0.0625,3552010,Why should parents control their children,0.012,3552010,Why do parents place restrictions on their children,0.25
1968489,Which auto insurance do you use and why?,0.5,1968489,What kind of car insurance do you use,0.0256,1968489,What kind of car insurance do you use,0.0256,1968489,What kind of car insurance are you using and why,0.0312,1968489,What kind of car insurance are you using and why,0.0312,1968489,What kind of car insurance are you using and why,0.0312,1968489,What kind of car insurance do you use and why,0.0278,1968489,What highway do you use and why,0.0,1968489,Which car insurance do you use and why,0.0303,1968489,What type of car insurance are you using and why,0.0303,1968489,What kind of car insurance do you use  and why,0.0278
443848,Does anybody know where i could get a free guide on how to train a siberian husky?,1.0,443848,Does anyone know where I can get a free guide to train a Siberian,1.0,443848,Does anyone know where to find a free guide to training Siberian Huskies,1.0,443848,Does anyone know where I can get a free guide on how to train a Siberian Husky,1.0,443848,Does anyone know where I can find a guide to training the Siberian Huskies,1.0,443848,Does anyone know where I can find a free guide on how to train a Siberian husky,1.0,443848,Does anyone know where I can find a free guide to training a Siberian Husky,1.0,443848,Does anyone know where I can get a free guide on how to teach Siberian husky,1.0,443848,Does anyone know where I can get a free guide on how to train a Siberian Husky,1.0,443848,Does anyone know where I can get a free guide on how to train a Siberian Husky,1.0,443848,Does anyone know where I can get free guidance on how to teach Siberian husky,1.0
4372730,Why doesn't the bible make any sense?,0.5,4372730,Why is the Bible meaningless,0.0063,4372730,Why is the Bible so absurd,0.0077,4372730,Why is the Bible not reasonable,0.0476,4372730,Why does the Bible have no meaning,0.2,4372730,Why is the Bible so meaningless,0.0064,4372730,Why is the Bible meaningless,0.0063,4372730,Why is the Bible meaningless,0.0063,4372730,Why does the Bible make sense,1.0,4372730,Why is the Bible meaningless,0.0063,4372730,Why is the Bible useless,0.0029
896725,what are some good exercises to get rid of those love handles?,1.0,896725,Can some good exercise help you get rid of the handles,1.0,896725,What s a good exercise to get rid of love handles,1.0,896725,What are some good exercises to get rid of those love handles,1.0,896725,What are the best ways to get rid of these love captures,0.0032,896725,What are some good exercises to get rid of these love handles,1.0,896725,What are some good exercises to get rid of these love gloves,0.0476,896725,What good exercises can help you to get rid of these love sticks,0.25,896725,What are some good exercises to get rid of that love grip,0.037,896725,What are some good exercises to do to remove those romantic handles,0.0055,896725,What is the best practice to undo these bonds of love,0.0
2180086,what are mormens?,1.0,2180086,What is a Mormon,0.25,2180086,What is a Mormon,0.25,2180086,What are Mormons,0.25,2180086,What are Mormons,0.25,2180086,What are Mormons,0.25,2180086,What are mormons,0.25,2180086,What are mormons,0.25,2180086,What is a Mormon,0.25,2180086,What is Mormonism,0.25,2180086,What is a Mormen,1.0
34041,what are the symptoms of strep throat?,1.0,34041,What are the symptoms of a sore throat,1.0,34041,What are the symptoms of throat inflammation,0.5,34041,What are the symptoms of a sore throat,1.0,34041,What are the symptoms of strophic ulcers,0.0056,34041,What are the symptoms of a throat drop,1.0,34041,What are the symptoms of streptocranosis,0.0714,34041,What are the symptoms of throat strep,1.0,34041,What are the symptoms of strep throat,1.0,34041,What are the symptoms of neck pain,0.1,34041,What are the symptoms of epilepsy,0.0143
229303,Why  is  the   war continuing  in  Afghanistan?,1.0,229303,Why is the war in Afghanistan still going on,1.0,229303,Why is the war in Afghanistan going on,1.0,229303,Why is the war in Afghanistan going on,1.0,229303,Why is the war in Afghanistan going on,1.0,229303,Why is the war in Afghanistan still going on,1.0,229303,Why is the war in Afghanistan going on,1.0,229303,Why is the war in Afghanistan going on,1.0,229303,Why is the war in Afghanistan going on,1.0,229303,Why is war in Afghanistan continuing,1.0,229303,Why is war going on in Afghanistan,1.0
2446614,how could u get success?,1.0,2446614,How did you succeed,0.0072,2446614,How did you succeed,0.0072,2446614,How can you do it,0.004,2446614,How did you do that,0.0024,2446614,How did you do that,0.0024,2446614,How could you succeed,0.0068,2446614,How could you succeed,0.0068,2446614,How can you do that,0.004,2446614,How can we succeed,0.006,2446614,How can you succeed,0.0062
654124,Why am I not able to concentrate on my studies?,0.5,654124,Why can t I concentrate on reading,0.1,654124,Why can t you focus on your studies,0.3333,654124,Why can t I focus on my studies,0.5,654124,Why can t I focus,0.003,654124,Why can  t I focus on my studies,0.5,654124,Why can t I focus on my studies,0.5,654124,Why can t I focus on my studies,0.5,654124,Why can t I focus on my studies,0.5,654124,Why can t I focus on my studies,0.5,654124,Why can t I focus on my studies,0.5
3577501,what are some signs that puberty is beginning?,1.0,3577501,What are the signs of puberty,1.0,3577501,What are some signs that the coming of age is about to begin,0.0169,3577501,What are some signs of puberty,0.3333,3577501,What are the signs of puberty,1.0,3577501,What are the signs that puberty is beginning,1.0,3577501,What are some signs of puberty,0.3333,3577501,What are the signs of sexual maturation,0.125,3577501,What are some signs that puberty has begun,0.0714,3577501,What is the beginning of youth,0.0031,3577501,what are the signs that a pregnancy is beginning,0.0014
8293,Why do men fantasized about raping women?,1.0,8293,Why do men dream of raping women,1.0,8293,Why do men fantasize about raping women,1.0,8293,Why do men imagine raping women,1.0,8293,Why do men fantasize about forcing women,0.5,8293,Why do men fantasize about raping women,1.0,8293,Why do men fantasize about raping women,1.0,8293,Why do men fantasize about violence against women,0.5,8293,Why do men dream of raping women,1.0,8293,Why do men imagine rape of women,1.0,8293,Why do men think about rape,1.0
4012558,what is the term milky way?,1.0,4012558,What is the name of the galaxy,0.2,4012558,What is the term for a galaxy,0.1667,4012558,What s the term  milk road,0.0,4012558,What is the term Milk Road,0.0,4012558,What is the end of the Milky Way,1.0,4012558,What is the term Milky Way,1.0,4012558,What is the Milky Way,1.0,4012558,What s the term Milky Way,1.0,4012558,What is the word  milk road,0.0,4012558,What is the Milky Way,1.0
