qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
1373069,Freedom of Speech - why don't people understand how to use it?,0.125,7,backtranslation_pes_arab,0.5,Freedom of expression   Why don t people know how to use it,backtranslation_deu_latn,0.5,Freedom of speech   why don t people understand how to use it,backtranslation_rus_cyrl,0.5,Freedom of speech   why don t people understand how to use it,backtranslation_zsm_latn,0.5,Freedom of Speech   Why don t people understand how to use it,backtranslation_kor_hang,0.3333,Freedom of expression   Why don t people understand how to use it,backtranslation_arb_arab,0.3333,Freedom of expression  Why don t people understand how to use it,backtranslation_fra_latn,0.3333,Freedom of expression   why don t people understand how to use it,,,,,,,,,
1063812,How do I grow taller?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722241,why do some animals hide in a dark place b4 they die?,0.3333,2,backtranslation_deu_latn,0.5,Why are animals hiding in a dark place,backtranslation_swh_latn,0.5,Why do some animals hide in the dark place B  they die,,,,,,,,,,,,,,,,,,,,,,,,
746920,How do you get rid of wart on your hand a using home method?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977054,Couscous is a food from what origin?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199639,"How to ""LOSE""all body fat ?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785579,"If you could be an element of weather, which would you choose, and why?",0.0833,2,backtranslation_arb_arab,0.2,If you could be a weather element  what would you choose  and why,backtranslation_swh_latn,0.1111,If you could be a weather creature  what would you choose  and why,,,,,,,,,,,,,,,,,,,,,,,,
1964316,"What do you mean by ""weed""?",0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206998,how does disneyland make it snow?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864267,what exemplifies effective customer service?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382736,what is minimalist cubisium?,0.5,2,backtranslation_deu_latn,1.0,What is a minimalist cubism,backtranslation_swh_latn,1.0,What is a minimalist cubism,,,,,,,,,,,,,,,,,,,,,,,,
949154,can anybody tell me what is a butler?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364894,Why do we need to tell customer service/operator about our sickness in order to make appointment w/ a doctor?,0.3333,5,backtranslation_arb_arab,1.0,Why do we need to tell customer service about our illness for a doctor appointment,backtranslation_zsm_latn,1.0,Why do we have to tell the customer service about our illness to make an appointment with the doctor,backtranslation_pes_arab,0.5,Why should we inform the customer service operator about our illness before we see a doctor,backtranslation_deu_latn,0.5,Why do we have to tell the customer service operator about our illness to make an appointment with a doctor,backtranslation_tam_taml,0.5,Why should we inform our patient to the customer service  operator to arrange an appointment with the doctor,,,,,,,,,,,,,,,
2797224,"Muslims Are The Happiest People Ever, Why?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765138,Why does loving someone hurts like hell?,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479423,Why is there brail on the keypads at drive up ATM's?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862887,how to care for a spiked dragon and what to feed them?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250296,What do doctors do when a patient has a Do Nor Resuscitate Order?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872395,what are some easy ways to get a toddler to go to sleep without being mean?,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473137,Causes and effects of the rise of Christanity?,0.3333,1,backtranslation_pes_arab,0.5,The Causes and Effects of Christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509982,How is th Chemistry is a basic of Science?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269759,what is artificial intelligence?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723508,What is the difference between an ox and a bull?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282199,how can I hide the cuts on my wrists?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196421,how can you be more brilliant?,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850323,Why some men never wash their hands after using the Urinal/Toilet?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192891,how are braces put on and do they hurt a lot?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406669,What do you order at Taco Bell?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582877,why do we go to school if in the real world we dont use most of it?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340574,Why do some people only go to church on Easter Sunday and never go again until Christmas ?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971899,what is masturbat***?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
