qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
648,family leave law,0.3333,3,backtranslation_kor_hang,1.0,Family leave,backtranslation_deu_latn,1.0,Family leave,backtranslation_fra_latn,0.5,right to family leave,,,,,,,,,,,,,,,,,,,,,
649,computer viruses,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,tax evasion indicted,0.25,5,backtranslation_kor_hang,0.3333,Charged with tax evasion,backtranslation_arb_arab,0.3333,Charges of tax evasion,backtranslation_fra_latn,0.3333,charge of tax evasion,backtranslation_deu_latn,0.3333,Charged with tax evasion,backtranslation_swh_latn,0.3333,tax evasion charges,,,,,,,,,,,,,,,
651,U.S. ethnic population,0.3333,6,backtranslation_arb_arab,1.0,The ethnic population in the United States,backtranslation_pes_arab,1.0,Ethnic population of the United States,backtranslation_fra_latn,1.0,Ethnic population of the United States,backtranslation_rus_cyrl,1.0,Ethnic population of the United States,backtranslation_zsm_latn,1.0,Ethnic population of the United States,backtranslation_tam_taml,1.0,Ethnic population of the United States,,,,,,,,,,,,
652,OIC Balkans 1990s,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,ETA Basque terrorism,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,same-sex schools,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,ADD diagnosis treatment,0.005,1,backtranslation_rus_cyrl,1.0,Treatment of the diagnosis of ADHD,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,lead poisoning children,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,school prayer banned,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,teenage pregnancy,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,cruise health safety,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,whale watching California,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,melanoma treatment causes,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,telemarketer protection,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Agent Orange exposure,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,American Indian Museum,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,poverty Africa sub-Sahara,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Thatcher resignation impact,0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,unmarried-partner households,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,"poverty, disease",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Islamic Revolution,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,U.S. elections apathy,0.1667,1,backtranslation_fra_latn,0.25,The apathy of the American electorate,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Salvation Army benefits,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,NRA membership profile,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Soviet withdrawal Afghanistan,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Greenpeace prosecuted,0.1429,7,backtranslation_arb_arab,1.0,The Greenpeace trial,backtranslation_pes_arab,1.0,The Greenpeace trial,backtranslation_swh_latn,1.0,Greenpeace is charged,backtranslation_kor_hang,0.5,The Greenpeace case,backtranslation_rus_cyrl,0.5,The Greenpeace persecution,backtranslation_zsm_latn,0.5,Greenpeace is accused,backtranslation_tam_taml,0.1667,The case against Greenpeace,,,,,,,,,
675,Olympics training swimming,0.5,2,backtranslation_arb_arab,1.0,Olympic swimming practice,backtranslation_pes_arab,1.0,Swimming practice at the Olympics,,,,,,,,,,,,,,,,,,,,,,,,
676,poppy cultivation,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Leaning Tower of Pisa,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,joint custody impact,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,opening adoption records,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,immigrants Spanish school,0.25,1,backtranslation_yue_hant,0.3333,Immigrant Spanish College,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,wind power location,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,adult immigrants English,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Czechoslovakia breakup,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,part-time benefits,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Oscar winner selection,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Argentina pegging dollar,0.25,10,backtranslation_yue_hant,0.3333,Argentine dollar,backtranslation_kor_hang,0.3333,Argentine dollar,backtranslation_arb_arab,0.3333,The Argentine dollar,backtranslation_pes_arab,0.3333,Argentine dollars,backtranslation_fra_latn,0.3333,Argentine dollar,backtranslation_deu_latn,0.3333,The Argentine dollar,backtranslation_rus_cyrl,0.3333,Argentine dollar,backtranslation_zsm_latn,0.3333,Argentine pegged dollar,backtranslation_tam_taml,0.3333,Argentine dollar,backtranslation_swh_latn,0.3333,Argentine dollar
687,Northern Ireland industry,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,non-U.S. media bias,0.1667,5,backtranslation_deu_latn,1.0,Non American media distortion,backtranslation_zsm_latn,1.0,The media is not biased,backtranslation_rus_cyrl,0.5,The un American media bias,backtranslation_yue_hant,0.25,Media bias outside the United States,backtranslation_kor_hang,0.25,Media bias outside the United States,,,,,,,,,,,,,,,
689,family-planning aid,0.0303,3,backtranslation_kor_hang,0.0714,Family Planning Support,backtranslation_arb_arab,0.0714,Supporting family planning,backtranslation_fra_latn,0.0345,family planning,,,,,,,,,,,,,,,,,,,,,
690,college education advantage,0.0417,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,clear-cutting forests,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,prostate cancer detection treatment,0.3333,9,backtranslation_arb_arab,1.0,The cure for prostate cancer,backtranslation_yue_hant,0.5,Diagnosing prostate cancer treatments,backtranslation_kor_hang,0.5,Treatment for prostate cancer,backtranslation_pes_arab,0.5,Treatment for prostate cancer,backtranslation_fra_latn,0.5,treatment for prostate cancer,backtranslation_rus_cyrl,0.5,treatment of prostate cancer,backtranslation_zsm_latn,0.5,treatment for prostate cancer,backtranslation_tam_taml,0.5,The treatment for prostate cancer,backtranslation_swh_latn,0.5,treatment for prostate cancer,,,
693,newspapers electronic media,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,compost pile,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,white collar crime sentence,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,safety plastic surgery,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,air traffic controller,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,literacy rates Africa,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,term limits,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,gasoline tax U.S.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
